Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,42.053083,[ 8 28] ; [97 24],[24.07643312 11.92356688] ; [80.92356688 40.07643312],1
d5,1,1.3e-05,19.008513,[15 21] ; [96 25],[25.4522293 10.5477707] ; [85.5477707 35.4522293],1
a5,1,0.004057,8.258302,[14 23] ; [78 43],[21.5443038 15.4556962] ; [70.4556962 50.5443038],0
a4,1,0.005103,7.842629,[ 4 33] ; [42 79],[10.7721519 26.2278481] ; [35.2278481 85.7721519],0
r1,1,0.014945,5.922975,[19 18] ; [88 33],[25.05696203 11.94303797] ; [81.94303797 39.05696203],0
v1,1,0.023355,5.14192,[ 9 28] ; [53 64],[14.8961039 22.1038961] ; [47.1038961 69.8961039],0
d2,1,0.036425,4.377107,[ 8 29] ; [49 72],[13.34810127 23.65189873] ; [43.65189873 77.34810127],0
a2,1,0.03742,4.331186,[ 1 36] ; [ 19 102],[ 4.6835443 32.3164557] ; [ 15.3164557 105.6835443],0
a3,1,0.038185,4.29677,[17 20] ; [78 42],[22.38853503 14.61146497] ; [72.61146497 47.38853503],0
a6,1,0.055079,3.679701,[17 20] ; [77 44],[22.01265823 14.98734177] ; [71.98734177 49.01265823],0
b4,1,0.055079,3.679701,[17 20] ; [77 44],[22.01265823 14.98734177] ; [71.98734177 49.01265823],0
b5,1,0.068843,3.310404,[18 19] ; [79 42],[22.71518987 14.28481013] ; [74.28481013 46.71518987],0
a8,1,0.071318,3.252418,[ 4 31] ; [  4 109],[ 1.89189189 33.10810811] ; [  6.10810811 106.89189189],0
u3,1,0.071405,3.250431,[ 8 12] ; [27 15],[11.29032258  8.70967742] ; [23.70967742 18.29032258],0
n3,1,0.077385,3.118992,[12  3] ; [25 21],[9.09836066 5.90163934] ; [27.90163934 18.09836066],0
v2,1,0.086646,2.93561,[13 24] ; [59 56],[17.52631579 19.47368421] ; [54.47368421 60.52631579],0
a7,1,0.098303,2.73286,[22 14] ; [91 30],[25.91082803 10.08917197] ; [87.08917197 33.91082803],0
s5,1,0.106004,2.612803,[ 8 29] ; [42 75],[12.01298701 24.98701299] ; [37.98701299 79.01298701],0
v3,1,0.150136,2.070869,[ 6 30] ; [33 82],[ 9.29801325 26.70198675] ; [29.70198675 85.29801325],0
b3,1,0.186179,1.747601,[ 3 14] ; [19 36],[ 5.19444444 11.80555556] ; [16.80555556 38.19444444],0
b2,1,0.186179,1.747601,[ 3 14] ; [19 36],[ 5.19444444 11.80555556] ; [16.80555556 38.19444444],0
s6,1,0.280438,1.164967,[19 18] ; [73 46],[21.82051282 15.17948718] ; [70.17948718 48.82051282],0
n2,1,0.433775,0.612695,[12  3] ; [32 14],[10.81967213  4.18032787] ; [33.18032787 12.81967213],0
p3,1,0.458514,0.549519,[11 26] ; [44 77],[12.87974684 24.12025316] ; [42.12025316 78.87974684],0
u2,1,0.460697,0.544201,[ 8 12] ; [21 21],[ 9.35483871 10.64516129] ; [19.64516129 22.35483871],0
p8,1,0.52063,0.412645,[14 23] ; [53 68],[15.68987342 21.31012658] ; [51.31012658 69.68987342],0
s7,1,0.548029,0.36086,[13 23] ; [36 81],[11.52941176 24.47058824] ; [37.47058824 79.52941176],0
s8,1,0.561861,0.336492,[12 25] ; [33 87],[10.60509554 26.39490446] ; [34.39490446 85.60509554],0
p1,1,0.572161,0.31908,[ 1 35] ; [  6 114],[ 1.61538462 34.38461538] ; [  5.38461538 114.61538462],0
p2,1,0.585846,0.296878,[26 10] ; [92 28],[27.23076923  8.76923077] ; [90.76923077 29.23076923],0
p11,1,0.61163,0.257809,[25 12] ; [87 34],[26.2278481 10.7721519] ; [85.7721519 35.2278481],0
s2,1,0.614712,0.253371,[14 23] ; [51 69],[15.31847134 21.68152866] ; [49.68152866 70.31847134],0
p4,1,0.66088,0.192457,[15 22] ; [54 67],[16.15822785 20.84177215] ; [52.84177215 68.15822785],0
n1,1,0.663772,0.188973,[ 4 11] ; [10 37],[ 3.38709677 11.61290323] ; [10.61290323 36.38709677],0
s3,1,0.668464,0.183404,[15 22] ; [53 66],[16.12820513 20.87179487] ; [51.87179487 67.12820513],0
r3,1,0.670742,0.180735,[35  2] ; [112   9],[34.42405063  2.57594937] ; [112.57594937   8.42405063],0
p7,1,0.672101,0.179154,[19 17] ; [67 51],[20.1038961 15.8961039] ; [65.8961039 52.1038961],0
p12,1,0.690539,0.158502,[ 1 36] ; [  5 116],[ 1.40506329 35.59493671] ; [  4.59493671 116.40506329],0
s4,1,0.722389,0.126215,[ 9 28] ; [33 88],[ 9.83544304 27.16455696] ; [32.16455696 88.83544304],0
r2,1,0.766135,0.088467,[33  4] ; [109  11],[33.46496815  3.53503185] ; [108.53503185  11.46496815],0
p5,1,0.886315,0.02044,[ 2 34] ; [  6 115],[ 1.8343949 34.1656051] ; [  6.1656051 114.8343949],0
