Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,110.080357,[302   5] ; [3 6],[296.31329114  10.68670886] ; [8.68670886 0.31329114],1
r4,1,0.0,64.998805,[299  12] ; [3 6],[293.50625  17.49375] ; [8.49375 0.50625],1
d3,1,0.000874,11.077923,[227  84] ; [2 7],[222.559375  88.440625] ; [6.440625 2.559375],1
r1,1,0.004875,7.925197,[272  38] ; [5 4],[269.18495298  40.81504702] ; [7.81504702 1.18495298],0
d1,1,0.005724,7.635268,[232  79] ; [3 6],[228.390625  82.609375] ; [6.609375 2.390625],0
d4,1,0.044173,4.049923,[275  35] ; [6 3],[273.07210031  36.92789969] ; [7.92789969 1.07210031],0
a7,1,0.089689,2.87994,[220  91] ; [4 5],[217.7  93.3] ; [6.3 2.7],0
a3,1,0.110269,2.550364,[266  44] ; [6 3],[264.32601881  45.67398119] ; [7.67398119 1.32601881],0
a8,1,0.130191,2.29023,[ 48 236] ; [3 5],[ 49.60273973 234.39726027] ; [1.39726027 6.60273973],0
u3,1,0.139983,2.178151,[33 12] ; [1 2],[31.875 13.125] ; [2.125 0.875],0
s2,1,0.154812,2.024188,[225  84] ; [4 4],[223.22082019  85.77917981] ; [5.77917981 2.22082019],0
p6,1,0.258431,1.277144,[147 162] ; [6 3],[148.66981132 160.33018868] ; [4.33018868 4.66981132],0
u1,1,0.271526,1.209021,[ 86 225] ; [1 8],[ 84.553125 226.446875] ; [2.446875 6.553125],0
s7,1,0.286606,1.135498,[235  65] ; [5 3],[233.76623377  66.23376623] ; [6.23376623 1.76623377],0
d5,1,0.292841,1.106514,[276  34] ; [7 2],[275.01567398  34.98432602] ; [7.98432602 1.01567398],0
a6,1,0.317415,0.99957,[220  90] ; [5 4],[218.65203762  91.34796238] ; [6.34796238 2.65203762],0
s6,1,0.334175,0.93265,[262  47] ; [5 2],[261.08544304  47.91455696] ; [5.91455696 1.08544304],0
p4,1,0.36532,0.819522,[216  94] ; [5 4],[214.76489028  95.23510972] ; [6.23510972 2.76489028],0
s3,1,0.493392,0.469121,[226  82] ; [5 3],[225.15189873  82.84810127] ; [5.84810127 2.15189873],0
a4,1,0.531203,0.392089,[171 140] ; [4 5],[170.078125 140.921875] ; [4.921875 4.078125],0
s5,1,0.545443,0.365544,[144 154] ; [3 5],[143.15686275 154.84313725] ; [3.84313725 4.15686275],0
d2,1,0.5468,0.363081,[203 108] ; [5 4],[202.15 108.85] ; [5.85 3.15],0
p5,1,0.547736,0.361389,[ 46 262] ; [2 7],[ 46.63722397 261.36277603] ; [1.36277603 7.63722397],0
v1,1,0.573787,0.316387,[194 106] ; [5 4],[193.2038835 106.7961165] ; [5.7961165 3.2038835],0
n5,1,0.588771,0.292267,[253  56] ; [8 1],[253.61320755  55.38679245] ; [7.38679245 1.61320755],0
p11,1,0.624045,0.240223,[257  54] ; [8 1],[257.546875  53.453125] ; [7.453125 1.546875],0
b4,1,0.637927,0.221464,[183 128] ; [6 3],[183.684375 127.315625] ; [5.315625 3.684375],0
n1,1,0.640879,0.217594,[32 36] ; [1 2],[31.6056338 36.3943662] ; [1.3943662 1.6056338],0
v2,1,0.664215,0.188444,[188 112] ; [5 4],[187.37864078 112.62135922] ; [5.62135922 3.37864078],0
v3,1,0.668812,0.182995,[144 154] ; [5 4],[144.63192182 153.36807818] ; [4.36807818 4.63192182],0
b5,1,0.678791,0.17149,[186 125] ; [6 3],[186.6 124.4] ; [5.4 3.6],0
p7,1,0.692201,0.156713,[216  85] ; [7 2],[216.52580645  84.47419355] ; [6.47419355 2.52580645],0
p3,1,0.722069,0.126519,[191 120] ; [5 4],[190.4875 120.5125] ; [5.5125 3.4875],0
p2,1,0.737613,0.112236,[263  47] ; [8 1],[263.35423197  46.64576803] ; [7.64576803 1.35423197],0
n4,1,0.75306,0.098978,[263  46] ; [8 1],[263.33018868  45.66981132] ; [7.66981132 1.33018868],0
n2,1,0.768369,0.086735,[52 18] ; [2 1],[51.78082192 18.21917808] ; [2.21917808 0.78082192],0
p1,1,0.774787,0.081864,[ 26 283] ; [1 8],[ 26.23584906 282.76415094] ; [0.76415094 8.23584906],0
b1,1,0.812924,0.056006,[126 185] ; [4 5],[126.34375 184.65625] ; [3.65625 5.34375],0
p8,1,0.866427,0.028291,[178 127] ; [5 4],[177.75477707 127.24522293] ; [5.24522293 3.75477707],0
b2,1,0.868866,0.027258,[103 115] ; [4 5],[102.75770925 115.24229075] ; [4.24229075 4.75770925],0
b3,1,0.868866,0.027258,[103 115] ; [4 5],[102.75770925 115.24229075] ; [4.24229075 4.75770925],0
u2,1,0.877641,0.023704,[28 17] ; [2 1],[28.125 16.875] ; [1.875 1.125],0
a2,1,0.962656,0.002192,[106 205] ; [3 6],[105.934375 205.065625] ; [3.065625 5.934375],0
p12,1,0.963938,0.002044,[ 37 272] ; [1 7],[ 37.04100946 271.95899054] ; [0.95899054 7.04100946],0
n6,1,0.991867,0.000104,[275  34] ; [8 1],[274.99056604  34.00943396] ; [8.00943396 0.99056604],0
