Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000124,14.734144,[1 1] ; [60  1],[1.93650794 0.06349206] ; [59.06349206  1.93650794],1
r4,1,0.010089,6.619026,[1 1] ; [58  3],[1.87301587 0.12698413] ; [57.12698413  3.87301587],0
p9,1,0.02532,5.001894,[1 1] ; [57  4],[1.84126984 0.15873016] ; [56.15873016  4.84126984],0
p2,1,0.075329,3.16291,[1 1] ; [55  6],[1.77777778 0.22222222] ; [54.22222222  6.77777778],0
p10,1,0.107369,2.59253,[1 1] ; [54  7],[1.74603175 0.25396825] ; [53.25396825  7.74603175],0
s7,1,0.147589,2.096995,[1 1] ; [52  8],[1.70967742 0.29032258] ; [51.29032258  8.70967742],0
d4,1,0.147589,2.096995,[1 1] ; [52  8],[1.70967742 0.29032258] ; [51.29032258  8.70967742],0
s2,1,0.179528,1.801531,[1 1] ; [52  9],[1.68253968 0.31746032] ; [51.31746032  9.68253968],0
p8,1,0.217986,1.517583,[1 1] ; [51 10],[1.65079365 0.34920635] ; [50.34920635 10.65079365],0
a8,1,0.239131,1.385708,[1 1] ; [10 48],[0.36666667 1.63333333] ; [10.63333333 47.36666667],0
p11,1,0.25727,1.28339,[1 1] ; [50 11],[1.61904762 0.38095238] ; [49.38095238 11.61904762],0
a3,1,0.376822,0.781045,[1 1] ; [47 14],[1.52380952 0.47619048] ; [46.47619048 14.52380952],0
s8,1,0.386334,0.750449,[1 1] ; [46 14],[1.51612903 0.48387097] ; [45.48387097 14.51612903],0
v1,1,0.506643,0.440993,[1 1] ; [43 17],[1.41935484 0.58064516] ; [42.58064516 17.41935484],0
a5,1,0.534378,0.38606,[1 1] ; [43 18],[1.3968254 0.6031746] ; [42.6031746 18.3968254],0
p6,1,0.54615,0.364259,[1 1] ; [42 18],[1.38709677 0.61290323] ; [41.61290323 18.38709677],0
s5,1,0.555182,0.348115,[1 1] ; [39 17],[1.37931034 0.62068966] ; [38.62068966 17.37931034],0
p12,1,0.573028,0.317642,[1 1] ; [19 42],[0.63492063 1.36507937] ; [19.36507937 41.63492063],0
b1,1,0.798834,0.064952,[1 1] ; [25 36],[0.82539683 1.17460317] ; [25.17460317 35.82539683],0
b2,1,0.807086,0.059627,[1 1] ; [19 27],[0.83333333 1.16666667] ; [19.16666667 26.83333333],0
b3,1,0.807086,0.059627,[1 1] ; [19 27],[0.83333333 1.16666667] ; [19.16666667 26.83333333],0
d2,1,0.814251,0.055199,[1 1] ; [35 25],[1.16129032 0.83870968] ; [34.83870968 25.16129032],0
b4,1,0.908901,0.013093,[1 1] ; [33 28],[1.07936508 0.92063492] ; [32.92063492 28.07936508],0
v2,1,0.962993,0.002153,[1 1] ; [31 29],[1.03225806 0.96774194] ; [30.96774194 29.03225806],0
