Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,79.33855,[197  48] ; [34 74],[160.32577904  84.67422096] ; [70.67422096 37.32577904],1
a5,1,0.0,27.206239,[184  62] ; [50 58],[162.61016949  83.38983051] ; [71.38983051 36.61016949],1
n6,1,4.2e-05,16.796268,[198  47] ; [65 43],[182.53541076  62.46458924] ; [80.46458924 27.53541076],1
p11,1,0.000127,14.680914,[175  71] ; [54 54],[159.13559322  86.86440678] ; [69.86440678 38.13559322],1
a4,1,0.000201,13.817195,[122 122] ; [31 77],[106.05681818 137.94318182] ; [46.94318182 61.05681818],1
d2,1,0.001257,10.404739,[128 114] ; [37 71],[114.08571429 127.91428571] ; [50.91428571 57.08571429],0
s7,1,0.001481,10.102398,[ 93 138] ; [23 80],[ 80.22754491 150.77245509] ; [35.77245509 67.22754491],0
p4,1,0.002722,8.984849,[105 141] ; [28 80],[ 92.42372881 153.57627119] ; [40.57627119 67.42372881],0
p12,1,0.006476,7.412835,[ 21 224] ; [  1 106],[ 15.3125 229.6875] ; [  6.6875 100.3125],0
a8,1,0.007006,7.2714,[ 28 197] ; [ 3 98],[ 21.39570552 203.60429448] ; [ 9.60429448 91.39570552],0
u1,1,0.007883,7.059869,[ 42 204] ; [  7 101],[ 34.05084746 211.94915254] ; [14.94915254 93.05084746],0
p3,1,0.008069,7.018069,[ 77 168] ; [19 88],[ 66.81818182 178.18181818] ; [29.18181818 77.81818182],0
a3,1,0.010124,6.612906,[168  76] ; [59 49],[157.35227273  86.64772727] ; [69.64772727 38.35227273],0
n1,1,0.01047,6.553051,[34 34] ; [15 40],[27.08943089 40.91056911] ; [21.91056911 33.08943089],0
v3,1,0.014953,5.92196,[ 81 153] ; [22 81],[ 71.51928783 162.48071217] ; [31.48071217 71.51928783],0
p6,1,0.015707,5.835352,[ 42 201] ; [ 8 99],[ 34.71428571 208.28571429] ; [15.28571429 91.71428571],0
n3,1,0.018235,5.573438,[48 18] ; [28 26],[41.8 24.2] ; [34.2 19.8],0
s8,1,0.018249,5.572093,[ 85 159] ; [24 84],[ 75.55681818 168.44318182] ; [33.44318182 74.55681818],0
p2,1,0.021188,5.311286,[168  78] ; [60 48],[158.44067797  87.55932203] ; [69.55932203 38.44067797],0
r4,1,0.045208,4.010847,[197  49] ; [76 32],[189.71186441  56.28813559] ; [83.28813559 24.71186441],0
r1,1,0.04679,3.952915,[180  66] ; [67 40],[172.13031161  73.86968839] ; [74.86968839 32.13031161],0
p10,1,0.049264,3.866342,[164  80] ; [59 46],[155.90830946  88.09169054] ; [67.09169054 37.90830946],0
a2,1,0.065471,3.393072,[ 55 191] ; [15 93],[ 48.6440678 197.3559322] ; [21.3559322 86.6440678],0
s3,1,0.072082,3.234966,[116 124] ; [41 67],[108.27586207 131.72413793] ; [48.72413793 59.27586207],0
r2,1,0.082184,3.021174,[222  21] ; [92 16],[217.38461538  25.61538462] ; [96.61538462 11.38461538],0
u3,1,0.090803,2.860081,[39 39] ; [32 17],[43.60629921 34.39370079] ; [27.39370079 21.60629921],0
s2,1,0.125208,2.350936,[104 136] ; [37 70],[ 97.52161383 142.47838617] ; [43.47838617 63.52161383],0
