Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.500435,[19 22] ; [91 15],[30.68027211 10.31972789] ; [79.31972789 26.68027211],1
p10,1,1.3e-05,19.046483,[23 18] ; [93 12],[32.57534247  8.42465753] ; [83.42465753 21.57534247],1
n6,1,0.001262,10.396875,[27 14] ; [93 12],[33.69863014  7.30136986] ; [86.30136986 18.69863014],0
p9,1,0.001552,10.015301,[26 15] ; [91 14],[32.85616438  8.14383562] ; [84.14383562 20.85616438],0
v1,1,0.006848,7.3125,[15 25] ; [65 39],[22.22222222 17.77777778] ; [57.77777778 46.22222222],0
p11,1,0.02028,5.387632,[30 11] ; [94 12],[34.58503401  6.41496599] ; [89.41496599 16.58503401],0
v3,1,0.021051,5.322539,[ 9 29] ; [46 56],[14.92857143 23.07142857] ; [40.07142857 61.92857143],0
a5,1,0.022487,5.207682,[24 17] ; [82 24],[29.56462585 11.43537415] ; [76.43537415 29.56462585],0
d2,1,0.057509,3.607805,[13 28] ; [52 54],[18.1292517 22.8707483] ; [46.8707483 59.1292517],0
s8,1,0.106253,2.609089,[ 7 34] ; [32 74],[10.87755102 30.12244898] ; [28.12244898 77.87755102],0
d1,1,0.111238,2.536538,[18 23] ; [62 44],[22.31292517 18.68707483] ; [57.68707483 48.31292517],0
p8,1,0.114635,2.489125,[21 20] ; [68 36],[25.16551724 15.83448276] ; [63.83448276 40.16551724],0
b2,1,0.149511,2.077236,[ 8 18] ; [33 37],[11.10416667 14.89583333] ; [29.89583333 40.10416667],0
b3,1,0.149511,2.077236,[ 8 18] ; [33 37],[11.10416667 14.89583333] ; [29.89583333 40.10416667],0
p6,1,0.1582,1.991347,[12 29] ; [44 61],[15.7260274 25.2739726] ; [40.2739726 64.7260274],0
p3,1,0.176696,1.825199,[22 19] ; [69 36],[25.55479452 15.44520548] ; [65.44520548 39.55479452],0
a4,1,0.2076,1.588086,[15 26] ; [51 55],[18.40816327 22.59183673] ; [47.59183673 58.40816327],0
d5,1,0.217805,1.518772,[29 12] ; [85 21],[31.79591837  9.20408163] ; [82.20408163 23.79591837],0
