Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.251986,[ 7 27] ; [32 10],[17.44736842 16.55263158] ; [21.55263158 20.44736842],1
p7,1,0.000195,13.875623,[11 22] ; [32 10],[18.92 14.08] ; [24.08 17.92],1
p6,1,0.000644,11.643675,[ 5 29] ; [22 20],[12.07894737 21.92105263] ; [14.92105263 27.07894737],1
p2,1,0.000752,11.355912,[17 17] ; [36  6],[23.71052632 10.28947368] ; [29.28947368 12.71052632],1
d5,1,0.000895,11.033682,[20 15] ; [37  4],[26.25  8.75] ; [30.75 10.25],1
p10,1,0.005554,7.689667,[19 16] ; [35  7],[24.54545455 10.45454545] ; [29.45454545 12.54545455],0
s7,1,0.005821,7.605,[12 20] ; [28 12],[17.77777778 14.22222222] ; [22.22222222 17.77777778],0
p8,1,0.006606,7.376984,[10 25] ; [25 17],[15.90909091 19.09090909] ; [19.09090909 22.90909091],0
r1,1,0.010399,6.565263,[21 14] ; [36  6],[25.90909091  9.09090909] ; [31.09090909 10.90909091],0
v1,1,0.014158,6.018372,[15 20] ; [29 12],[20.26315789 14.73684211] ; [23.73684211 17.26315789],0
n5,1,0.02053,5.366243,[22 13] ; [36  6],[26.36363636  8.63636364] ; [31.63636364 10.36363636],0
d3,1,0.023368,5.140938,[18 17] ; [32 10],[22.72727273 12.27272727] ; [27.27272727 14.72727273],0
v4,1,0.024857,5.03381,[29  6] ; [41  1],[31.81818182  3.18181818] ; [38.18181818  3.81818182],0
n3,1,0.025347,5.0,[8 1] ; [2 4],[6. 3.] ; [4. 2.],0
s5,1,0.036035,4.395462,[ 6 29] ; [16 25],[10.13157895 24.86842105] ; [11.86842105 29.13157895],0
s8,1,0.040064,4.215162,[11 24] ; [23 19],[15.45454545 19.54545455] ; [18.54545455 23.45454545],0
p11,1,0.042989,4.095827,[19 16] ; [32 10],[23.18181818 11.81818182] ; [27.81818182 14.18181818],0
s3,1,0.044463,4.038884,[14 20] ; [27 15],[18.34210526 15.65789474] ; [22.65789474 19.34210526],0
r3,1,0.049746,3.85,[27  8] ; [39  3],[30.  5.] ; [36.  6.],0
d1,1,0.050471,3.825753,[13 22] ; [25 17],[17.27272727 17.72727273] ; [20.72727273 21.27272727],0
n6,1,0.058968,3.566186,[26  9] ; [38  4],[29.09090909  5.90909091] ; [34.90909091  7.09090909],0
d4,1,0.084117,2.983508,[23 12] ; [34  7],[26.25  8.75] ; [30.75 10.25],0
b1,1,0.10224,2.670246,[16 19] ; [27 15],[19.54545455 15.45454545] ; [23.45454545 18.54545455],0
u1,1,0.103405,2.652222,[ 4 31] ; [11 31],[ 6.81818182 28.18181818] ; [ 8.18181818 33.81818182],0
r4,1,0.108233,2.579829,[27  8] ; [38  4],[29.54545455  5.45454545] ; [35.45454545  6.54545455],0
p9,1,0.109761,2.557663,[22 12] ; [34  8],[25.05263158  8.94736842] ; [30.94736842 11.05263158],0
p5,1,0.116163,2.468304,[ 4 30] ; [11 31],[ 6.71052632 27.28947368] ; [ 8.28947368 33.71052632],0
u2,1,0.134481,2.24,[8 2] ; [7 7],[6.25 3.75] ; [8.75 5.25],0
s2,1,0.144966,2.124437,[15 20] ; [25 17],[18.18181818 16.81818182] ; [21.81818182 20.18181818],0
s6,1,0.145515,2.118645,[22 13] ; [32  9],[24.86842105 10.13157895] ; [29.13157895 11.86842105],0
b4,1,0.196715,1.666599,[21 14] ; [19 23],[18.18181818 16.81818182] ; [21.81818182 20.18181818],0
a1,1,0.277171,1.180908,[ 4 31] ; [ 2 40],[ 2.72727273 32.27272727] ; [ 3.27272727 38.72727273],0
n4,1,0.329469,0.950983,[28  7] ; [37  5],[29.54545455  5.45454545] ; [35.45454545  6.54545455],0
a4,1,0.354985,0.855556,[13 22] ; [20 22],[15. 20.] ; [18. 24.],0
p12,1,0.398785,0.711986,[ 1 34] ; [ 3 39],[ 1.81818182 33.18181818] ; [ 2.18181818 39.81818182],0
r2,1,0.53462,0.385603,[33  2] ; [38  4],[32.27272727  2.72727273] ; [38.72727273  3.27272727],0
a6,1,0.544827,0.366667,[21 14] ; [28 14],[22.27272727 12.72727273] ; [26.72727273 15.27272727],0
n2,1,0.550985,0.355556,[7 3] ; [5 1],[7.5 2.5] ; [4.5 1.5],0
u3,1,0.558185,0.342857,[6 4] ; [10  4],[6.66666667 3.33333333] ; [9.33333333 4.66666667],0
a5,1,0.589858,0.290566,[23 12] ; [30 12],[24.09090909 10.90909091] ; [28.90909091 13.09090909],0
d2,1,0.616071,0.251429,[17 18] ; [18 24],[15.90909091 19.09090909] ; [19.09090909 22.90909091],0
a2,1,0.636349,0.223548,[ 6 29] ; [ 9 33],[ 6.81818182 28.18181818] ; [ 8.18181818 33.81818182],0
b2,1,0.656776,0.197463,[ 8 16] ; [11 17],[ 8.76923077 15.23076923] ; [10.23076923 17.76923077],0
b3,1,0.656776,0.197463,[ 8 16] ; [11 17],[ 8.76923077 15.23076923] ; [10.23076923 17.76923077],0
p1,1,0.710367,0.13791,[ 4 31] ; [ 6 36],[ 4.54545455 30.45454545] ; [ 5.45454545 36.54545455],0
a8,1,0.73986,0.11025,[ 2 31] ; [ 3 34],[ 2.35714286 30.64285714] ; [ 2.64285714 34.35714286],0
a3,1,0.766761,0.08798,[25 10] ; [28 13],[24.40789474 10.59210526] ; [28.59210526 12.40789474],0
s4,1,0.790561,0.070534,[ 6 29] ; [ 8 33],[ 6.44736842 28.55263158] ; [ 7.55263158 33.44736842],0
n1,1,0.832662,0.044643,[4 5] ; [3 3],[4.2 4.8] ; [2.8 3.2],0
a7,1,0.96616,0.0018,[21 14] ; [25 17],[20.90909091 14.09090909] ; [25.09090909 16.90909091],0
b5,1,0.96616,0.0018,[21 14] ; [25 17],[20.90909091 14.09090909] ; [25.09090909 16.90909091],0
