Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.011086,6.451525,[11 43] ; [21 27],[16.94117647 37.05882353] ; [15.05882353 32.94117647],0
u3,1,0.028716,4.784555,[15 10] ; [13  1],[17.94871795  7.05128205] ; [10.05128205  3.94871795],0
a3,1,0.032193,4.588165,[27 27] ; [34 14],[32.29411765 21.70588235] ; [28.70588235 19.29411765],0
s5,1,0.034715,4.459146,[19 32] ; [27 19],[24.18556701 26.81443299] ; [21.81443299 24.18556701],0
v3,1,0.047646,3.922425,[ 9 43] ; [16 30],[13.26530612 38.73469388] ; [11.73469388 34.26530612],0
p1,1,0.052462,3.760988,[ 2 51] ; [ 7 40],[ 4.77 48.23] ; [ 4.23 42.77],0
p9,1,0.056168,3.647058,[39 14] ; [40  5],[42.7244898 10.2755102] ; [36.2755102  8.7244898],0
p10,1,0.088506,2.901345,[37 16] ; [38  7],[40.56122449 12.43877551] ; [34.43877551 10.56122449],0
a2,1,0.110294,2.55,[ 6 48] ; [11 37],[ 9. 45.] ; [ 8. 40.],0
n2,1,0.11142,2.533957,[11  6] ; [19  3],[13.07692308  3.92307692] ; [16.92307692  5.07692308],0
b2,1,0.113071,2.510769,[ 6 20] ; [11 14],[ 8.66666667 17.33333333] ; [ 8.33333333 16.66666667],0
b3,1,0.113071,2.510769,[ 6 20] ; [11 14],[ 8.66666667 17.33333333] ; [ 8.33333333 16.66666667],0
v4,1,0.118606,2.435637,[48  5] ; [47  1],[49.85148515  3.14851485] ; [45.14851485  2.85148515],0
a5,1,0.120295,2.413474,[29 25] ; [33 15],[32.82352941 21.17647059] ; [29.17647059 18.82352941],0
v2,1,0.144162,2.132958,[22 28] ; [26 18],[25.53191489 24.46808511] ; [22.46808511 21.53191489],0
d4,1,0.157335,1.999657,[40 14] ; [41  7],[42.88235294 11.11764706] ; [38.11764706  9.88235294],0
s8,1,0.161349,1.961538,[24 30] ; [28 20],[27.52941176 26.47058824] ; [24.47058824 23.52941176],0
s7,1,0.165944,1.91921,[21 31] ; [24 20],[24.375 27.625] ; [20.625 23.375],0
p7,1,0.219309,1.508886,[33 18] ; [23 21],[30.06315789 20.93684211] ; [25.93684211 18.06315789],0
d1,1,0.233953,1.416667,[24 30] ; [27 21],[27. 27.] ; [24. 24.],0
p5,1,0.242758,1.364504,[ 1 52] ; [ 3 43],[ 2.14141414 50.85858586] ; [ 1.85858586 44.14141414],0
n5,1,0.25543,1.293358,[16 38] ; [19 28],[18.71287129 35.28712871] ; [16.28712871 30.71287129],0
p4,1,0.275572,1.188797,[24 30] ; [26 21],[26.73267327 27.26732673] ; [23.26732673 23.73267327],0
p12,1,0.294811,1.097521,[ 2 52] ; [ 4 42],[ 3.24 50.76] ; [ 2.76 43.24],0
r1,1,0.362778,0.828254,[33 20] ; [34 14],[35.15841584 17.84158416] ; [31.84158416 16.15841584],0
d5,1,0.409563,0.680068,[37 16] ; [37 11],[38.83168317 14.16831683] ; [35.16831683 12.83168317],0
p2,1,0.4116,0.674173,[40 13] ; [32 15],[38.16 14.84] ; [33.84 13.16],0
p8,1,0.420892,0.647824,[25 28] ; [18 28],[23.02020202 29.97979798] ; [19.97979798 26.02020202],0
s4,1,0.43992,0.596491,[22 32] ; [16 32],[20.11764706 33.88235294] ; [17.88235294 30.11764706],0
a7,1,0.451072,0.567957,[40 13] ; [33 15],[38.30693069 14.69306931] ; [34.69306931 13.30693069],0
n1,1,0.456845,0.553613,[ 4 12] ; [ 8 14],[ 5.05263158 10.94736842] ; [ 6.94736842 15.05263158],0
a8,1,0.460207,0.545391,[ 4 46] ; [ 2 44],[ 3.125 46.875] ; [ 2.875 43.125],0
r3,1,0.477894,0.503665,[53  1] ; [45  2],[52.3960396  1.6039604] ; [45.6039604  1.3960396],0
u2,1,0.495628,0.464286,[13 13] ; [8 5],[14. 12.] ; [7. 6.],0
r2,1,0.579671,0.306767,[51  3] ; [44  4],[50.29411765  3.70588235] ; [44.70588235  3.29411765],0
n6,1,0.587642,0.294042,[35 19] ; [28 19],[33.68316832 20.31683168] ; [29.31683168 17.68316832],0
s3,1,0.589543,0.291059,[45  9] ; [38 10],[43.94117647 10.05882353] ; [39.05882353  8.94117647],0
u1,1,0.599668,0.275497,[ 6 48] ; [ 7 41],[ 6.88235294 47.11764706] ; [ 6.11764706 41.88235294],0
s1,1,0.641664,0.216572,[ 2 52] ; [ 1 46],[ 1.6039604 52.3960396] ; [ 1.3960396 45.6039604],0
b5,1,0.646543,0.210286,[35 19] ; [29 19],[33.88235294 20.11764706] ; [30.11764706 17.88235294],0
d2,1,0.646543,0.210286,[19 35] ; [19 29],[20.11764706 33.88235294] ; [17.88235294 30.11764706],0
n3,1,0.647901,0.208556,[12  5] ; [14  8],[11.33333333  5.66666667] ; [14.66666667  7.33333333],0
b1,1,0.71733,0.131065,[21 33] ; [17 31],[20.11764706 33.88235294] ; [17.88235294 30.11764706],0
p6,1,0.726414,0.12243,[17 37] ; [16 30],[17.82 36.18] ; [15.18 30.82],0
p3,1,0.746048,0.104882,[19 35] ; [18 29],[19.78217822 34.21782178] ; [17.21782178 29.78217822],0
r4,1,0.806552,0.059965,[44 10] ; [40  8],[44.47058824  9.52941176] ; [39.52941176  8.47058824],0
a1,1,0.881727,0.022135,[ 3 51] ; [ 3 45],[ 3.17647059 50.82352941] ; [ 2.82352941 45.17647059],0
p11,1,0.885443,0.020757,[33 21] ; [30 18],[33.35294118 20.64705882] ; [29.64705882 18.35294118],0
b4,1,0.924442,0.008995,[32 22] ; [28 20],[31.76470588 22.23529412] ; [28.23529412 19.76470588],0
d3,1,0.946745,0.004462,[35 18] ; [32 16],[35.15841584 17.84158416] ; [31.84158416 16.15841584],0
a6,1,0.95915,0.002623,[38 16] ; [34 14],[38.11764706 15.88235294] ; [33.88235294 14.11764706],0
s6,1,0.962106,0.002257,[45  9] ; [39  8],[44.91089109  9.08910891] ; [39.08910891  7.91089109],0
