Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,39.738057,[47 30] ; [ 29 121],[25.77973568 51.22026432] ; [50.22026432 99.77973568],1
s2,1,0.0,25.517223,[50 27] ; [ 45 105],[32.2246696 44.7753304] ; [62.7753304 87.2246696],1
s6,1,7e-06,20.206466,[59 18] ; [67 81],[43.12 33.88] ; [82.88 65.12],1
s3,1,1e-05,19.592638,[52 25] ; [54 94],[36.27555556 40.72444444] ; [69.72444444 78.27555556],1
s4,1,0.00032,12.947095,[25 52] ; [ 19 132],[14.85964912 62.14035088] ; [ 29.14035088 121.85964912],1
p6,1,0.000471,12.225328,[31 43] ; [ 29 118],[20.09049774 53.90950226] ; [ 39.90950226 107.09049774],1
a2,1,0.001769,9.774843,[19 58] ; [ 14 137],[11.14473684 65.85526316] ; [ 21.85526316 129.14473684],0
s5,1,0.0025,9.140883,[29 43] ; [ 30 114],[19.66666667 52.33333333] ; [ 39.33333333 104.66666667],0
u1,1,0.003296,8.636017,[15 62] ; [ 10 141],[ 8.44298246 68.55701754] ; [ 16.55701754 134.44298246],0
a3,1,0.003434,8.561031,[57 20] ; [81 69],[46.81057269 30.18942731] ; [91.18942731 58.81057269],0
n4,1,0.005927,7.572405,[40 37] ; [ 50 101],[30.39473684 46.60526316] ; [59.60526316 91.39473684],0
p10,1,0.013961,6.043058,[59 17] ; [92 58],[50.77876106 25.22123894] ; [100.22123894  49.77876106],0
p3,1,0.03966,4.232368,[37 40] ; [51 99],[29.85022026 47.14977974] ; [58.14977974 91.85022026],0
d3,1,0.040621,4.191761,[60 17] ; [97 53],[53.25550661 23.74449339] ; [103.74449339  46.25550661],0
v1,1,0.044634,4.032409,[36 40] ; [49 97],[29.0990991 46.9009009] ; [55.9009009 90.0990991],0
u2,1,0.046807,3.952304,[15  4] ; [37 32],[11.22727273  7.77272727] ; [40.77272727 28.22727273],0
p9,1,0.048895,3.878958,[62 14] ; [104  46],[55.82300885 20.17699115] ; [110.17699115  39.82300885],0
d5,1,0.051201,3.801684,[64 13] ; [107  43],[58.00440529 18.99559471] ; [112.99559471  37.00440529],0
p7,1,0.054521,3.696684,[49 27] ; [76 73],[42.22222222 33.77777778] ; [82.77777778 66.22222222],0
d2,1,0.070819,3.263943,[36 41] ; [52 99],[29.71929825 47.28070175] ; [58.28070175 92.71929825],0
b2,1,0.078163,3.102695,[19 31] ; [17 56],[14.63414634 35.36585366] ; [21.36585366 51.63414634],0
