Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.767235,[22  5] ; [13 37],[12.27272727 14.72727273] ; [22.72727273 27.27272727],1
p7,1,1.7e-05,18.520022,[24  3] ; [18 30],[15.12 11.88] ; [26.88 21.12],1
s7,1,9.7e-05,15.197512,[22  4] ; [17 29],[14.08333333 11.91666667] ; [24.91666667 21.08333333],1
p9,1,0.000535,11.99043,[26  1] ; [29 20],[19.53947368  7.46052632] ; [35.46052632 13.53947368],1
p4,1,0.000644,11.643675,[22  5] ; [20 29],[14.92105263 12.07894737] ; [27.07894737 21.92105263],1
p10,1,0.001284,10.365631,[25  2] ; [28 21],[18.82894737  8.17105263] ; [34.17105263 14.82894737],0
p2,1,0.004379,8.119658,[24  3] ; [28 21],[18.47368421  8.52631579] ; [33.52631579 15.47368421],0
p11,1,0.00621,7.488371,[23  4] ; [27 23],[17.53246753  9.46753247] ; [32.46753247 17.53246753],0
d1,1,0.006707,7.349734,[19  8] ; [19 31],[13.32467532 13.67532468] ; [24.67532468 25.32467532],0
p3,1,0.008378,6.950869,[19  8] ; [19 30],[13.5 13.5] ; [24.5 24.5],0
p5,1,0.011172,6.437692,[10 17] ; [ 6 43],[ 5.68421053 21.31578947] ; [10.31578947 38.68421053],0
s8,1,0.014598,5.96435,[17 10] ; [17 33],[11.92207792 15.07792208] ; [22.07792208 27.92207792],0
n5,1,0.014971,5.919821,[25  2] ; [34 16],[20.68831169  6.31168831] ; [38.31168831 11.68831169],0
n6,1,0.02329,5.14677,[26  1] ; [38 12],[22.44155844  4.55844156] ; [41.55844156  8.44155844],0
n3,1,0.029273,4.751515,[1 3] ; [10  2],[2.75 1.25] ; [8.25 3.75],0
r4,1,0.034672,4.461247,[26  1] ; [39 11],[22.79220779  4.20779221] ; [42.20779221  7.79220779],0
d4,1,0.05066,3.819487,[23  3] ; [34 16],[19.5  6.5] ; [37.5 12.5],0
n4,1,0.051177,3.802469,[26  1] ; [40 10],[23.14285714  3.85714286] ; [42.85714286  7.14285714],0
a4,1,0.098001,2.737778,[15 12] ; [18 32],[11.57142857 15.42857143] ; [21.42857143 28.57142857],0
v1,1,0.187818,1.734651,[18  9] ; [25 24],[15.27631579 11.72368421] ; [27.72368421 21.27631579],0
r3,1,0.204978,1.606543,[25  2] ; [41  9],[23.14285714  3.85714286] ; [42.85714286  7.14285714],0
b5,1,0.224445,1.475722,[14 13] ; [33 17],[16.48051948 10.51948052] ; [30.51948052 19.48051948],0
s5,1,0.261911,1.258626,[10 16] ; [13 37],[ 7.86842105 18.13157895] ; [15.13157895 34.86842105],0
r1,1,0.272916,1.202031,[22  5] ; [35 15],[19.98701299  7.01298701] ; [37.01298701 12.98701299],0
d3,1,0.285051,1.142848,[20  7] ; [31 19],[17.88311688  9.11688312] ; [33.11688312 16.88311688],0
u1,1,0.293993,1.101244,[ 7 20] ; [ 8 42],[ 5.25974026 21.74025974] ; [ 9.74025974 40.25974026],0
s1,1,0.314524,1.011583,[ 1 26] ; [ 5 44],[ 2.13157895 24.86842105] ; [ 3.86842105 45.13157895],0
s3,1,0.338358,0.916644,[16 10] ; [25 25],[14.02631579 11.97368421] ; [26.97368421 23.02631579],0
d5,1,0.402267,0.701538,[21  5] ; [36 14],[19.5  6.5] ; [37.5 12.5],0
a3,1,0.415795,0.66217,[20  6] ; [34 16],[18.47368421  7.52631579] ; [35.52631579 14.47368421],0
p12,1,0.520288,0.413323,[ 2 25] ; [ 2 48],[ 1.4025974 25.5974026] ; [ 2.5974026 47.4025974],0
b3,1,0.552522,0.352818,[7 9] ; [13 24],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
b2,1,0.552522,0.352818,[7 9] ; [13 24],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
a6,1,0.557381,0.344259,[16 11] ; [33 17],[17.18181818  9.81818182] ; [31.81818182 18.18181818],0
a5,1,0.578424,0.30879,[20  7] ; [34 16],[18.93506494  8.06493506] ; [35.06493506 14.93506494],0
u3,1,0.590726,0.289211,[4 3] ; [11  5],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
s2,1,0.641505,0.216779,[15 12] ; [25 25],[14.02597403 12.97402597] ; [25.97402597 24.02597403],0
a2,1,0.655317,0.199262,[ 6 21] ; [ 9 41],[ 5.25974026 21.74025974] ; [ 9.74025974 40.25974026],0
b4,1,0.747002,0.104068,[13 14] ; [26 24],[13.67532468 13.32467532] ; [25.32467532 24.67532468],0
d2,1,0.76541,0.089033,[12 15] ; [24 26],[12.62337662 14.37662338] ; [23.37662338 26.62337662],0
s6,1,0.779018,0.078736,[19  7] ; [35 15],[18.47368421  7.52631579] ; [35.52631579 14.47368421],0
u2,1,0.808605,0.058673,[4 3] ; [10  6],[4.26086957 2.73913043] ; [9.73913043 6.26086957],0
b1,1,0.836144,0.042778,[15 12] ; [29 21],[15.42857143 11.57142857] ; [28.57142857 21.42857143],0
n1,1,0.875996,0.024351,[2 2] ; [5 6],[1.86666667 2.13333333] ; [5.13333333 5.86666667],0
s4,1,0.895531,0.017242,[ 5 21] ; [ 9 41],[ 4.78947368 21.21052632] ; [ 9.21052632 40.78947368],0
a8,1,0.916289,0.011048,[ 2 20] ; [ 4 44],[ 1.88571429 20.11428571] ; [ 4.11428571 43.88571429],0
p1,1,0.92233,0.009506,[ 4 23] ; [ 7 43],[ 3.85714286 23.14285714] ; [ 7.14285714 42.85714286],0
a1,1,0.926246,0.008569,[ 2 25] ; [ 4 46],[ 2.1038961 24.8961039] ; [ 3.8961039 46.1038961],0
a7,1,0.949572,0.004,[16 11] ; [30 20],[16.12987013 10.87012987] ; [29.87012987 20.12987013],0
