Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,78.314207,[108  17] ; [ 1 28],[88.47402597 36.52597403] ; [20.52597403  8.47402597],1
p11,1,0.000952,10.919129,[95 30] ; [13 16],[87.66233766 37.33766234] ; [20.33766234  8.66233766],1
v4,1,0.001251,10.413627,[120   5] ; [22  6],[116.0130719   8.9869281] ; [25.9869281  2.0130719],0
p2,1,0.002365,9.242012,[99 26] ; [15 14],[92.53246753 32.46753247] ; [21.46753247  7.53246753],0
n5,1,0.013967,6.042355,[90 35] ; [14 15],[84.41558442 40.58441558] ; [19.58441558  9.41558442],0
b1,1,0.015211,5.891887,[39 86] ; [16 13],[44.64285714 80.35714286] ; [10.35714286 18.64285714],0
a2,1,0.030117,4.702591,[ 24 101] ; [11 18],[28.40909091 96.59090909] ; [ 6.59090909 22.40909091],0
s8,1,0.030548,4.67821,[49 75] ; [ 5 23],[44.05263158 79.94736842] ; [ 9.94736842 18.05263158],0
r4,1,0.033875,4.501015,[110  15] ; [21  8],[106.33116883  18.66883117] ; [24.66883117  4.33116883],0
r2,1,0.042817,4.102597,[120   5] ; [25  4],[117.69480519   7.30519481] ; [27.30519481  1.69480519],0
n6,1,0.054783,3.688686,[98 26] ; [18 11],[94.0130719 29.9869281] ; [21.9869281  7.0130719],0
p8,1,0.056846,3.627088,[39 85] ; [ 4 25],[34.8496732 89.1503268] ; [ 8.1503268 20.8496732],0
s1,1,0.098581,2.728354,[  4 120] ; [ 3 26],[  5.67320261 118.32679739] ; [ 1.32679739 27.67320261],0
n2,1,0.112786,2.51474,[26  5] ; [6 4],[24.19512195  6.80487805] ; [7.80487805 2.19512195],0
d2,1,0.133383,2.252682,[54 71] ; [17 12],[57.62987013 67.37012987] ; [13.37012987 15.62987013],0
p4,1,0.141565,2.160864,[62 63] ; [10 19],[58.44155844 66.55844156] ; [13.55844156 15.44155844],0
a3,1,0.146109,2.11241,[81 43] ; [23  6],[84.2875817 39.7124183] ; [19.7124183  9.2875817],0
d3,1,0.171072,1.873521,[78 47] ; [22  7],[81.16883117 43.83116883] ; [18.83116883 10.16883117],0
b4,1,0.188574,1.728721,[77 48] ; [14 15],[73.86363636 51.13636364] ; [17.13636364 11.86363636],0
s5,1,0.19161,1.705191,[35 81] ; [ 5 23],[32.22222222 83.77777778] ; [ 7.77777778 20.22222222],0
s4,1,0.202525,1.624072,[ 15 108] ; [ 6 22],[ 17.10596026 105.89403974] ; [ 3.89403974 24.10596026],0
