Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.00233,9.269786,[55  5] ; [47 20],[48.18897638 11.81102362] ; [53.81102362 13.18897638],0
r4,1,0.005598,7.675437,[57  3] ; [53 15],[51.5625  8.4375] ; [58.4375  9.5625],0
v2,1,0.006723,7.345472,[32 27] ; [20 46],[24.544 34.456] ; [27.456 38.544],0
p5,1,0.007848,7.067839,[10 50] ; [ 2 66],[ 5.625 54.375] ; [ 6.375 61.625],0
n3,1,0.014611,5.962733,[5 5] ; [18  2],[7.66666667 2.33333333] ; [15.33333333  4.66666667],0
u1,1,0.018296,5.567574,[17 43] ; [ 8 60],[11.71875 48.28125] ; [13.28125 54.71875],0
n4,1,0.020963,5.329848,[46 14] ; [39 29],[39.84375 20.15625] ; [45.15625 22.84375],0
n5,1,0.026802,4.903524,[50 10] ; [45 23],[44.53125 15.46875] ; [50.46875 17.53125],0
b3,1,0.034223,4.483509,[11 22] ; [ 4 30],[ 7.3880597 25.6119403] ; [ 7.6119403 26.3880597],0
b2,1,0.034223,4.483509,[11 22] ; [ 4 30],[ 7.3880597 25.6119403] ; [ 7.6119403 26.3880597],0
a3,1,0.047583,3.924638,[46 14] ; [41 27],[40.78125 19.21875] ; [46.21875 21.78125],0
n6,1,0.053775,3.719658,[53  7] ; [51 17],[48.75 11.25] ; [55.25 12.75],0
v3,1,0.059589,3.548796,[22 37] ; [15 53],[17.18897638 41.81102362] ; [19.81102362 48.18897638],0
p3,1,0.064924,3.406904,[38 22] ; [32 36],[32.8125 27.1875] ; [37.1875 30.8125],0
a5,1,0.069504,3.294688,[46 14] ; [42 26],[41.25 18.75] ; [46.75 21.25],0
r3,1,0.076431,3.139201,[57  2] ; [59  8],[54.31746032  4.68253968] ; [61.68253968  5.31746032],0
s5,1,0.080082,3.063242,[33 23] ; [27 36],[28.23529412 27.76470588] ; [31.76470588 31.23529412],0
p4,1,0.084569,2.974824,[44 16] ; [40 28],[39.375 20.625] ; [44.625 23.375],0
s8,1,0.113369,2.506617,[34 26] ; [29 39],[29.53125 30.46875] ; [33.46875 34.53125],0
d1,1,0.12194,2.392228,[39 21] ; [35 33],[34.6875 25.3125] ; [39.3125 28.6875],0
p8,1,0.143359,2.14153,[38 19] ; [36 31],[34.01612903 22.98387097] ; [39.98387097 27.01612903],0
u2,1,0.152646,2.04561,[5 9] ; [16 11],[7.17073171 6.82926829] ; [13.82926829 13.17073171],0
p10,1,0.186883,1.742022,[52  7] ; [54 14],[49.24409449  9.75590551] ; [56.75590551 11.24409449],0
p6,1,0.236424,1.401791,[30 28] ; [28 40],[26.6984127 31.3015873] ; [31.3015873 36.6984127],0
r1,1,0.238781,1.387774,[47 13] ; [47 21],[44.0625 15.9375] ; [49.9375 18.0625],0
r2,1,0.255123,1.295031,[57  3] ; [60  7],[55.27559055  4.72440945] ; [61.72440945  5.27559055],0
p7,1,0.265144,1.2417,[44 13] ; [45 21],[41.24390244 15.75609756] ; [47.75609756 18.24390244],0
s3,1,0.27884,1.172736,[41 18] ; [53 15],[43.66929134 15.33070866] ; [50.33070866 17.66929134],0
b1,1,0.280974,1.162372,[24 36] ; [21 47],[21.09375 38.90625] ; [23.90625 44.09375],0
a8,1,0.291449,1.112916,[ 4 50] ; [ 2 62],[ 2.74576271 51.25423729] ; [ 3.25423729 60.74576271],0
p12,1,0.319692,0.990207,[ 4 56] ; [ 2 66],[ 2.8125 57.1875] ; [ 3.1875 64.8125],0
d4,1,0.335525,0.927454,[50 10] ; [52 16],[47.8125 12.1875] ; [54.1875 13.8125],0
a4,1,0.343799,0.896213,[27 33] ; [25 43],[24.375 35.625] ; [27.625 40.375],0
s1,1,0.38195,0.764418,[ 1 58] ; [ 3 65],[ 1.85826772 57.14173228] ; [ 2.14173228 65.85826772],0
a6,1,0.383015,0.761001,[38 22] ; [48 20],[40.3125 19.6875] ; [45.6875 22.3125],0
d2,1,0.404952,0.693571,[30 30] ; [29 39],[27.65625 32.34375] ; [31.34375 36.65625],0
