Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,160.07283,[481  51] ; [72 89],[424.52525253 107.47474747] ; [128.47474747  32.52525253],1
n6,1,0.0,74.908137,[492  40] ; [105  55],[458.96531792  73.03468208] ; [138.03468208  21.96531792],1
v1,1,0.0,28.732411,[324 198] ; [59 97],[294.87610619 227.12389381] ; [88.12389381 67.87610619],1
p4,1,0.0,27.605339,[373 159] ; [76 84],[345.1849711 186.8150289] ; [103.8150289  56.1849711],1
p10,1,1e-06,24.145757,[467  61] ; [116  44],[447.41860465  80.58139535] ; [135.58139535  24.41860465],1
p9,1,3.6e-05,17.057761,[477  48] ; [126  34],[462.15328467  62.84671533] ; [140.84671533  19.15328467],1
s6,1,0.000109,14.971338,[379 140] ; [91 69],[359.24889543 159.75110457] ; [110.75110457  49.24889543],1
s7,1,0.00015,14.368721,[277 231] ; [58 98],[256.29518072 251.70481928] ; [78.70481928 77.29518072],1
p8,1,0.000697,11.497807,[326 195] ; [76 84],[307.55066079 213.44933921] ; [94.44933921 65.55066079],1
v3,1,0.000869,11.088679,[230 287] ; [ 45 108],[212.20149254 304.79850746] ; [62.79850746 90.20149254],1
p5,1,0.003141,8.723813,[ 76 455] ; [  9 152],[ 65.22398844 465.77601156] ; [ 19.77601156 141.22398844],0
p11,1,0.004081,8.247555,[450  83] ; [120  41],[437.76657061  95.23342939] ; [132.23342939  28.76657061],0
s2,1,0.005093,7.846119,[289 238] ; [68 93],[273.45784884 253.54215116] ; [83.54215116 77.45784884],0
p3,1,0.00793,7.049129,[298 234] ; [71 90],[283.27272727 248.72727273] ; [85.72727273 75.27272727],0
s5,1,0.011886,6.327795,[196 318] ; [ 42 113],[182.85799701 331.14200299] ; [55.14200299 99.85799701],0
a2,1,0.013174,6.145646,[144 389] ; [ 28 133],[132.09798271 400.90201729] ; [ 39.90201729 121.09798271],0
p6,1,0.013862,6.055589,[223 303] ; [ 49 107],[209.7829912 316.2170088] ; [62.2170088 93.7829912],0
a4,1,0.014003,6.037717,[253 278] ; [ 59 102],[239.41040462 291.58959538] ; [72.58959538 88.41040462],0
a8,1,0.015151,5.898857,[ 82 396] ; [ 13 133],[ 72.7724359 405.2275641] ; [ 22.2275641 123.7724359],0
s8,1,0.019183,5.484718,[256 273] ; [ 61 100],[243.03333333 285.96666667] ; [73.96666667 87.03333333],0
n1,1,0.019673,5.440691,[40 53] ; [ 9 32],[34.00746269 58.99253731] ; [14.99253731 26.00746269],0
u1,1,0.021746,5.265997,[109 424] ; [ 20 141],[ 99.07348703 433.92651297] ; [ 29.92651297 131.07348703],0
s3,1,0.041126,4.170824,[318 209] ; [82 78],[306.84133916 220.15866084] ; [93.15866084 66.84133916],0
b3,1,0.04392,4.059632,[131 189] ; [27 65],[122.7184466 197.2815534] ; [35.2815534 56.7184466],0
b2,1,0.04392,4.059632,[131 189] ; [27 65],[122.7184466 197.2815534] ; [35.2815534 56.7184466],0
d5,1,0.047266,3.935904,[454  78] ; [126  34],[445.89595376  86.10404624] ; [134.10404624  25.89595376],0
p12,1,0.048025,3.909093,[ 49 481] ; [  7 153],[ 43.01449275 486.98550725] ; [ 12.98550725 147.01449275],0
a3,1,0.048418,3.895403,[398 133] ; [108  53],[388.27456647 142.72543353] ; [117.72543353  43.27456647],0
d2,1,0.049484,3.858863,[275 257] ; [69 92],[264.08080808 267.91919192] ; [79.91919192 81.08080808],0
a7,1,0.056833,3.627483,[393 139] ; [130  30],[402.07514451 129.92485549] ; [120.92485549  39.07514451],0
d1,1,0.068219,3.325359,[334 199] ; [88 73],[324.10086455 208.89913545] ; [97.89913545 63.10086455],0
p7,1,0.093851,2.807041,[373 147] ; [103  56],[364.53608247 155.46391753] ; [111.46391753  47.53608247],0
v4,1,0.116978,2.457326,[523   9] ; [154   6],[520.46820809  11.53179191] ; [156.53179191   3.46820809],0
r2,1,0.117885,2.445198,[522   9] ; [154   6],[519.47322721  11.52677279] ; [156.52677279   3.47322721],0
d3,1,0.128437,2.311296,[377 156] ; [123  37],[384.55988456 148.44011544] ; [115.44011544  44.55988456],0
v2,1,0.133073,2.256282,[303 210] ; [81 74],[294.89820359 218.10179641] ; [89.10179641 65.89820359],0
a5,1,0.170012,1.882835,[409 124] ; [115  46],[402.43804035 130.56195965] ; [121.56195965  39.43804035],0
b4,1,0.198747,1.651557,[304 229] ; [101  60],[311.04466859 221.95533141] ; [93.95533141 67.04466859],0
u3,1,0.232347,1.426434,[77 58] ; [34 17],[80.56451613 54.43548387] ; [30.43548387 20.56451613],0
r1,1,0.242122,1.368194,[460  70] ; [133  27],[455.49275362  74.50724638] ; [137.50724638  22.49275362],0
n3,1,0.243584,1.359731,[70 25] ; [34  7],[72.64705882 22.35294118] ; [31.35294118  9.64705882],0
u2,1,0.287329,1.132096,[73 62] ; [32 19],[76.20967742 58.79032258] ; [28.79032258 22.20967742],0
s1,1,0.322775,0.977671,[ 12 510] ; [  6 155],[ 13.75695461 508.24304539] ; [  4.24304539 156.75695461],0
n2,1,0.500927,0.452971,[74 21] ; [29 11],[72.48148148 22.51851852] ; [30.51851852  9.48148148],0
b1,1,0.535225,0.384461,[193 340] ; [ 54 107],[189.69884726 343.30115274] ; [ 57.30115274 103.69884726],0
a1,1,0.567449,0.32697,[ 21 512] ; [  8 153],[ 22.27233429 510.72766571] ; [  6.72766571 154.27233429],0
s4,1,0.633529,0.227306,[ 83 442] ; [ 28 133],[ 84.94897959 440.05102041] ; [ 26.05102041 134.94897959],0
d4,1,0.635196,0.225081,[447  84] ; [133  28],[445.05780347  85.94219653] ; [134.94219653  26.05780347],0
b5,1,0.773428,0.082883,[321 212] ; [99 62],[322.5648415 210.4351585] ; [97.4351585 63.5648415],0
p1,1,0.876145,0.024292,[ 49 483] ; [ 14 145],[ 48.50361795 483.49638205] ; [ 14.49638205 144.50361795],0
a6,1,0.941284,0.005425,[375 157] ; [113  48],[374.62626263 157.37373737] ; [113.37373737  47.62626263],0
