Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,80.246491,[88 23] ; [ 45 133],[51.08304498 59.91695502] ; [81.91695502 96.08304498],1
s6,1,0.0,33.765902,[98 17] ; [95 87],[74.73063973 40.26936027] ; [118.26936027  63.73063973],1
s2,1,0.0,25.426464,[74 42] ; [ 63 122],[52.79734219 63.20265781] ; [ 84.20265781 100.79734219],1
s3,1,8e-06,19.963698,[78 38] ; [ 75 109],[59.16 56.84] ; [93.84 90.16],1
a3,1,0.001014,10.802298,[82 34] ; [97 91],[68.30263158 47.69736842] ; [110.69736842  77.30263158],0
p7,1,0.001877,9.665766,[84 30] ; [102  81],[71.39393939 42.60606061] ; [114.60606061  68.39393939],0
p6,1,0.004357,8.128845,[48 67] ; [ 48 137],[36.8 78.2] ; [ 59.2 125.8],0
d2,1,0.004402,8.110212,[23 93] ; [ 16 171],[ 14.93069307 101.06930693] ; [ 24.06930693 162.93069307],0
b3,1,0.009022,6.818495,[34 41] ; [23 66],[26.06707317 48.93292683] ; [30.93292683 58.06707317],0
b2,1,0.009022,6.818495,[34 41] ; [23 66],[26.06707317 48.93292683] ; [30.93292683 58.06707317],0
s5,1,0.009354,6.753866,[43 71] ; [ 43 139],[33.12162162 80.87837838] ; [ 52.87837838 129.12162162],0
a7,1,0.009512,6.724009,[65 50] ; [133  54],[75.39735099 39.60264901] ; [122.60264901  64.39735099],0
a2,1,0.010568,6.536567,[ 13 103] ; [  7 181],[  7.63157895 108.36842105] ; [ 12.36842105 175.63157895],0
v1,1,0.022252,5.226004,[67 46] ; [83 99],[57.45762712 55.54237288] ; [92.54237288 89.45762712],0
a8,1,0.034984,4.44598,[19 91] ; [ 16 163],[13.32179931 96.67820069] ; [ 21.67820069 157.32179931],0
d3,1,0.047105,3.941636,[39 77] ; [ 84 102],[47.24503311 68.75496689] ; [ 75.75496689 110.24503311],0
r1,1,0.055712,3.660639,[90 25] ; [128  60],[82.73927393 32.26072607] ; [135.26072607  52.73927393],0
v3,1,0.06645,3.368593,[45 69] ; [ 54 131],[37.7458194 76.2541806] ; [ 61.2541806 123.7458194],0
u1,1,0.076111,3.146048,[  8 108] ; [  5 183],[  4.96052632 111.03947368] ; [  8.03947368 179.96052632],0
p5,1,0.080685,3.051045,[18 97] ; [ 17 171],[ 13.28382838 101.71617162] ; [ 21.71617162 166.28382838],0
v2,1,0.083542,2.99461,[62 47] ; [83 96],[54.87847222 54.12152778] ; [90.12152778 88.87847222],0
p4,1,0.098144,2.735455,[69 47] ; [93 94],[62.01980198 53.98019802] ; [99.98019802 87.01980198],0
p12,1,0.106817,2.6007,[ 11 104] ; [  9 178],[  7.61589404 107.38410596] ; [ 12.38410596 174.61589404],0
