Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.807523,[57 24] ; [18 41],[43.39285714 37.60714286] ; [31.60714286 27.39285714],1
d4,1,0.000182,14.00801,[66 15] ; [30 28],[55.94244604 25.05755396] ; [40.05755396 17.94244604],1
a2,1,0.000229,13.579333,[22 59] ; [ 2 57],[13.88571429 67.11428571] ; [10.11428571 48.88571429],1
d1,1,0.000628,11.690722,[44 37] ; [15 44],[34.13571429 46.86428571] ; [24.86428571 34.13571429],1
d5,1,0.000863,11.101133,[63 18] ; [30 29],[53.80714286 27.19285714] ; [39.19285714 19.80714286],1
a6,1,0.002237,9.344324,[54 27] ; [24 35],[45.12857143 35.87142857] ; [32.87142857 26.12857143],0
u1,1,0.004288,8.157784,[16 65] ; [ 2 57],[10.41428571 70.58571429] ; [ 7.58571429 51.41428571],0
p2,1,0.00669,7.35439,[49 32] ; [22 37],[41.07857143 39.92142857] ; [29.92142857 29.07857143],0
a3,1,0.006989,7.27591,[51 29] ; [24 35],[43.16546763 36.83453237] ; [31.83453237 27.16546763],0
b5,1,0.007629,7.118644,[54 27] ; [26 33],[46.28571429 34.71428571] ; [33.71428571 25.28571429],0
r3,1,0.014412,5.986939,[69 12] ; [40 19],[63.06428571 17.93571429] ; [45.93571429 13.06428571],0
r1,1,0.024799,5.037887,[60 21] ; [33 26],[53.80714286 27.19285714] ; [39.19285714 19.80714286],0
r4,1,0.04077,4.18553,[60 21] ; [34 25],[54.38571429 26.61428571] ; [39.61428571 19.38571429],0
v2,1,0.044144,4.051054,[36 44] ; [16 41],[30.3649635 49.6350365] ; [21.6350365 35.3649635],0
p4,1,0.059719,3.54517,[36 45] ; [17 42],[30.66428571 50.33571429] ; [22.33571429 36.66428571],0
s5,1,0.08931,2.886771,[ 8 70] ; [12 46],[11.47058824 66.52941176] ; [ 8.52941176 49.47058824],0
a5,1,0.093238,2.817562,[50 31] ; [28 31],[45.12857143 35.87142857] ; [32.87142857 26.12857143],0
u3,1,0.107865,2.585227,[18 12] ; [14 21],[14.76923077 15.23076923] ; [17.23076923 17.76923077],0
r2,1,0.110016,2.553996,[70 11] ; [44 14],[66.43165468 14.56834532] ; [47.56834532 10.43165468],0
s6,1,0.12622,2.33839,[38 42] ; [20 38],[33.62318841 46.37681159] ; [24.37681159 33.62318841],0
d2,1,0.132293,2.265383,[44 37] ; [24 34],[39.62589928 41.37410072] ; [28.37410072 29.62589928],0
v4,1,0.136129,2.221181,[66 15] ; [41 17],[62.35251799 18.64748201] ; [44.64748201 13.35251799],0
v1,1,0.145854,2.115087,[33 48] ; [17 42],[28.92857143 52.07142857] ; [21.07142857 37.92857143],0
a4,1,0.188686,1.727848,[34 47] ; [18 40],[30.30215827 50.69784173] ; [21.69784173 36.30215827],0
s1,1,0.244058,1.356999,[ 5 75] ; [ 7 52],[ 6.90647482 73.09352518] ; [ 5.09352518 53.90647482],0
b2,1,0.267157,1.231286,[17 33] ; [ 8 27],[14.70588235 35.29411765] ; [10.29411765 24.70588235],0
b3,1,0.267157,1.231286,[17 33] ; [ 8 27],[14.70588235 35.29411765] ; [10.29411765 24.70588235],0
b4,1,0.299428,1.076738,[51 30] ; [32 27],[48.02142857 32.97857143] ; [34.97857143 24.02142857],0
p6,1,0.312927,1.018281,[18 61] ; [ 9 48],[15.68382353 63.31617647] ; [11.31617647 45.68382353],0
n3,1,0.343923,0.895752,[20 13] ; [11 12],[18.26785714 14.73214286] ; [12.73214286 10.26785714],0
p5,1,0.418611,0.654211,[ 2 78] ; [ 3 56],[ 2.87769784 77.12230216] ; [ 2.12230216 56.87769784],0
n4,1,0.430322,0.621954,[52 29] ; [34 25],[49.75714286 31.24285714] ; [36.24285714 22.75714286],0
a8,1,0.477816,0.503844,[ 3 69] ; [ 4 53],[ 3.90697674 68.09302326] ; [ 3.09302326 53.90697674],0
p7,1,0.523259,0.407464,[30 51] ; [25 34],[31.82142857 49.17857143] ; [23.17857143 35.82142857],0
s2,1,0.535168,0.38457,[22 57] ; [19 39],[23.64233577 55.35766423] ; [17.35766423 40.64233577],0
p1,1,0.567365,0.327112,[ 6 74] ; [ 3 56],[ 5.17985612 74.82014388] ; [ 3.82014388 55.17985612],0
a1,1,0.580057,0.306142,[ 6 75] ; [ 3 56],[ 5.20714286 75.79285714] ; [ 3.79285714 55.20714286],0
p11,1,0.588479,0.292727,[32 49] ; [26 33],[33.55714286 47.44285714] ; [24.44285714 34.55714286],0
s4,1,0.590123,0.290152,[12 67] ; [11 48],[13.16666667 65.83333333] ; [ 9.83333333 49.16666667],0
v3,1,0.628642,0.233907,[23 57] ; [14 42],[21.76470588 58.23529412] ; [15.23529412 40.76470588],0
b1,1,0.632639,0.2285,[42 39] ; [33 26],[43.39285714 37.60714286] ; [31.60714286 27.39285714],0
n6,1,0.666885,0.185267,[49 31] ; [34 25],[47.76978417 32.23021583] ; [35.23021583 23.76978417],0
n2,1,0.677845,0.172562,[18 15] ; [15 10],[18.77586207 14.22413793] ; [14.22413793 10.77586207],0
n1,1,0.729159,0.119885,[12 21] ; [ 8 17],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
s7,1,0.754955,0.097414,[17 58] ; [11 43],[16.27906977 58.72093023] ; [11.72093023 42.27906977],0
p8,1,0.784273,0.074942,[22 58] ; [15 44],[21.29496403 58.70503597] ; [15.70503597 43.29496403],0
p3,1,0.802972,0.062252,[26 54] ; [18 41],[25.32374101 54.67625899] ; [18.67625899 40.32374101],0
u2,1,0.859431,0.031364,[13 16] ; [16 18],[13.34920635 15.65079365] ; [15.65079365 18.34920635],0
n5,1,0.906533,0.013786,[42 39] ; [30 29],[41.65714286 39.34285714] ; [30.34285714 28.65714286],0
s8,1,0.907597,0.013472,[13 67] ; [ 9 49],[12.75362319 67.24637681] ; [ 9.24637681 48.75362319],0
s3,1,0.92222,0.009533,[31 49] ; [22 36],[30.72463768 49.27536232] ; [22.27536232 35.72463768],0
