Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000224,13.618941,[103  35] ; [66 59],[88.67680608 49.32319392] ; [80.32319392 44.67680608],1
p5,1,0.000842,11.146438,[ 30 110] ; [  9 119],[ 20.37313433 119.62686567] ; [ 18.62686567 109.37313433],1
s6,1,0.008708,6.881684,[134   5] ; [116  16],[128.22878229  10.77121771] ; [121.77121771  10.22878229],0
p7,1,0.009814,6.668433,[105  30] ; [81 47],[95.47528517 39.52471483] ; [90.52471483 37.47528517],0
a3,1,0.01215,6.288851,[120  19] ; [98 34],[111.81549815  27.18450185] ; [106.18450185  25.81549815],0
s4,1,0.014673,5.955322,[39 99] ; [ 21 111],[ 30.66666667 107.33333333] ; [ 29.33333333 102.66666667],0
p6,1,0.016478,5.751085,[76 62] ; [53 78],[66.17843866 71.82156134] ; [62.82156134 68.17843866],0
a5,1,0.017763,5.61938,[120  20] ; [98 34],[112.20588235  27.79411765] ; [105.79411765  26.20588235],0
p8,1,0.026539,4.920555,[88 50] ; [66 65],[79.00371747 58.99628253] ; [74.99628253 56.00371747],0
d3,1,0.056029,3.651198,[106  34] ; [86 46],[98.82352941 41.17647059] ; [93.17647059 38.82352941],0
p9,1,0.059843,3.54172,[132   8] ; [115  16],[127.60147601  12.39852399] ; [119.39852399  11.60147601],0
n2,1,0.061866,3.486631,[30  5] ; [17  9],[26.96721311  8.03278689] ; [20.03278689  5.96721311],0
v3,1,0.110237,2.550822,[72 65] ; [52 70],[65.59073359 71.40926641] ; [58.40926641 63.59073359],0
n1,1,0.12642,2.335929,[21 14] ; [10 15],[18.08333333 16.91666667] ; [12.91666667 12.08333333],0
p10,1,0.130459,2.287039,[127  12] ; [112  19],[123.04074074  15.95925926] ; [115.95925926  15.04074074],0
s7,1,0.138752,2.191741,[118  16] ; [101  23],[113.74418605  20.25581395] ; [105.25581395  18.74418605],0
a4,1,0.14343,2.140774,[75 65] ; [59 73],[68.97058824 71.02941176] ; [65.02941176 66.97058824],0
r4,1,0.168114,1.899683,[134   6] ; [121  11],[131.25   8.75] ; [123.75   8.25],0
p1,1,0.168307,1.897963,[ 19 120] ; [ 11 120],[ 15.44444444 123.55555556] ; [ 14.55555556 116.44444444],0
r2,1,0.215224,1.535937,[137   2] ; [125   5],[135.38289963   3.61710037] ; [126.61710037   3.38289963],0
u1,1,0.245698,1.347602,[ 37 103] ; [ 27 105],[ 32.94117647 107.05882353] ; [ 31.05882353 100.94117647],0
s3,1,0.247711,1.33617,[128  11] ; [116  16],[125.15129151  13.84870849] ; [118.84870849  13.15129151],0
a6,1,0.282422,1.155398,[96 43] ; [83 49],[91.81180812 47.18819188] ; [87.18819188 44.81180812],0
v4,1,0.285673,1.139904,[138   1] ; [128   3],[136.94074074   2.05925926] ; [129.05925926   1.94074074],0
n6,1,0.286908,1.134075,[124  13] ; [114  18],[121.21189591  15.78810409] ; [116.78810409  15.21189591],0
d4,1,0.291867,1.11099,[123  16] ; [111  21],[120.02214022  18.97785978] ; [113.97785978  18.02214022],0
v2,1,0.311785,1.023098,[89 47] ; [73 50],[85.06563707 50.93436293] ; [76.93436293 46.06563707],0
d1,1,0.326332,0.9634,[100  40] ; [87 45],[96.25 43.75] ; [90.75 41.25],0
u4,1,0.336167,0.924995,[  5 135] ; [  8 124],[  6.69117647 133.30882353] ; [  6.30882353 125.69117647],0
n5,1,0.336208,0.924839,[116  22] ; [105  27],[112.95555556  25.04444444] ; [108.04444444  23.95555556],0
p12,1,0.352422,0.864718,[ 19 121] ; [ 13 118],[ 16.53136531 123.46863469] ; [ 15.46863469 115.53136531],0
r1,1,0.407339,0.686555,[119  19] ; [109  23],[116.53333333  21.46666667] ; [111.46666667  20.53333333],0
p11,1,0.416279,0.660795,[109  31] ; [108  24],[111.69117647  28.30882353] ; [105.30882353  26.69117647],0
b5,1,0.467351,0.528233,[82 58] ; [83 49],[84.92647059 55.07352941] ; [80.07352941 51.92647059],0
d5,1,0.483879,0.490109,[122  17] ; [112  20],[120.02214022  18.97785978] ; [113.97785978  18.02214022],0
p3,1,0.514063,0.425788,[85 55] ; [75 57],[82.35294118 57.64705882] ; [77.64705882 54.35294118],0
a7,1,0.522877,0.408214,[97 43] ; [86 45],[94.53874539 45.46125461] ; [88.46125461 42.53874539],0
a2,1,0.523726,0.406549,[42 98] ; [35 97],[ 39.63235294 100.36764706] ; [37.36764706 94.63235294],0
n4,1,0.547615,0.361608,[110  28] ; [109  23],[111.93333333  26.06666667] ; [107.06666667  24.93333333],0
p2,1,0.568455,0.325275,[121  19] ; [110  21],[119.33579336  20.66420664] ; [111.66420664  19.33579336],0
n3,1,0.663226,0.189628,[26  9] ; [18  8],[25.24590164  9.75409836] ; [18.75409836  7.24590164],0
b2,1,0.668661,0.183172,[40 50] ; [38 54],[38.57142857 51.42857143] ; [39.42857143 52.57142857],0
b3,1,0.668661,0.183172,[40 50] ; [38 54],[38.57142857 51.42857143] ; [39.42857143 52.57142857],0
p4,1,0.678538,0.171777,[98 41] ; [90 42],[96.42804428 42.57195572] ; [91.57195572 40.42804428],0
a1,1,0.693366,0.155465,[  9 131] ; [  7 125],[  8.23529412 131.76470588] ; [  7.76470588 124.23529412],0
a8,1,0.75682,0.095889,[ 19 109] ; [ 20 103],[ 19.88844622 108.11155378] ; [ 19.11155378 103.88844622],0
d2,1,0.756871,0.095848,[78 62] ; [76 56],[79.26470588 60.73529412] ; [74.73529412 57.26470588],0
u2,1,0.791216,0.070083,[12  8] ; [21 12],[12.45283019  7.54716981] ; [20.54716981 12.45283019],0
s1,1,0.816031,0.054128,[  6 132] ; [  5 127],[  5.62222222 132.37777778] ; [  5.37777778 126.62222222],0
b1,1,0.842548,0.039456,[60 80] ; [55 77],[59.19117647 80.80882353] ; [55.80882353 76.19117647],0
b4,1,0.857156,0.032398,[80 60] ; [74 58],[79.26470588 60.73529412] ; [74.73529412 57.26470588],0
u3,1,0.90285,0.014899,[15  5] ; [26  8],[15.18518519  4.81481481] ; [25.81481481  8.18518519],0
r3,1,0.932677,0.007136,[136   4] ; [128   4],[135.88235294   4.11764706] ; [128.11764706   3.88235294],0
