Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.011148,6.44157,[62  8] ; [44 18],[56.21212121 13.78787879] ; [49.78787879 12.21212121],0
a5,1,0.017073,5.688825,[57 13] ; [39 23],[50.90909091 19.09090909] ; [45.09090909 16.90909091],0
a8,1,0.021754,5.265374,[ 1 61] ; [ 7 51],[ 4.13333333 57.86666667] ; [ 3.86666667 54.13333333],0
d1,1,0.028341,4.807195,[46 24] ; [29 33],[39.77272727 30.22727273] ; [35.22727273 26.77272727],0
a6,1,0.030951,4.655656,[51 19] ; [34 28],[45.07575758 24.92424242] ; [39.92424242 22.07575758],0
p8,1,0.049078,3.872693,[26 43] ; [34 28],[31.60305344 37.39694656] ; [28.39694656 33.60305344],0
r1,1,0.050078,3.838856,[56 13] ; [41 21],[51.09160305 17.90839695] ; [45.90839695 16.09160305],0
u1,1,0.051218,3.801121,[14 56] ; [ 5 57],[10.07575758 59.92424242] ; [ 8.92424242 53.07575758],0
d2,1,0.069537,3.293917,[37 33] ; [23 39],[31.81818182 38.18181818] ; [28.18181818 33.81818182],0
v1,1,0.105001,2.627893,[33 35] ; [21 40],[28.46511628 39.53488372] ; [25.53488372 35.46511628],0
r4,1,0.120173,2.415071,[58 12] ; [57  5],[60.98484848  9.01515152] ; [54.01515152  7.98484848],0
v3,1,0.120872,2.40598,[25 43] ; [15 47],[20.92307692 47.07692308] ; [19.07692308 42.92307692],0
r3,1,0.131368,2.276268,[69  1] ; [58  4],[67.34848485  2.65151515] ; [59.65151515  2.34848485],0
r2,1,0.157971,1.993546,[64  4] ; [53  8],[61.6744186  6.3255814] ; [55.3255814  5.6744186],0
p2,1,0.158645,1.987097,[49 21] ; [50 12],[52.5 17.5] ; [46.5 15.5],0
a2,1,0.158972,1.983977,[17 53] ; [ 9 53],[13.78787879 56.21212121] ; [12.21212121 49.78787879],0
s3,1,0.170617,1.877516,[48 21] ; [36 26],[44.24427481 24.75572519] ; [39.75572519 22.24427481],0
p7,1,0.184568,1.760454,[35 34] ; [38 23],[38.74615385 30.25384615] ; [34.25384615 26.74615385],0
p12,1,0.198926,1.650245,[ 6 64] ; [ 2 60],[ 4.24242424 65.75757576] ; [ 3.75757576 58.24242424],0
u3,1,0.237573,1.394939,[15  9] ; [18  5],[16.85106383  7.14893617] ; [16.14893617  6.85106383],0
p11,1,0.248532,1.331537,[43 27] ; [44 18],[46.13636364 23.86363636] ; [40.86363636 21.13636364],0
u2,1,0.259838,1.269621,[14 10] ; [17  6],[15.82978723  8.17021277] ; [15.17021277  7.82978723],0
n1,1,0.321917,0.981143,[ 5 17] ; [ 7 12],[ 6.43902439 15.56097561] ; [ 5.56097561 13.43902439],0
