Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.155608,[ 64 152] ; [304 127],[122.85625966  93.14374034] ; [245.14374034 185.85625966],1
p6,1,0.0,67.647843,[ 40 177] ; [224 206],[ 88.54404946 128.45595054] ; [175.45595054 254.54404946],1
p3,1,0.0,46.131613,[ 78 139] ; [278 156],[118.66666667  98.33333333] ; [237.33333333 196.66666667],1
p4,1,0.0,38.878415,[104 113] ; [315 118],[139.88153846  77.11846154] ; [279.11846154 153.88153846],1
p2,1,0.0,38.051271,[165  52] ; [403  30],[189.62461538  27.37538462] ; [378.37538462  54.62461538],1
s5,1,8.1e-05,15.532739,[ 53 150] ; [178 242],[ 75.26966292 127.73033708] ; [155.73033708 264.26966292],1
s7,1,0.000184,13.988507,[ 88 122] ; [239 175],[110.04807692  99.95192308] ; [216.95192308 197.04807692],1
r4,1,0.000236,13.517442,[189  28] ; [413  21],[200.66666667  16.33333333] ; [401.33333333  32.66666667],1
a3,1,0.000708,11.467325,[141  75] ; [335  96],[158.91190108  57.08809892] ; [317.08809892 113.91190108],1
p10,1,0.000827,11.178726,[190  27] ; [410  22],[200.61633282  16.38366718] ; [399.38366718  32.61633282],1
v1,1,0.000873,11.0792,[ 98 110] ; [259 165],[117.49367089  90.50632911] ; [239.50632911 184.49367089],1
v3,1,0.000911,10.999307,[ 66 141] ; [193 229],[ 85.23529412 121.76470588] ; [173.76470588 248.23529412],1
r1,1,0.000988,10.849158,[158  59] ; [361  70],[173.80092593  43.19907407] ; [345.19907407  85.80092593],1
s8,1,0.003846,8.35531,[ 87 129] ; [226 206],[104.33333333 111.66666667] ; [208.66666667 223.33333333],0
p5,1,0.00697,7.280708,[ 19 196] ; [ 72 360],[ 30.23956723 184.76043277] ; [ 60.76043277 371.23956723],0
r3,1,0.009286,6.766988,[203  13] ; [422   9],[208.6553323   7.3446677] ; [416.3446677  14.6553323],0
v2,1,0.009922,6.648884,[106 101] ; [261 160],[120.96974522  86.03025478] ; [246.03025478 174.96974522],0
b5,1,0.011086,6.451506,[144  73] ; [243 191],[129.  88.] ; [258. 176.],0
d5,1,0.01275,6.203491,[166  51] ; [365  67],[177.54545455  39.45454545] ; [353.45454545  78.54545455],0
a2,1,0.034402,4.474608,[ 43 174] ; [119 315],[ 54. 163.] ; [108. 326.],0
p11,1,0.03718,4.342144,[175  42] ; [377  57],[184.  33.] ; [368.  66.],0
a1,1,0.047399,3.931159,[  5 212] ; [ 25 409],[ 10. 207.] ; [ 20. 414.],0
d3,1,0.062862,3.460219,[142  75] ; [314 119],[152.23384615  64.76615385] ; [303.76615385 129.23384615],0
n3,1,0.064563,3.416103,[40 19] ; [62 14],[44.57777778 14.42222222] ; [57.42222222 18.57777778],0
