Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.155608,[ 64 152] ; [304 127],[122.85625966  93.14374034] ; [245.14374034 185.85625966],1
a8,1,0.06714,3.351592,[ 22 177] ; [ 66 329],[ 29.48148148 169.51851852] ; [ 58.51851852 336.48148148],0
d1,1,0.06944,3.296203,[121  96] ; [274 160],[131.66666667  85.33333333] ; [263.33333333 170.66666667],0
r2,1,0.073832,3.195698,[201  15] ; [411  16],[205.58631415  10.41368585] ; [406.41368585  20.58631415],0
d4,1,0.079154,3.082182,[172  45] ; [367  66],[179.94307692  37.05692308] ; [359.05692308  73.94307692],0
s2,1,0.079384,3.077467,[103 111] ; [239 192],[113.46976744 100.53023256] ; [228.53023256 202.46976744],0
s6,1,0.09815,2.735348,[142  72] ; [306 115],[150.97952756  63.02047244] ; [297.02047244 123.97952756],0
a5,1,0.1038,2.646169,[157  60] ; [339  95],[165.33333333  51.66666667] ; [330.66666667 103.33333333],0
s3,1,0.106865,2.599986,[113 101] ; [254 173],[122.52418097  91.47581903] ; [244.47581903 182.52418097],0
n4,1,0.114104,2.496442,[171  46] ; [363  70],[178.27384615  38.72615385] ; [355.72615385  77.27384615],0
b4,1,0.12942,2.299451,[135  82] ; [243 191],[126.  91.] ; [252. 182.],0
n1,1,0.136097,2.221546,[26 33] ; [24 52],[21.85185185 37.14814815] ; [28.14814815 47.85185185],0
v4,1,0.191574,1.705472,[206  11] ; [418  13],[208.96296296   8.03703704] ; [415.03703704  15.96296296],0
u1,1,0.231648,1.430715,[ 36 181] ; [ 89 345],[ 41.66666667 175.33333333] ; [ 83.33333333 350.66666667],0
p1,1,0.295004,1.096644,[ 17 200] ; [ 45 388],[ 20.69846154 196.30153846] ; [ 41.30153846 391.69846154],0
s1,1,0.305588,1.049648,[  8 206] ; [ 10 420],[  5.98136646 208.01863354] ; [ 12.01863354 417.98136646],0
b1,1,0.378947,0.774115,[ 68 149] ; [151 283],[ 73. 144.] ; [146. 288.],0
s4,1,0.405943,0.690651,[ 34 181] ; [ 79 349],[ 37.78382582 177.21617418] ; [ 75.21617418 352.78382582],0
a4,1,0.419382,0.652046,[ 98 118] ; [211 222],[102.8412943 113.1587057] ; [206.1587057 226.8412943],0
n5,1,0.456875,0.553539,[173  43] ; [358  76],[176.45538462  39.54461538] ; [354.54461538  79.45538462],0
b2,1,0.494872,0.465916,[45 75] ; [114 163],[48.0604534 71.9395466] ; [110.9395466 166.0604534],0
b3,1,0.494872,0.465916,[45 75] ; [114 163],[48.0604534 71.9395466] ; [110.9395466 166.0604534],0
a6,1,0.563951,0.33291,[145  72] ; [299 134],[148.22769231  68.77230769] ; [295.77230769 137.22769231],0
u2,1,0.701424,0.146995,[41 35] ; [50 48],[39.74712644 36.25287356] ; [51.25287356 46.74712644],0
u3,1,0.772535,0.083556,[42 34] ; [52 46],[41.05747126 34.94252874] ; [52.94252874 45.05747126],0
d2,1,0.781215,0.077138,[106 110] ; [218 216],[107.66769231 108.33230769] ; [216.33230769 217.66769231],0
p12,1,0.845039,0.038201,[ 22 194] ; [ 42 391],[ 21.30046225 194.69953775] ; [ 42.69953775 390.30046225],0
u4,1,0.865658,0.028621,[  6 211] ; [ 11 422],[  5.67538462 211.32461538] ; [ 11.32461538 421.67538462],0
n2,1,0.920429,0.009979,[44 15] ; [58 19],[44.25 14.75] ; [57.75 19.25],0
a7,1,0.928103,0.008142,[157  60] ; [314 118],[157.48382126  59.51617874] ; [313.51617874 118.48382126],0
