Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,43.229455,[111 120] ; [91 15],[138.46290801  92.53709199] ; [63.53709199 42.46290801],1
p10,1,0.184546,1.760632,[170  62] ; [84 21],[174.86053412  57.13946588] ; [79.13946588 25.86053412],0
s4,1,0.184953,1.757372,[ 43 192] ; [13 91],[ 38.820059 196.179941] ; [17.179941 86.820059],0
d5,1,0.204112,1.612704,[141  95] ; [55 50],[135.64809384 100.35190616] ; [60.35190616 44.64809384],0
a8,1,0.204694,1.608565,[ 30 192] ; [19 81],[ 33.7826087 188.2173913] ; [15.2173913 84.7826087],0
a2,1,0.225001,1.472187,[ 12 224] ; [ 9 97],[ 14.49122807 221.50877193] ; [ 6.50877193 99.49122807],0
v3,1,0.226577,1.462223,[ 76 153] ; [42 63],[ 80.90419162 148.09580838] ; [37.09580838 67.90419162],0
a1,1,0.291825,1.111182,[  6 230] ; [  5 101],[  7.59064327 228.40935673] ; [  3.40935673 102.59064327],0
u1,1,0.291825,1.111182,[  6 230] ; [  5 101],[  7.59064327 228.40935673] ; [  3.40935673 102.59064327],0
d3,1,0.308939,1.035206,[ 94 142] ; [48 57],[ 98.27565982 137.72434018] ; [43.72434018 61.27565982],0
n3,1,0.339438,0.912553,[45  9] ; [17  6],[43.48051948 10.51948052] ; [18.51948052  4.48051948],0
u3,1,0.347423,0.882847,[54 48] ; [27 17],[56.5890411 45.4109589] ; [24.4109589 19.5890411],0
b1,1,0.364892,0.820985,[ 88 148] ; [45 61],[ 91.77777778 144.22222222] ; [41.22222222 64.77777778],0
d4,1,0.379246,0.773144,[135 101] ; [66 40],[138.70175439  97.29824561] ; [62.29824561 43.70175439],0
b5,1,0.379246,0.773144,[135 101] ; [66 40],[138.70175439  97.29824561] ; [62.29824561 43.70175439],0
a7,1,0.414457,0.665979,[155  81] ; [73 31],[158.25882353  77.74117647] ; [69.74117647 34.25882353],0
s3,1,0.414956,0.664558,[126 106] ; [52 53],[122.54005935 109.45994065] ; [55.45994065 49.54005935],0
n1,1,0.491838,0.472503,[19 35] ; [10 13],[20.33766234 33.66233766] ; [ 8.66233766 14.33766234],0
s1,1,0.516706,0.420464,[ 10 221] ; [  3 102],[  8.9375 222.0625] ; [  4.0625 100.9375],0
r2,1,0.552799,0.352326,[228   8] ; [101   5],[227.02923977   8.97076023] ; [101.97076023   4.02923977],0
d2,1,0.609908,0.260309,[ 36 199] ; [14 92],[ 34.45747801 200.54252199] ; [15.54252199 90.45747801],0
u2,1,0.614107,0.254238,[51 51] ; [24 20],[52.39726027 49.60273973] ; [22.60273973 21.39726027],0
r1,1,0.678378,0.171957,[183  51] ; [85 21],[184.44705882  49.55294118] ; [83.55294118 22.44705882],0
a3,1,0.688818,0.160368,[132 103] ; [62 44],[133.69501466 101.30498534] ; [60.30498534 45.69501466],0
r3,1,0.710666,0.137613,[230   6] ; [104   2],[230.47953216   5.52046784] ; [103.52046784   2.47953216],0
a6,1,0.727203,0.121695,[140  96] ; [65 41],[141.4619883  94.5380117] ; [63.5380117 42.4619883],0
b4,1,0.975779,0.000922,[134 102] ; [60 46],[133.87134503 102.12865497] ; [60.12865497 45.87134503],0
