Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.8e-05,17.529506,[25 12] ; [ 4 23],[16.765625 20.234375] ; [12.234375 14.765625],1
n6,1,0.3727,0.794644,[28  8] ; [19  9],[26.4375  9.5625] ; [20.5625  7.4375],0
d5,1,0.384902,0.754987,[27 10] ; [23  5],[28.46153846  8.53846154] ; [21.53846154  6.46153846],0
d4,1,0.411954,0.673156,[32  5] ; [26  2],[33.01538462  3.98461538] ; [24.98461538  3.01538462],0
u3,1,0.420345,0.649351,[8 6] ; [8 3],[8.96 5.04] ; [7.04 3.96],0
d2,1,0.447423,0.577172,[15 22] ; [14 14],[16.50769231 20.49230769] ; [12.49230769 15.50769231],0
a6,1,0.452071,0.565453,[19 18] ; [17 11],[20.49230769 16.50769231] ; [15.50769231 12.49230769],0
u1,1,0.524796,0.404457,[ 6 31] ; [ 3 25],[ 5.12307692 31.87692308] ; [ 3.87692308 24.12307692],0
b5,1,0.542567,0.370804,[17 20] ; [15 13],[18.21538462 18.78461538] ; [13.78461538 14.21538462],0
b3,1,0.563293,0.334035,[ 7 12] ; [7 8],[ 7.82352941 11.17647059] ; [6.17647059 8.82352941],0
b2,1,0.563293,0.334035,[ 7 12] ; [7 8],[ 7.82352941 11.17647059] ; [6.17647059 8.82352941],0
n1,1,0.581206,0.304289,[5 9] ; [6 7],[5.7037037 8.2962963] ; [5.2962963 7.7037037],0
d1,1,0.591292,0.288331,[20 17] ; [17 11],[21.06153846 15.93846154] ; [15.93846154 12.06153846],0
d3,1,0.609424,0.261015,[26 11] ; [18 10],[25.04615385 11.95384615] ; [18.95384615  9.04615385],0
a1,1,0.612932,0.255928,[ 4 33] ; [ 2 26],[ 3.41538462 33.58461538] ; [ 2.58461538 25.41538462],0
a2,1,0.62179,0.24336,[ 7 30] ; [ 4 24],[ 6.26153846 30.73846154] ; [ 4.73846154 23.26153846],0
s4,1,0.69207,0.156853,[15 22] ; [10 18],[14.23076923 22.76923077] ; [10.76923077 17.23076923],0
b1,1,0.738398,0.11154,[12 25] ; [ 8 20],[11.38461538 25.61538462] ; [ 8.61538462 19.38461538],0
a4,1,0.7485,0.102795,[16 21] ; [11 17],[15.36923077 21.63076923] ; [11.63076923 16.36923077],0
r2,1,0.794679,0.067725,[34  2] ; [26  2],[33.75  2.25] ; [26.25  1.75],0
a3,1,0.794679,0.067725,[23 13] ; [17 11],[22.5 13.5] ; [17.5 10.5],0
u2,1,0.821348,0.050991,[7 7] ; [5 6],[6.72 7.28] ; [5.28 5.72],0
s1,1,0.84083,0.040334,[ 1 36] ; [ 1 27],[ 1.13846154 35.86153846] ; [ 0.86153846 27.13846154],0
p5,1,0.885014,0.020914,[ 3 34] ; [ 2 26],[ 2.84615385 34.15384615] ; [ 2.15384615 25.84615385],0
p12,1,0.885014,0.020914,[ 3 34] ; [ 2 26],[ 2.84615385 34.15384615] ; [ 2.15384615 25.84615385],0
n2,1,0.900552,0.015616,[10  4] ; [9 4],[9.85185185 4.14814815] ; [9.14814815 3.85185185],0
v1,1,0.949673,0.003984,[17 19] ; [13 15],[16.875 19.125] ; [13.125 14.875],0
s2,1,0.961433,0.002338,[24 13] ; [18 10],[23.90769231 13.09230769] ; [18.09230769  9.90769231],0
a7,1,0.980278,0.000611,[25 12] ; [19  9],[25.04615385 11.95384615] ; [18.95384615  9.04615385],0
