Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,60.794968,[256 269] ; [138  28],[299.3487699 225.6512301] ; [94.6512301 71.3487699],1
s2,1,0.0,55.617966,[179 346] ; [111  55],[220.33285094 304.66714906] ; [69.66714906 96.33285094],1
s8,1,0.0,33.259794,[166 361] ; [94 73],[197.4351585 329.5648415] ; [ 62.5648415 104.4351585],1
s7,1,0.0,29.481958,[172 326] ; [95 67],[201.46363636 296.53636364] ; [65.53636364 96.46363636],1
s3,1,0.0,26.821704,[226 295] ; [108  54],[254.77891654 266.22108346] ; [79.22108346 82.77891654],1
u1,1,0.000234,13.535891,[ 69 459] ; [ 42 126],[ 84.20689655 443.79310345] ; [ 26.79310345 141.20689655],1
d4,1,0.000238,13.505984,[403 123] ; [149  17],[419.58381503 106.41618497] ; [132.41618497  33.58381503],1
p10,1,0.000404,12.514759,[371 149] ; [142  25],[388.29694323 131.70305677] ; [124.70305677  42.29694323],1
a3,1,0.000505,12.098627,[342 183] ; [132  34],[360.13024602 164.86975398] ; [113.86975398  52.13024602],1
p7,1,0.001183,10.516316,[286 230] ; [115  50],[303.84140969 212.15859031] ; [97.15859031 67.84140969],0
r1,1,0.001274,10.379331,[392 133] ; [143  22],[407.06521739 117.93478261] ; [127.93478261  37.06521739],0
v1,1,0.002095,9.46429,[243 272] ; [100  64],[260.15463918 254.84536082] ; [82.84536082 81.15463918],0
n6,1,0.002351,9.25337,[404 122] ; [144  20],[417.75072464 108.24927536] ; [130.24927536  33.75072464],0
n1,1,0.002397,9.217859,[43 91] ; [22 15],[50.93567251 83.06432749] ; [14.06432749 22.93567251],0
a5,1,0.002624,9.052027,[357 171] ; [134  34],[372.48275862 155.51724138] ; [118.51724138  49.48275862],0
d1,1,0.002708,8.994544,[276 252] ; [110  58],[292.82758621 235.17241379] ; [93.17241379 74.82758621],0
p3,1,0.003124,8.733653,[207 318] ; [88 80],[223.48484848 301.51515152] ; [71.51515152 96.48484848],0
r2,1,0.003318,8.623905,[470  49] ; [161   4],[478.78508772  40.21491228] ; [152.21491228  12.78508772],0
p9,1,0.003404,8.577278,[394 125] ; [143  22],[407.46052632 111.53947368] ; [129.53947368  35.46052632],0
a2,1,0.004056,8.258693,[107 421] ; [ 52 116],[120.62068966 407.37931034] ; [ 38.37931034 129.62068966],0
d2,1,0.006418,7.429058,[231 295] ; [93 73],[246.27745665 279.72254335] ; [77.72254335 88.27745665],0
p2,1,0.010606,6.530192,[405 120] ; [145  23],[416.66666667 108.33333333] ; [133.33333333  34.66666667],0
p4,1,0.01441,5.987176,[260 264] ; [101  66],[273.75397974 250.24602026] ; [87.24602026 79.75397974],0
r4,1,0.015802,5.824775,[437  91] ; [152  16],[446.82758621  81.17241379] ; [142.17241379  25.82758621],0
p12,1,0.016791,5.718067,[ 22 502] ; [ 15 152],[ 28.05788712 495.94211288] ; [  8.94211288 158.05788712],0
p6,1,0.019205,5.482766,[141 377] ; [ 61 105],[152.97660819 365.02339181] ; [ 49.02339181 116.97660819],0
d5,1,0.026116,4.948314,[402 125] ; [141  26],[412.33573487 114.66426513] ; [130.66426513  36.33573487],0
a4,1,0.026435,4.927333,[211 313] ; [84 84],[223.38150289 300.61849711] ; [71.61849711 96.38150289],0
b3,1,0.035297,4.430769,[108 204] ; [48 56],[117. 195.] ; [39. 65.],0
b2,1,0.035297,4.430769,[108 204] ; [48 56],[117. 195.] ; [39. 65.],0
v4,1,0.036723,4.363206,[476  49] ; [158   7],[482.39130435  42.60869565] ; [151.60869565  13.39130435],0
v2,1,0.064815,3.409682,[269 233] ; [102  63],[279.22338831 222.77661169] ; [91.77661169 73.22338831],0
n5,1,0.090662,2.862584,[367 156] ; [127  38],[375.52616279 147.47383721] ; [118.47383721  46.52616279],0
p8,1,0.105709,2.617226,[232 288] ; [86 80],[241.04956268 278.95043732] ; [76.95043732 89.04956268],0
r3,1,0.130832,2.282605,[482  44] ; [158   8],[486.47398844  39.52601156] ; [153.52601156  12.47398844],0
a8,1,0.134052,2.244947,[ 64 414] ; [ 28 125],[ 69.69255151 408.30744849] ; [ 22.30744849 130.69255151],0
d3,1,0.142879,2.146678,[337 189] ; [118  50],[344.85590778 181.14409222] ; [110.14409222  57.85590778],0
u2,1,0.190879,1.71082,[103  80] ; [15 19],[99.51152074 83.48847926] ; [18.48847926 15.51152074],0
p1,1,0.211021,1.564409,[ 30 495] ; [ 14 152],[ 33.42981187 491.57018813] ; [ 10.57018813 155.42981187],0
n4,1,0.336805,0.922554,[390 137] ; [129  37],[394.67965368 132.32034632] ; [124.32034632  41.67965368],0
v3,1,0.371912,0.797265,[184 322] ; [66 98],[188.80597015 317.19402985] ; [ 61.19402985 102.80597015],0
n2,1,0.377092,0.780161,[92 43] ; [28  9],[94.18604651 40.81395349] ; [25.81395349 11.18604651],0
