Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.013124,6.152347,[ 4 14] ; [7 3],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
d3,1,0.02278,5.185185,[16  2] ; [5 5],[13.5  4.5] ; [7.5 2.5],0
b5,1,0.030522,4.67963,[13  5] ; [3 7],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
n6,1,0.045607,3.996049,[14  4] ; [4 6],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
d2,1,0.061369,3.5,[ 3 15] ; [5 5],[ 5.14285714 12.85714286] ; [2.85714286 7.14285714],0
p6,1,0.061487,3.496816,[ 8 10] ; [1 9],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
b1,1,0.094362,2.798336,[ 5 13] ; [6 4],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
p9,1,0.131543,2.274204,[14  4] ; [5 5],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
v1,1,0.171857,1.866667,[ 6 12] ; [6 4],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
r2,1,0.184317,1.762465,[15  2] ; [6 3],[13.73076923  3.26923077] ; [7.26923077 1.73076923],0
b4,1,0.195846,1.673086,[ 8 10] ; [2 8],[ 6.42857143 11.57142857] ; [3.57142857 6.42857143],0
p7,1,0.212183,1.556471,[ 6 11] ; [6 4],[7.55555556 9.44444444] ; [4.44444444 5.55555556],0
u3,1,0.220671,1.5,[3 5] ; [3 1],[4. 4.] ; [2. 2.],0
s3,1,0.239639,1.382716,[ 5 13] ; [5 5],[ 6.42857143 11.57142857] ; [3.57142857 6.42857143],0
s8,1,0.27198,1.206734,[ 5 13] ; [1 9],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
s2,1,0.305141,1.051592,[ 7 11] ; [2 8],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
r3,1,0.318388,0.995556,[14  4] ; [6 4],[12.85714286  5.14285714] ; [7.14285714 2.85714286],0
r4,1,0.3869,0.748663,[12  6] ; [5 5],[10.92857143  7.07142857] ; [6.07142857 3.92857143],0
v3,1,0.410004,0.678788,[ 3 15] ; [3 7],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
a6,1,0.430223,0.622222,[10  8] ; [4 6],[9. 9.] ; [5. 5.],0
n4,1,0.453323,0.562329,[10  8] ; [7 3],[10.92857143  7.07142857] ; [6.07142857 3.92857143],0
n1,1,0.465209,0.533333,[2 1] ; [2 3],[1.5 1.5] ; [2.5 2.5],0
n2,1,0.465209,0.533333,[2 1] ; [2 3],[1.5 1.5] ; [2.5 2.5],0
s5,1,0.504036,0.446429,[ 3 12] ; [1 9],[ 2.4 12.6] ; [1.6 8.4],0
p10,1,0.506984,0.440286,[13  5] ; [6 4],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
a4,1,0.506984,0.440286,[ 5 13] ; [4 6],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
b3,1,0.539222,0.376984,[ 2 10] ; [2 5],[2.52631579 9.47368421] ; [1.47368421 5.52631579],0
b2,1,0.539222,0.376984,[ 2 10] ; [2 5],[2.52631579 9.47368421] ; [1.47368421 5.52631579],0
s7,1,0.573025,0.317647,[ 6 12] ; [4 5],[ 6.66666667 11.33333333] ; [3.33333333 5.66666667],0
d5,1,0.638101,0.221235,[11  7] ; [7 3],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
d4,1,0.648807,0.207407,[14  4] ; [7 3],[13.5  4.5] ; [7.5 2.5],0
p2,1,0.648807,0.207407,[14  4] ; [7 3],[13.5  4.5] ; [7.5 2.5],0
p4,1,0.724263,0.124444,[ 6 12] ; [4 6],[ 6.42857143 11.57142857] ; [3.57142857 6.42857143],0
a5,1,0.819872,0.051852,[10  8] ; [6 4],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
a3,1,0.819872,0.051852,[10  8] ; [6 4],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
p11,1,0.819872,0.051852,[10  8] ; [6 4],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
n3,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
d1,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
p8,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
u1,1,0.927426,0.008296,[ 2 16] ; [1 9],[ 1.92857143 16.07142857] ; [1.07142857 8.92857143],0
v2,1,0.954001,0.003327,[ 7 11] ; [4 6],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
n5,1,0.954001,0.003327,[11  7] ; [6 4],[10.92857143  7.07142857] ; [6.07142857 3.92857143],0
r1,1,1.0,0.0,[9 9] ; [5 5],[9. 9.] ; [5. 5.],0
u2,1,1.0,0.0,[4 4] ; [2 2],[4. 4.] ; [2. 2.],0
