Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,32.400505,[123  24] ; [61 58],[101.68421053  45.31578947] ; [82.31578947 36.68421053],1
s7,1,0.000255,13.374752,[94 46] ; [51 64],[79.60784314 60.39215686] ; [65.39215686 49.60784314],1
p5,1,0.0011,10.65182,[ 41 107] ; [ 14 107],[ 30.26022305 117.73977695] ; [24.73977695 96.26022305],0
s3,1,0.002034,9.518369,[95 50] ; [56 64],[82.62264151 62.37735849] ; [68.37735849 51.62264151],0
s8,1,0.002633,9.045858,[92 52] ; [55 66],[79.87924528 64.12075472] ; [67.12075472 53.87924528],0
p1,1,0.00448,8.07823,[ 27 120] ; [  8 113],[ 19.19776119 127.80223881] ; [ 15.80223881 105.19776119],0
s2,1,0.006297,7.463162,[89 57] ; [53 67],[77.93984962 68.06015038] ; [64.06015038 55.93984962],0
s4,1,0.015759,5.829538,[ 16 130] ; [26 93],[ 23.13962264 122.86037736] ; [ 18.86037736 100.13962264],0
n4,1,0.016397,5.759779,[132  16] ; [95 26],[124.89219331  23.10780669] ; [102.10780669  18.89219331],0
n1,1,0.019068,5.495272,[ 9 13] ; [16  5],[12.79069767  9.20930233] ; [12.20930233  8.79069767],0
p4,1,0.019821,5.427618,[124  23] ; [88 33],[116.28358209  30.71641791] ; [95.71641791 25.28358209],0
p12,1,0.020269,5.388555,[ 25 123] ; [  9 112],[ 18.7063197 129.2936803] ; [ 15.2936803 105.7063197],0
n6,1,0.031967,4.600241,[136   9] ; [104  17],[130.82706767  14.17293233] ; [109.17293233  11.82706767],0
d1,1,0.050882,3.812167,[106  42] ; [73 48],[98.48327138 49.51672862] ; [80.51672862 40.48327138],0
u4,1,0.060815,3.51503,[  7 141] ; [  1 120],[  4.40148699 143.59851301] ; [  3.59851301 117.40148699],0
b5,1,0.084514,2.97589,[80 68] ; [78 43],[86.92936803 61.07063197] ; [71.07063197 49.92936803],0
n5,1,0.088794,2.896098,[130  17] ; [98 23],[125.05970149  21.94029851] ; [102.94029851  18.05970149],0
r4,1,0.146374,2.109635,[142   6] ; [111  10],[139.19702602   8.80297398] ; [113.80297398   7.19702602],0
p7,1,0.159213,1.981681,[126  20] ; [95 24],[121.75849057  24.24150943] ; [99.24150943 19.75849057],0
s5,1,0.213223,1.549405,[69 74] ; [47 69],[64.04633205 78.95366795] ; [51.95366795 64.04633205],0
a7,1,0.228292,1.451472,[106  41] ; [95 26],[110.25  36.75] ; [90.75 30.25],0
p11,1,0.235482,1.407439,[132  16] ; [102  19],[128.74349442  19.25650558] ; [105.25650558  15.74349442],0
p2,1,0.243316,1.361281,[139   9] ; [109  12],[136.44609665  11.55390335] ; [111.55390335   9.44609665],0
a1,1,0.254926,1.296103,[ 11 137] ; [  5 116],[  8.80297398 139.19702602] ; [  7.19702602 113.80297398],0
