Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.897845,[24  4] ; [45 71],[13.41666667 14.58333333] ; [55.58333333 60.41666667],1
s2,1,0.002798,8.93464,[17 12] ; [34 83],[10.13013699 18.86986301] ; [40.86986301 76.13013699],0
p11,1,0.014534,5.972063,[25  4] ; [73 44],[19.46575342  9.53424658] ; [78.53424658 38.46575342],0
r4,1,0.021799,5.261792,[25  4] ; [75 42],[19.8630137  9.1369863] ; [80.1369863 36.8630137],0
s4,1,0.037219,4.340355,[ 8 21] ; [ 14 102],[ 4.4 24.6] ; [17.6 98.4],0
v4,1,0.038042,4.303152,[28  1] ; [92 22],[24.33566434  4.66433566] ; [95.66433566 18.33566434],0
p12,1,0.042279,4.123998,[ 2 27] ; [  1 114],[ 0.60416667 28.39583333] ; [  2.39583333 112.60416667],0
d4,1,0.056121,3.648449,[19 10] ; [53 63],[14.4 14.6] ; [57.6 58.4],0
s7,1,0.057766,3.600384,[12 15] ; [29 83],[ 7.96402878 19.03597122] ; [33.03597122 78.96402878],0
p3,1,0.059306,3.556694,[12 17] ; [28 89],[ 7.94520548 21.05479452] ; [32.05479452 84.94520548],0
n6,1,0.081555,3.033637,[24  5] ; [76 39],[20.13888889  8.86111111] ; [79.86111111 35.13888889],0
b4,1,0.102599,2.664666,[20  9] ; [61 56],[16.0890411 12.9109589] ; [64.9109589 52.0890411],0
s3,1,0.113485,2.505014,[18 11] ; [52 62],[14.1958042 14.8041958] ; [55.8041958 58.1958042],0
n3,1,0.116664,2.461538,[8 1] ; [24 15],[6. 3.] ; [26. 13.],0
a7,1,0.134953,2.234589,[18 11] ; [54 62],[14.4 14.6] ; [57.6 58.4],0
d2,1,0.138612,2.1933,[10 19] ; [25 92],[ 6.95205479 22.04794521] ; [28.04794521 88.95205479],0
r2,1,0.141112,2.165795,[26  3] ; [89 26],[23.15972222  5.84027778] ; [91.84027778 23.15972222],0
a5,1,0.146328,2.110114,[17 12] ; [51 66],[13.50684932 15.49315068] ; [54.49315068 62.50684932],0
p5,1,0.207692,1.587442,[ 3 26] ; [  5 110],[ 1.61111111 27.38888889] ; [  6.38888889 108.61111111],0
p9,1,0.291669,1.111901,[22  6] ; [78 36],[19.71830986  8.28169014] ; [80.28169014 33.71830986],0
p2,1,0.313079,1.017643,[21  8] ; [73 44],[18.67123288 10.32876712] ; [75.32876712 41.67123288],0
s8,1,0.318532,0.994965,[ 9 19] ; [27 90],[ 6.95172414 21.04827586] ; [29.04827586 87.95172414],0
n5,1,0.395961,0.720558,[21  8] ; [73 41],[19.06293706  9.93706294] ; [74.93706294 39.06293706],0
s1,1,0.401853,0.702775,[ 1 28] ; [  9 105],[ 2.02797203 26.97202797] ; [  7.97202797 106.02797203],0
p7,1,0.484329,0.489101,[14 15] ; [46 66],[12.34042553 16.65957447] ; [47.65957447 64.34042553],0
v1,1,0.484393,0.488958,[10 18] ; [49 65],[11.63380282 16.36619718] ; [47.36619718 66.63380282],0
r1,1,0.497731,0.45977,[19 10] ; [68 48],[17.4 11.6] ; [69.6 46.4],0
b2,1,0.517421,0.419031,[ 7 10] ; [23 47],[ 5.86206897 11.13793103] ; [24.13793103 45.86206897],0
b3,1,0.517421,0.419031,[ 7 10] ; [23 47],[ 5.86206897 11.13793103] ; [24.13793103 45.86206897],0
a2,1,0.521801,0.410333,[ 3 26] ; [  8 109],[ 2.18493151 26.81506849] ; [  8.81506849 108.18493151],0
n1,1,0.52888,0.396543,[2 6] ; [15 26],[2.7755102 5.2244898] ; [14.2244898 26.7755102],0
u1,1,0.553945,0.350297,[ 2 27] ; [  5 112],[ 1.39041096 27.60958904] ; [  5.60958904 111.39041096],0
a8,1,0.573401,0.317026,[ 2 27] ; [11 95],[ 2.79259259 26.20740741] ; [10.20740741 95.79259259],0
b1,1,0.581026,0.304579,[11 18] ; [51 66],[12.31506849 16.68493151] ; [49.68493151 67.31506849],0
p4,1,0.5929,0.285838,[11 17] ; [39 76],[ 9.79020979 18.20979021] ; [40.20979021 74.79020979],0
p10,1,0.604646,0.268046,[19  9] ; [72 43],[17.81818182 10.18181818] ; [73.18181818 41.81818182],0
p8,1,0.655527,0.199002,[11 17] ; [40 75],[ 9.98601399 18.01398601] ; [41.01398601 73.98601399],0
r3,1,0.663285,0.189558,[24  5] ; [91 24],[23.15972222  5.84027778] ; [91.84027778 23.15972222],0
a4,1,0.685391,0.16412,[ 7 22] ; [24 92],[ 6.2 22.8] ; [24.8 91.2],0
a1,1,0.704647,0.143683,[ 1 28] ; [  6 111],[ 1.39041096 27.60958904] ; [  5.60958904 111.39041096],0
p1,1,0.760891,0.092605,[ 3 26] ; [ 10 107],[ 2.58219178 26.41780822] ; [ 10.41780822 106.58219178],0
a3,1,0.765894,0.088655,[13 15] ; [57 58],[13.70629371 14.29370629] ; [56.29370629 58.70629371],0
n2,1,0.775391,0.081413,[7 2] ; [30 11],[6.66 2.34] ; [30.34 10.66],0
d3,1,0.838941,0.04131,[12 17] ; [46 71],[11.52054795 17.47945205] ; [46.47945205 70.52054795],0
d1,1,0.854694,0.033537,[ 2 27] ; [  7 110],[ 1.78767123 27.21232877] ; [  7.21232877 109.78767123],0
n4,1,0.892343,0.018317,[17 12] ; [69 46],[17.31944444 11.68055556] ; [68.68055556 46.31944444],0
b5,1,0.897907,0.016462,[16 13] ; [63 54],[15.69178082 13.30821918] ; [63.30821918 53.69178082],0
a6,1,0.90049,0.015635,[15 14] ; [59 58],[14.69863014 14.30136986] ; [59.30136986 57.69863014],0
u3,1,0.921311,0.009758,[7 9] ; [25 34],[6.82666667 9.17333333] ; [25.17333333 33.82666667],0
u2,1,0.938806,0.005894,[7 9] ; [26 32],[7.13513514 8.86486486] ; [25.86486486 32.13513514],0
v2,1,0.982041,0.000507,[10 19] ; [37 71],[ 9.94890511 19.05109489] ; [37.05109489 70.94890511],0
v3,1,0.986898,0.00027,[ 8 21] ; [31 82],[ 7.96478873 21.03521127] ; [31.03521127 81.96478873],0
