Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,67.68494,[49 85] ; [242  72],[87.04017857 46.95982143] ; [203.95982143 110.04017857],1
a6,1,0.0,48.311956,[61 73] ; [248  67],[92.21826281 41.78173719] ; [216.78173719  98.21826281],1
a2,1,2.1e-05,18.060572,[  9 125] ; [ 75 240],[ 25.06904232 108.93095768] ; [ 58.93095768 256.06904232],1
d5,1,6.6e-05,15.910446,[87 47] ; [259  56],[103.26057906  30.73942094] ; [242.73942094  72.26057906],1
d4,1,0.000366,12.70021,[87 47] ; [254  61],[101.76837416  32.23162584] ; [239.23162584  75.76837416],1
d1,1,0.000692,11.511149,[51 83] ; [175 140],[67.44766147 66.55233853] ; [158.55233853 156.44766147],1
u1,1,0.001052,10.732999,[  6 128] ; [ 49 266],[ 16.4142539 117.5857461] ; [ 38.5857461 276.4142539],0
u3,1,0.002267,9.319826,[18 35] ; [61 41],[27.01290323 25.98709677] ; [51.98709677 50.01290323],0
r4,1,0.002883,8.879825,[107  27] ; [284  31],[116.69042316  17.30957684] ; [274.30957684  40.69042316],0
v2,1,0.003996,8.285475,[54 76] ; [171 131],[67.70833333 62.29166667] ; [157.29166667 144.70833333],0
r1,1,0.005014,7.874556,[91 43] ; [251  62],[102.52348993  31.47651007] ; [239.47651007  73.52348993],0
r3,1,0.007002,7.27239,[116  17] ; [298  17],[122.90625  10.09375] ; [291.09375  23.90625],0
b1,1,0.009461,6.733652,[62 72] ; [105 210],[49.83964365 84.16035635] ; [117.16035635 197.83964365],0
s5,1,0.026231,4.940712,[31 97] ; [ 47 261],[ 22.89908257 105.10091743] ; [ 55.10091743 252.89908257],0
p10,1,0.027567,4.854947,[87 43] ; [238  71],[96.24145786 33.75854214] ; [228.75854214  80.24145786],0
r2,1,0.036783,4.360427,[116  15] ; [295  18],[121.26351351   9.73648649] ; [289.73648649  23.26351351],0
b5,1,0.041922,4.138352,[70 64] ; [197 118],[79.68374165 54.31625835] ; [187.31625835 127.68374165],0
p2,1,0.093828,2.80744,[99 32] ; [259  55],[105.38876404  25.61123596] ; [252.61123596  61.38876404],0
a5,1,0.104989,2.628071,[84 50] ; [222  93],[91.32293987 42.67706013] ; [214.67706013 100.32293987],0
v1,1,0.111825,2.528242,[54 76] ; [154 155],[61.59453303 68.40546697] ; [146.40546697 162.59453303],0
p4,1,0.114292,2.493853,[59 70] ; [169 144],[66.54298643 62.45701357] ; [161.45701357 151.54298643],0
p3,1,0.118457,2.437598,[52 80] ; [149 165],[59.48878924 72.51121076] ; [141.51121076 172.48878924],0
s1,1,0.157683,1.996308,[  5 127] ; [  5 306],[  2.97968397 129.02031603] ; [  7.02031603 303.97968397],0
a3,1,0.164576,1.931673,[81 52] ; [212 101],[87.37443946 45.62556054] ; [205.62556054 107.37443946],0
n1,1,0.220013,1.504286,[11 31] ; [28 47],[14. 28.] ; [25. 50.],0
p8,1,0.277814,1.177751,[61 69] ; [162 146],[66.18721461 63.81278539] ; [156.81278539 151.18721461],0
b2,1,0.281512,1.159776,[31 44] ; [ 63 121],[27.22007722 47.77992278] ; [ 66.77992278 117.22007722],0
b3,1,0.281512,1.159776,[31 44] ; [ 63 121],[27.22007722 47.77992278] ; [ 66.77992278 117.22007722],0
n5,1,0.287689,1.130405,[96 36] ; [211 101],[91.27027027 40.72972973] ; [215.72972973  96.27027027],0
s3,1,0.313182,1.017211,[34 97] ; [ 67 244],[ 29.93438914 101.06561086] ; [ 71.06561086 239.93438914],0
s6,1,0.314055,1.013544,[54 76] ; [145 165],[58.79545455 71.20454545] ; [140.20454545 169.79545455],0
p11,1,0.332722,0.938276,[99 35] ; [246  69],[102.96213808  31.03786192] ; [242.03786192  72.96213808],0
a4,1,0.342293,0.901825,[48 85] ; [128 185],[52.48430493 80.51569507] ; [123.51569507 189.48430493],0
v3,1,0.363494,0.825784,[41 87] ; [112 194],[45.12442396 82.87557604] ; [107.87557604 198.12442396],0
p9,1,0.410658,0.676894,[99 31] ; [247  63],[102.22727273  27.77272727] ; [243.77272727  66.22727273],0
d2,1,0.415269,0.663665,[60 73] ; [129 186],[56.109375 76.890625] ; [132.890625 182.109375],0
u2,1,0.418598,0.654248,[26 26] ; [58 44],[28.36363636 23.63636364] ; [55.63636364 46.36363636],0
p7,1,0.460103,0.545645,[74 56] ; [187 121],[77.46575342 52.53424658] ; [183.53424658 124.46575342],0
s8,1,0.462379,0.540131,[ 29 103] ; [ 79 234],[32.03595506 99.96404494] ; [ 75.96404494 237.03595506],0
n6,1,0.516855,0.420164,[105  28] ; [257  58],[107.46875  25.53125] ; [254.53125  60.46875],0
b4,1,0.615328,0.25249,[80 54] ; [180 135],[77.59465479 56.40534521] ; [182.40534521 132.59465479],0
n3,1,0.633409,0.227467,[29 10] ; [54 23],[27.90517241 11.09482759] ; [55.09482759 21.90517241],0
s7,1,0.637485,0.222046,[31 96] ; [ 79 218],[32.94811321 94.05188679] ; [ 77.05188679 219.94811321],0
n2,1,0.660807,0.192545,[30 12] ; [52 25],[28.94117647 13.05882353] ; [53.05882353 23.94117647],0
a1,1,0.666314,0.185944,[  4 130] ; [ 12 303],[  4.77505568 129.22494432] ; [ 11.22494432 303.77505568],0
s4,1,0.694959,0.15377,[ 14 119] ; [ 29 282],[ 12.88063063 120.11936937] ; [ 30.11936937 280.88063063],0
p6,1,0.745649,0.105223,[36 93] ; [ 91 218],[37.40410959 91.59589041] ; [ 89.59589041 219.40410959],0
p12,1,0.745821,0.105076,[  5 126] ; [ 14 297],[  5.63122172 125.36877828] ; [ 13.36877828 297.63122172],0
p1,1,0.854443,0.033655,[ 10 123] ; [ 22 291],[  9.5426009 123.4573991] ; [ 22.4573991 290.5426009],0
p5,1,0.923412,0.009242,[ 13 119] ; [ 30 284],[ 12.7264574 119.2735426] ; [ 30.2735426 283.7264574],0
a8,1,0.923458,0.009231,[ 13 115] ; [ 29 248],[ 13.27407407 114.72592593] ; [ 28.72592593 248.27407407],0
n4,1,0.964627,0.001967,[96 37] ; [226  88],[95.80760626 37.19239374] ; [226.19239374  87.80760626],0
