Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.8e-05,17.567023,[16 26] ; [84 29],[27.09677419 14.90322581] ; [72.90322581 40.09677419],1
a6,1,7.6e-05,15.652435,[13 29] ; [75 38],[23.84516129 18.15483871] ; [64.15483871 48.84516129],1
r4,1,0.003858,8.349335,[32 10] ; [105   8],[37.12258065  4.87741935] ; [99.87741935 13.12258065],0
a1,1,0.006819,7.319989,[ 4 38] ; [  1 112],[ 1.35483871 40.64516129] ; [  3.64516129 109.35483871],0
p2,1,0.010394,6.566103,[24 18] ; [88 25],[30.3483871 11.6516129] ; [81.6516129 31.3483871],0
u1,1,0.011341,6.411013,[ 3 39] ; [29 84],[ 8.67096774 33.32903226] ; [23.32903226 89.67096774],0
p10,1,0.021252,5.306021,[26 15] ; [91 21],[31.35294118  9.64705882] ; [85.64705882 26.35294118],0
a2,1,0.029132,4.759789,[ 4 38] ; [29 84],[ 8.94193548 33.05806452] ; [24.05806452 88.94193548],0
v4,1,0.033582,4.51586,[36  6] ; [108   5],[39.01935484  2.98064516] ; [104.98064516   8.01935484],0
b1,1,0.055082,3.67959,[22 20] ; [40 73],[16.8 25.2] ; [45.2 67.8],0
r2,1,0.069333,3.298753,[38  4] ; [109   3],[40.09090909  1.90909091] ; [106.90909091   5.09090909],0
s8,1,0.079592,3.073217,[28 14] ; [57 55],[23.18181818 18.81818182] ; [61.81818182 50.18181818],0
p9,1,0.081277,3.039184,[31 10] ; [96 14],[34.48344371  6.51655629] ; [92.51655629 17.48344371],0
a4,1,0.08417,2.98249,[24 18] ; [47 66],[19.23870968 22.76129032] ; [51.76129032 61.23870968],0
n6,1,0.088453,2.902306,[29 12] ; [94 19],[32.74675325  8.25324675] ; [90.25324675 22.74675325],0
r3,1,0.092029,2.838525,[37  5] ; [108   5],[39.29032258  2.70967742] ; [105.70967742   7.29032258],0
b4,1,0.109639,2.559413,[22 20] ; [75 38],[26.28387097 15.71612903] ; [70.71612903 42.28387097],0
s6,1,0.116632,2.461977,[37  3] ; [92 20],[33.94736842  6.05263158] ; [95.05263158 16.94736842],0
n2,1,0.142965,2.145753,[12  7] ; [23  5],[14.14893617  4.85106383] ; [20.85106383  7.14893617],0
b5,1,0.147936,2.093407,[25 17] ; [81 32],[28.72258065 13.27741935] ; [77.27741935 35.72258065],0
s1,1,0.164872,1.928961,[ 5 37] ; [  6 105],[ 3.01960784 38.98039216] ; [  7.98039216 103.01960784],0
p4,1,0.183569,1.768489,[18 24] ; [62 51],[21.67741935 20.32258065] ; [58.32258065 54.67741935],0
a3,1,0.239954,1.380864,[32 10] ; [75 38],[28.99354839 13.00645161] ; [78.00645161 34.99354839],0
n3,1,0.246334,1.343976,[12  7] ; [22  6],[13.74468085  5.25531915] ; [20.25531915  7.74468085],0
v1,1,0.250481,1.320621,[25 15] ; [55 51],[21.91780822 18.08219178] ; [58.08219178 47.91780822],0
r1,1,0.268532,1.224232,[29 13] ; [87 25],[31.63636364 10.36363636] ; [84.36363636 27.63636364],0
p8,1,0.27268,1.203214,[ 8 34] ; [31 81],[10.63636364 31.36363636] ; [28.36363636 83.63636364],0
s3,1,0.311367,1.024867,[34  8] ; [97 14],[35.96078431  6.03921569] ; [95.03921569 15.96078431],0
d5,1,0.320926,0.985171,[32 10] ; [94 19],[34.14193548  7.85806452] ; [91.85806452 21.14193548],0
d4,1,0.368827,0.807613,[34  8] ; [98 15],[35.76774194  6.23225806] ; [96.23225806 16.76774194],0
p3,1,0.440456,0.595094,[19 23] ; [43 69],[16.90909091 25.09090909] ; [45.09090909 66.90909091],0
v3,1,0.464344,0.535403,[13 26] ; [42 63],[14.89583333 24.10416667] ; [40.10416667 64.89583333],0
v2,1,0.468773,0.524866,[19 21] ; [58 49],[20.95238095 19.04761905] ; [56.04761905 50.95238095],0
u2,1,0.486835,0.483515,[5 5] ; [23 14],[5.95744681 4.04255319] ; [22.04255319 14.95744681],0
p5,1,0.495144,0.465328,[ 2 39] ; [  9 102],[ 2.96710526 38.03289474] ; [  8.03289474 102.96710526],0
u4,1,0.557687,0.343724,[ 1 41] ; [  5 108],[ 1.62580645 40.37419355] ; [  4.37419355 108.62580645],0
a8,1,0.571681,0.319878,[ 3 36] ; [11 90],[ 3.9 35.1] ; [10.1 90.9],0
d1,1,0.603917,0.269129,[26 16] ; [75 38],[27.36774194 14.63225806] ; [73.63225806 39.36774194],0
p11,1,0.603917,0.269129,[26 16] ; [75 38],[27.36774194 14.63225806] ; [73.63225806 39.36774194],0
s7,1,0.613859,0.254594,[24 13] ; [65 43],[22.71034483 14.28965517] ; [66.28965517 41.71034483],0
n4,1,0.631499,0.230034,[30 12] ; [85 28],[31.16129032 10.83870968] ; [83.83870968 29.16129032],0
d2,1,0.663622,0.189153,[26 16] ; [65 47],[24.81818182 17.18181818] ; [66.18181818 45.81818182],0
u3,1,0.681519,0.168421,[7 3] ; [29  9],[7.5 2.5] ; [28.5  9.5],0
n5,1,0.697766,0.150807,[28 14] ; [79 34],[28.99354839 13.00645161] ; [78.00645161 34.99354839],0
b2,1,0.713223,0.135079,[10 22] ; [20 37],[10.78651685 21.21348315] ; [19.21348315 37.78651685],0
b3,1,0.713223,0.135079,[10 22] ; [20 37],[10.78651685 21.21348315] ; [19.21348315 37.78651685],0
