Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000303,13.052589,[57  3] ; [39 17],[49.65517241 10.34482759] ; [46.34482759  9.65517241],1
n1,1,0.00119,10.506498,[ 2 16] ; [14  9],[ 7.02439024 10.97560976] ; [ 8.97560976 14.02439024],0
p10,1,0.00319,8.695738,[44 16] ; [25 29],[36.31578947 23.68421053] ; [32.68421053 21.31578947],0
s6,1,0.00416,8.212619,[40 20] ; [22 33],[32.34782609 27.65217391] ; [29.65217391 25.34782609],0
p6,1,0.006732,7.343159,[17 42] ; [ 5 51],[11.28695652 47.71304348] ; [10.71304348 45.28695652],0
v3,1,0.008971,6.828659,[29 31] ; [13 40],[22.30088496 37.69911504] ; [19.69911504 33.30088496],0
s7,1,0.014272,6.004203,[28 30] ; [13 38],[21.81651376 36.18348624] ; [19.18348624 31.81651376],0
v4,1,0.015362,5.87448,[55  5] ; [42 14],[50.17241379  9.82758621] ; [46.82758621  9.17241379],0
n6,1,0.020351,5.381518,[48 11] ; [34 21],[42.43859649 16.56140351] ; [39.56140351 15.43859649],0
s1,1,0.035714,4.41071,[ 2 58] ; [ 8 48],[ 5.17241379 54.82758621] ; [ 4.82758621 51.17241379],0
p7,1,0.039719,4.22985,[25 34] ; [13 41],[19.84070796 39.15929204] ; [18.15929204 35.84070796],0
s4,1,0.045757,3.990522,[15 44] ; [ 6 49],[10.86842105 48.13157895] ; [10.13157895 44.86842105],0
v1,1,0.048139,3.905119,[27 32] ; [15 39],[21.92920354 37.07079646] ; [20.07079646 33.92920354],0
p3,1,0.059035,3.5643,[23 35] ; [13 43],[18.31578947 39.68421053] ; [17.68421053 38.31578947],0
s8,1,0.062483,3.470215,[22 37] ; [12 44],[17.44347826 41.55652174] ; [16.55652174 39.44347826],0
p11,1,0.064843,3.40898,[36 24] ; [24 32],[31.03448276 28.96551724] ; [28.96551724 27.03448276],0
p9,1,0.084233,2.981276,[41 18] ; [29 25],[36.54867257 22.45132743] ; [33.45132743 20.54867257],0
s5,1,0.113275,2.507927,[17 41] ; [ 9 45],[13.46428571 44.53571429] ; [12.53571429 41.46428571],0
s3,1,0.116749,2.4604,[31 29] ; [20 34],[26.84210526 33.15789474] ; [24.15789474 29.84210526],0
d3,1,0.143097,2.14434,[44 15] ; [34 21],[40.36842105 18.63157895] ; [37.63157895 17.36842105],0
d4,1,0.175071,1.83898,[50  9] ; [41 14],[47.09649123 11.90350877] ; [43.90350877 11.09649123],0
s2,1,0.177956,1.81461,[27 33] ; [18 37],[23.47826087 36.52173913] ; [21.52173913 33.47826087],0
r4,1,0.19799,1.657143,[48 12] ; [39 17],[45. 15.] ; [42. 14.],0
n3,1,0.202479,1.624402,[9 9] ; [16  7],[10.97560976  7.02439024] ; [14.02439024  8.97560976],0
r1,1,0.206265,1.597448,[46 14] ; [37 19],[42.93103448 17.06896552] ; [40.06896552 15.93103448],0
p4,1,0.227344,1.457403,[20 39] ; [13 42],[17.07894737 41.92105263] ; [15.92105263 39.07894737],0
r2,1,0.308198,1.038384,[54  5] ; [47  8],[52.27192982  6.72807018] ; [48.72807018  6.27192982],0
b1,1,0.373095,0.793329,[24 36] ; [27 29],[26.37931034 33.62068966] ; [24.62068966 31.37931034],0
a6,1,0.390231,0.738224,[44 15] ; [37 18],[41.92105263 17.07894737] ; [39.07894737 15.92105263],0
a5,1,0.394043,0.726429,[43 17] ; [36 20],[40.86206897 19.13793103] ; [38.13793103 17.86206897],0
p8,1,0.421583,0.645899,[17 43] ; [12 43],[15.13043478 44.86956522] ; [13.86956522 41.13043478],0
p1,1,0.437661,0.602408,[ 4 56] ; [ 6 50],[ 5.17241379 54.82758621] ; [ 4.82758621 51.17241379],0
b3,1,0.451381,0.567182,[10 26] ; [14 25],[11.52 24.48] ; [12.48 26.52],0
b2,1,0.451381,0.567182,[10 26] ; [14 25],[11.52 24.48] ; [12.48 26.52],0
b4,1,0.498697,0.457707,[36 24] ; [37 19],[37.75862069 22.24137931] ; [35.24137931 20.75862069],0
u4,1,0.518369,0.417137,[ 1 59] ; [ 2 54],[ 1.55172414 58.44827586] ; [ 1.44827586 54.55172414],0
a2,1,0.519694,0.4145,[14 46] ; [16 40],[15.51724138 44.48275862] ; [14.48275862 41.51724138],0
a4,1,0.554605,0.349131,[24 36] ; [25 30],[25.56521739 34.43478261] ; [23.43478261 31.56521739],0
b5,1,0.594443,0.283459,[39 21] ; [39 17],[40.34482759 19.65517241] ; [37.65517241 18.34482759],0
d1,1,0.61294,0.255916,[36 24] ; [31 25],[34.65517241 25.34482759] ; [32.34482759 23.65517241],0
a1,1,0.628469,0.234142,[ 7 53] ; [ 5 51],[ 6.20689655 53.79310345] ; [ 5.79310345 50.20689655],0
