Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,81.796798,[154 120] ; [ 44 204],[103.93103448 170.06896552] ; [ 94.06896552 153.93103448],1
r1,1,0.0,32.716643,[250  30] ; [177  78],[223.47663551  56.52336449] ; [203.52336449  51.47663551],1
r3,1,0.0,27.339195,[276   5] ; [222  35],[260.10780669  20.89219331] ; [237.89219331  19.10780669],1
d1,1,1.9e-05,18.251981,[179 103] ; [116 141],[154.34137291 127.65862709] ; [140.65862709 116.34137291],1
v1,1,2.1e-05,18.125272,[155 121] ; [ 94 156],[130.6539924 145.3460076] ; [118.3460076 131.6539924],1
d4,1,7.6e-05,15.657625,[241  40] ; [184  72],[222.39292365  58.60707635] ; [202.60707635  53.39292365],1
a5,1,0.000187,13.958787,[221  61] ; [164  93],[201.42857143  80.57142857] ; [183.57142857  73.42857143],1
p10,1,0.000235,13.526255,[228  52] ; [171  82],[209.60600375  70.39399625] ; [189.39399625  63.60600375],1
r4,1,0.000324,12.929044,[265  17] ; [217  40],[252.17810761  29.82189239] ; [229.82189239  27.17810761],1
p7,1,0.000513,12.066459,[156 122] ; [102 147],[136.09867173 141.90132827] ; [121.90132827 127.09867173],1
p11,1,0.000694,11.505297,[226  56] ; [173  84],[208.75324675  73.24675325] ; [190.24675325  66.75324675],1
d5,1,0.000804,11.232941,[240  42] ; [188  68],[224.34200743  57.65799257] ; [203.65799257  52.34200743],1
p9,1,0.001108,10.637094,[232  47] ; [179  72],[216.35660377  62.64339623] ; [194.64339623  56.35660377],0
s1,1,0.001227,10.449358,[  3 274] ; [ 16 238],[  9.91148776 267.08851224] ; [  9.08851224 244.91148776],0
d3,1,0.002034,9.518227,[201  81] ; [150 106],[183.98141264  98.01858736] ; [167.01858736  88.98141264],0
s8,1,0.005981,7.556047,[115 165] ; [ 76 180],[ 99.7761194 180.2238806] ; [ 91.2238806 164.7761194],0
p3,1,0.007762,7.087676,[128 154] ; [ 87 168],[112.90502793 169.09497207] ; [102.09497207 152.90502793],0
s7,1,0.009578,6.711674,[125 147] ; [ 84 158],[110.59922179 161.40077821] ; [ 98.40077821 143.59922179],0
a3,1,0.01055,6.539586,[208  74] ; [162  93],[194.30167598  87.69832402] ; [175.69832402  79.30167598],0
p2,1,0.013213,6.140331,[227  55] ; [182  73],[214.78212291  67.21787709] ; [194.21787709  60.78212291],0
p8,1,0.013338,6.123739,[127 150] ; [ 90 165],[112.98684211 164.01315789] ; [104.01315789 150.98684211],0
n6,1,0.018419,5.555862,[235  45] ; [194  62],[224.10447761  55.89552239] ; [204.89552239  51.10447761],0
s5,1,0.027488,4.859864,[ 89 184] ; [ 60 191],[ 77.6278626 195.3721374] ; [ 71.3721374 179.6278626],0
b1,1,0.031226,4.640509,[ 89 193] ; [104 153],[100.97588126 181.02411874] ; [ 92.02411874 164.97588126],0
p4,1,0.040765,4.185743,[140 140] ; [105 150],[128.22429907 151.77570093] ; [116.77570093 138.22429907],0
v4,1,0.051672,3.786361,[270  11] ; [235  20],[264.74813433  16.25186567] ; [240.25186567  14.74813433],0
n2,1,0.062558,3.468229,[46 11] ; [53 27],[41.18978102 15.81021898] ; [57.81021898 22.18978102],0
a7,1,0.07183,3.240698,[211  70] ; [175  82],[201.60966543  79.39033457] ; [184.39033457  72.60966543],0
s6,1,0.095245,2.783412,[175 101] ; [143 111],[165.6 110.4] ; [152.4 101.6],0
a2,1,0.103335,2.653299,[ 69 213] ; [ 48 209],[ 61.21335807 220.78664193] ; [ 55.78664193 201.21335807],0
u1,1,0.143105,2.144252,[ 49 233] ; [ 33 224],[ 42.90166976 239.09833024] ; [ 39.09833024 217.90166976],0
d2,1,0.156556,2.007177,[140 141] ; [111 143],[131.83364486 149.16635514] ; [119.16635514 134.83364486],0
s4,1,0.161868,1.956688,[ 38 242] ; [ 46 210],[ 43.88059701 236.11940299] ; [ 40.11940299 215.88059701],0
p12,1,0.17203,1.865167,[ 17 263] ; [  9 246],[ 13.60747664 266.39252336] ; [ 12.39252336 242.60747664],0
n1,1,0.18129,1.787016,[17 40] ; [32 46],[20.68888889 36.31111111] ; [28.31111111 49.68888889],0
s2,1,0.209026,1.57816,[132 148] ; [106 148],[124.79400749 155.20599251] ; [113.20599251 140.79400749],0
b5,1,0.214853,1.538421,[163 119] ; [162  95],[170.03710575 111.96289425] ; [154.96289425 102.03710575],0
a6,1,0.218872,1.511753,[199  83] ; [168  88],[192.36802974  89.63197026] ; [174.63197026  81.36802974],0
a4,1,0.245398,1.349314,[123 158] ; [ 99 156],[116.38432836 164.61567164] ; [105.61567164 149.38432836],0
a8,1,0.248749,1.330314,[ 36 216] ; [ 26 214],[ 31.75609756 220.24390244] ; [ 30.24390244 209.75609756],0
n3,1,0.252889,1.307273,[43 15] ; [50 27],[39.95555556 18.04444444] ; [53.04444444 23.95555556],0
b3,1,0.26394,1.247974,[ 59 111] ; [ 43 106],[ 54.35736677 115.64263323] ; [ 47.64263323 101.35736677],0
b2,1,0.26394,1.247974,[ 59 111] ; [ 43 106],[ 54.35736677 115.64263323] ; [ 47.64263323 101.35736677],0
u3,1,0.286497,1.13601,[38 36] ; [56 38],[41.4047619 32.5952381] ; [52.5952381 41.4047619],0
n4,1,0.348134,0.880247,[206  74] ; [179  77],[201.11940299  78.88059701] ; [183.88059701  72.11940299],0
p1,1,0.50269,0.449254,[ 15 267] ; [ 17 237],[ 16.8358209 265.1641791] ; [ 15.1641791 238.8358209],0
s3,1,0.552349,0.353127,[150 127] ; [131 123],[146.58568738 130.41431262] ; [134.41431262 119.58568738],0
u4,1,0.561331,0.337405,[  5 277] ; [  3 254],[  4.18552876 277.81447124] ; [  3.81447124 253.18552876],0
u2,1,0.722711,0.12591,[34 38] ; [47 47],[35.13253012 36.86746988] ; [45.86746988 48.13253012],0
n5,1,0.811795,0.056697,[197  81] ; [179  77],[195.74531835  82.25468165] ; [180.25468165  75.74531835],0
a1,1,0.824025,0.049449,[ 11 271] ; [ 11 246],[ 11.51020408 270.48979592] ; [ 10.48979592 246.51020408],0
b4,1,0.83564,0.043045,[161 121] ; [149 108],[162.18923933 119.81076067] ; [147.81076067 109.18923933],0
p5,1,0.877838,0.023627,[ 17 265] ; [ 16 236],[ 17.42696629 264.57303371] ; [ 15.57303371 236.42696629],0
