Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,22.124139,[29 23] ; [323  64],[41.69476082 10.30523918] ; [310.30523918  76.69476082],1
p7,1,3e-06,22.101626,[26 26] ; [305  78],[39.56781609 12.43218391] ; [291.43218391  91.56781609],1
p8,1,1.1e-05,19.263149,[20 32] ; [266 118],[34.11009174 17.88990826] ; [251.88990826 132.11009174],1
p9,1,2.8e-05,17.562529,[37 15] ; [349  35],[46.03669725  5.96330275] ; [339.96330275  44.03669725],1
d3,1,0.000701,11.487866,[25 27] ; [276 111],[35.65375854 16.34624146] ; [265.34624146 121.65375854],1
d4,1,0.002976,8.822064,[36 16] ; [330  56],[43.45205479  8.54794521] ; [322.54794521  63.45205479],0
p10,1,0.005348,7.757807,[38 14] ; [335  48],[44.58850575  7.41149425] ; [328.41149425  54.58850575],0
v1,1,0.018189,5.577835,[22 27] ; [236 142],[29.60655738 19.39344262] ; [228.39344262 149.60655738],0
d5,1,0.018515,5.546796,[38 14] ; [331  55],[43.80821918  8.19178082] ; [325.19178082  60.80821918],0
a3,1,0.021157,5.313792,[32 20] ; [294  91],[38.79176201 13.20823799] ; [287.20823799  97.79176201],0
p11,1,0.026015,4.955027,[37 15] ; [324  63],[42.76082005  9.23917995] ; [318.23917995  68.76082005],0
a2,1,0.050329,3.830455,[ 8 44] ; [109 278],[13.85876993 38.14123007] ; [103.14123007 283.85876993],0
p6,1,0.079913,3.06666,[19 33] ; [188 192],[24.91666667 27.08333333] ; [182.08333333 197.91666667],0
s7,1,0.081281,3.039092,[22 26] ; [215 149],[27.61165049 20.38834951] ; [209.38834951 154.61165049],0
v3,1,0.081596,3.032818,[17 33] ; [176 198],[22.75943396 27.24056604] ; [170.24056604 203.75943396],0
d1,1,0.081828,3.02821,[27 25] ; [249 138],[32.69248292 19.30751708] ; [243.30751708 143.69248292],0
p5,1,0.121851,2.393362,[ 5 45] ; [ 73 313],[ 8.94495413 41.05504587] ; [ 69.05504587 316.94495413],0
s3,1,0.198249,1.655231,[26 26] ; [228 156],[30.29357798 21.70642202] ; [223.70642202 160.29357798],0
s1,1,0.206355,1.596819,[ 3 49] ; [ 10 375],[ 1.54691076 50.45308924] ; [ 11.45308924 373.54691076],0
s8,1,0.214837,1.538531,[23 29] ; [205 179],[27.19266055 24.80733945] ; [200.80733945 183.19266055],0
u2,1,0.241145,1.373886,[ 9 11] ; [54 37],[11.35135135  8.64864865] ; [51.64864865 39.35135135],0
n4,1,0.245505,1.348703,[40 12] ; [322  64],[42.97716895  9.02283105] ; [319.02283105  66.97716895],0
a1,1,0.267993,1.226993,[ 5 47] ; [ 22 365],[ 3.19817768 48.80182232] ; [ 23.80182232 363.19817768],0
a7,1,0.279798,1.168069,[35 17] ; [287  99],[38.2283105 13.7716895] ; [283.7716895 102.2283105],0
b1,1,0.28119,1.161328,[26 26] ; [163 224],[22.38724374 29.61275626] ; [166.61275626 220.38724374],0
d2,1,0.290072,1.119285,[23 28] ; [205 182],[26.54794521 24.45205479] ; [201.45205479 185.54794521],0
p1,1,0.299148,1.077989,[ 4 48] ; [ 49 337],[ 6.29223744 45.70776256] ; [ 46.70776256 339.29223744],0
u1,1,0.354912,0.855817,[ 9 43] ; [ 89 298],[11.60820046 40.39179954] ; [ 86.39179954 300.60820046],0
a6,1,0.383495,0.759469,[33 19] ; [268 118],[35.73515982 16.26484018] ; [265.26484018 120.73515982],0
a5,1,0.421726,0.645501,[38 14] ; [302  85],[40.27334852 11.72665148] ; [299.72665148  87.27334852],0
p12,1,0.421818,0.645243,[ 4 48] ; [ 44 342],[ 5.69863014 46.30136986] ; [ 42.30136986 343.69863014],0
s6,1,0.454034,0.560562,[35 17] ; [274 105],[37.28074246 14.71925754] ; [271.71925754 107.28074246],0
s5,1,0.460488,0.544709,[17 31] ; [152 219],[19.36038186 28.63961814] ; [149.63961814 221.36038186],0
r1,1,0.476112,0.507756,[41 11] ; [319  66],[42.8375286  9.1624714] ; [317.1624714  67.8375286],0
n5,1,0.491231,0.473829,[39 13] ; [304  80],[40.90825688 11.09174312] ; [302.09174312  81.90825688],0
s2,1,0.524372,0.405286,[26 26] ; [210 174],[28.14678899 23.85321101] ; [207.85321101 176.14678899],0
r3,1,0.525926,0.402257,[51  1] ; [372  14],[50.21917808  1.78082192] ; [372.78082192  13.21917808],0
b5,1,0.543633,0.368847,[32 20] ; [221 166],[29.96810934 22.03189066] ; [223.03189066 163.96810934],0
v2,1,0.554591,0.349157,[29 22] ; [230 146],[30.93442623 20.06557377] ; [228.06557377 147.93442623],0
u4,1,0.600217,0.274668,[ 2 50] ; [ 10 377],[ 1.4214123 50.5785877] ; [ 10.5785877 376.4214123],0
a8,1,0.632362,0.228872,[ 5 43] ; [ 45 305],[ 6.03015075 41.96984925] ; [ 43.96984925 306.03015075],0
s4,1,0.71041,0.137868,[10 41] ; [ 67 316],[ 9.0483871 41.9516129] ; [ 67.9516129 315.0483871],0
u3,1,0.728193,0.120777,[12  8] ; [59 33],[12.67857143  7.32142857] ; [58.32142857 33.67857143],0
a4,1,0.782979,0.075866,[24 28] ; [186 200],[24.93150685 27.06849315] ; [185.06849315 200.93150685],0
n6,1,0.839262,0.041143,[45  7] ; [337  48],[45.45537757  6.54462243] ; [336.54462243  48.45537757],0
n3,1,0.878747,0.023274,[11  3] ; [46 14],[10.78378378  3.21621622] ; [46.21621622 13.78378378],0
n1,1,0.935208,0.006609,[6 8] ; [25 35],[5.86486486 8.13513514] ; [25.13513514 34.86486486],0
r2,1,0.945316,0.004705,[50  2] ; [369  14],[50.08735632  1.91264368] ; [368.91264368  14.08735632],0
b3,1,0.956287,0.003004,[14 21] ; [100 147],[14.14893617 20.85106383] ; [ 99.85106383 147.14893617],0
b2,1,0.956287,0.003004,[14 21] ; [100 147],[14.14893617 20.85106383] ; [ 99.85106383 147.14893617],0
r4,1,0.98031,0.000609,[49  3] ; [365  22],[49.03872437  2.96127563] ; [364.96127563  22.03872437],0
b4,1,0.992395,9.1e-05,[30 22] ; [223 164],[29.96810934 22.03189066] ; [223.03189066 163.96810934],0
