Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000519,12.046188,[16 20] ; [13 73],[ 8.55737705 27.44262295] ; [20.44262295 65.55737705],1
s6,1,0.001322,10.310986,[20 15] ; [23 64],[12.33606557 22.66393443] ; [30.66393443 56.33606557],0
p9,1,0.006016,7.545445,[25 12] ; [34 50],[18.04132231 18.95867769] ; [40.95867769 43.04132231],0
s8,1,0.006849,7.312177,[ 8 28] ; [ 5 82],[ 3.80487805 32.19512195] ; [ 9.19512195 77.80487805],0
s3,1,0.014279,6.003311,[16 20] ; [19 66],[10.41322314 25.58677686] ; [24.58677686 60.41322314],0
s5,1,0.023499,5.131204,[10 24] ; [10 73],[ 5.81196581 28.18803419] ; [14.18803419 68.81196581],0
p11,1,0.030854,4.661075,[24 13] ; [38 49],[18.5 18.5] ; [43.5 43.5],0
r3,1,0.048603,3.889023,[31  5] ; [60 27],[26.63414634  9.36585366] ; [64.36585366 22.63414634],0
n2,1,0.052235,3.768219,[9 1] ; [21 16],[6.38297872 3.61702128] ; [23.61702128 13.38297872],0
a4,1,0.054276,3.704181,[17 19] ; [25 61],[12.39344262 23.60655738] ; [29.60655738 56.39344262],0
v2,1,0.056773,3.62922,[19 16] ; [29 53],[14.35897436 20.64102564] ; [33.64102564 48.35897436],0
u3,1,0.06273,3.463689,[9 4] ; [18 27],[6.05172414 6.94827586] ; [20.94827586 24.05172414],0
a3,1,0.071482,3.248666,[24 12] ; [42 44],[19.47540984 16.52459016] ; [46.52459016 39.47540984],0
n6,1,0.078349,3.098822,[27  9] ; [50 36],[22.72131148 13.27868852] ; [54.27868852 31.72131148],0
u1,1,0.079963,3.065661,[ 5 32] ; [ 4 83],[ 2.68548387 34.31451613] ; [ 6.31451613 80.68548387],0
v4,1,0.081057,3.043582,[31  5] ; [62 25],[27.2195122  8.7804878] ; [65.7804878 21.2195122],0
r4,1,0.090313,2.868785,[28  9] ; [52 35],[23.87096774 13.12903226] ; [56.12903226 30.87096774],0
p10,1,0.097499,2.745989,[21 16] ; [34 50],[16.81818182 20.18181818] ; [38.18181818 45.81818182],0
b1,1,0.103509,2.650631,[12 25] ; [42 45],[16.11290323 20.88709677] ; [37.88709677 49.11290323],0
p6,1,0.105431,2.621401,[ 7 28] ; [ 8 78],[ 4.33884298 30.66115702] ; [10.66115702 75.33884298],0
p4,1,0.197456,1.66109,[13 24] ; [20 64],[10.09090909 26.90909091] ; [22.90909091 61.09090909],0
v3,1,0.211918,1.558278,[11 23] ; [18 66],[ 8.3559322 25.6440678] ; [20.6440678 63.3559322],0
p3,1,0.234107,1.415735,[12 24] ; [20 67],[ 9.36585366 26.63414634] ; [22.63414634 64.36585366],0
p7,1,0.35313,0.862178,[12 23] ; [22 63],[ 9.91666667 25.08333333] ; [24.08333333 60.91666667],0
b3,1,0.372576,0.795055,[10 13] ; [16 33],[ 8.30555556 14.69444444] ; [17.69444444 31.30555556],0
b2,1,0.372576,0.795055,[10 13] ; [16 33],[ 8.30555556 14.69444444] ; [17.69444444 31.30555556],0
n3,1,0.374916,0.787305,[7 3] ; [19 16],[5.77777778 4.22222222] ; [20.22222222 14.77777778],0
d5,1,0.385905,0.751805,[19 18] ; [52 35],[21.18548387 15.81451613] ; [49.81451613 37.18548387],0
s4,1,0.392457,0.731316,[ 7 28] ; [12 75],[ 5.45081967 29.54918033] ; [13.54918033 73.45081967],0
a8,1,0.423321,0.641077,[ 2 32] ; [ 9 76],[ 3.14285714 30.85714286] ; [ 7.85714286 77.14285714],0
b4,1,0.429052,0.625388,[22 15] ; [45 42],[19.99193548 17.00806452] ; [47.00806452 39.99193548],0
a6,1,0.432768,0.615382,[18 19] ; [49 38],[19.99193548 17.00806452] ; [47.00806452 39.99193548],0
d4,1,0.46123,0.542909,[23 14] ; [60 27],[24.76612903 12.23387097] ; [58.23387097 28.76612903],0
p5,1,0.462564,0.539682,[ 1 36] ; [ 5 81],[ 1.80487805 35.19512195] ; [ 4.19512195 81.80487805],0
b5,1,0.471593,0.518241,[23 14] ; [48 39],[21.18548387 15.81451613] ; [49.81451613 37.18548387],0
d3,1,0.505304,0.44378,[19 18] ; [39 48],[17.30645161 19.69354839] ; [40.69354839 46.30645161],0
u4,1,0.529847,0.394685,[ 1 36] ; [ 1 86],[ 0.59677419 36.40322581] ; [ 1.40322581 85.59677419],0
a2,1,0.609953,0.260244,[ 5 32] ; [ 9 78],[ 4.17741935 32.82258065] ; [ 9.82258065 77.17741935],0
p1,1,0.620279,0.245476,[ 4 33] ; [ 7 80],[ 3.28225806 33.71774194] ; [ 7.71774194 79.28225806],0
r1,1,0.624688,0.239334,[22 14] ; [49 38],[20.7804878 15.2195122] ; [50.2195122 36.7804878],0
