Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000519,12.046188,[16 20] ; [13 73],[ 8.55737705 27.44262295] ; [20.44262295 65.55737705],1
u2,1,0.655286,0.199301,[5 8] ; [20 24],[5.70175439 7.29824561] ; [19.29824561 24.70175439],0
r2,1,0.757403,0.095415,[30  6] ; [68 16],[29.4  6.6] ; [68.6 15.4],0
d1,1,0.768074,0.086963,[13 24] ; [33 54],[13.72580645 23.27419355] ; [32.27419355 54.72580645],0
a5,1,0.779563,0.078337,[21 16] ; [47 40],[20.29032258 16.70967742] ; [47.70967742 39.29032258],0
n4,1,0.7898,0.07106,[21 15] ; [53 34],[21.65853659 14.34146341] ; [52.34146341 34.65853659],0
a7,1,0.845227,0.038108,[20 16] ; [50 37],[20.48780488 15.51219512] ; [49.51219512 37.48780488],0
p12,1,0.847913,0.03678,[ 2 35] ; [ 4 83],[ 1.79032258 35.20967742] ; [ 4.20967742 82.79032258],0
n5,1,0.861409,0.030479,[22 14] ; [54 32],[22.42622951 13.57377049] ; [53.57377049 32.42622951],0
d2,1,0.918092,0.010576,[14 23] ; [33 52],[14.25409836 22.74590164] ; [32.74590164 52.25409836],0
n1,1,0.924558,0.008967,[4 6] ; [15 21],[4.13043478 5.86956522] ; [14.86956522 21.13043478],0
s1,1,0.937643,0.00612,[ 3 32] ; [ 7 79],[ 2.89256198 32.10743802] ; [ 7.10743802 78.89256198],0
a1,1,0.938225,0.006006,[ 4 33] ; [ 9 78],[ 3.87903226 33.12096774] ; [ 9.12096774 77.87903226],0
p8,1,0.991091,0.000125,[ 9 28] ; [21 65],[ 9.02439024 27.97560976] ; [20.97560976 65.02439024],0
