Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000752,11.356047,[21  8] ; [28 50],[13.28037383 15.71962617] ; [35.71962617 42.28037383],1
v1,1,0.008252,6.978048,[18 13] ; [24 54],[11.94495413 19.05504587] ; [30.05504587 47.94495413],0
a5,1,0.062219,3.477229,[25  6] ; [51 31],[20.84955752 10.15044248] ; [55.15044248 26.84955752],0
p5,1,0.089335,2.88631,[ 3 27] ; [ 2 79],[ 1.35135135 28.64864865] ; [ 3.64864865 77.35135135],0
s4,1,0.148456,2.088039,[ 2 29] ; [14 68],[ 4.38938053 26.61061947] ; [11.61061947 70.38938053],0
n5,1,0.20053,1.638512,[16 15] ; [31 50],[13.00892857 17.99107143] ; [33.99107143 47.00892857],0
b4,1,0.20504,1.606107,[20 11] ; [42 40],[17.00884956 13.99115044] ; [44.99115044 37.00884956],0
a6,1,0.21298,1.551054,[22  9] ; [67 15],[24.4159292  6.5840708] ; [64.5840708 17.4159292],0
d2,1,0.224602,1.474723,[ 9 22] ; [34 48],[11.79646018 19.20353982] ; [31.20353982 50.79646018],0
u2,1,0.240545,1.377398,[8 2] ; [16 11],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
p10,1,0.250073,1.322895,[21  9] ; [47 34],[18.37837838 11.62162162] ; [49.62162162 31.37837838],0
n1,1,0.254698,1.297349,[1 6] ; [11 19],[2.27027027 4.72972973] ; [ 9.72972973 20.27027027],0
p9,1,0.257926,1.279854,[23  7] ; [53 28],[20.54054054  9.45945946] ; [55.45945946 25.54054054],0
v4,1,0.264166,1.246795,[28  3] ; [67 15],[26.0619469  4.9380531] ; [68.9380531 13.0619469],0
r1,1,0.271945,1.206912,[25  6] ; [57 24],[22.69642857  8.30357143] ; [59.30357143 21.69642857],0
p4,1,0.276154,1.185919,[14 16] ; [29 53],[11.51785714 18.48214286] ; [31.48214286 50.51785714],0
b5,1,0.371588,0.798346,[18 13] ; [55 27],[20.02654867 10.97345133] ; [52.97345133 29.02654867],0
r2,1,0.388575,0.743396,[28  3] ; [68 13],[26.57142857  4.42857143] ; [69.42857143 11.57142857],0
r4,1,0.405185,0.692883,[24  7] ; [57 25],[22.22123894  8.77876106] ; [58.77876106 23.22123894],0
a8,1,0.405208,0.692815,[ 2 26] ; [10 67],[ 3.2 24.8] ; [ 8.8 68.2],0
a2,1,0.414163,0.666819,[ 5 26] ; [19 63],[ 6.5840708 24.4159292] ; [17.4159292 64.5840708],0
s6,1,0.44383,0.586361,[13 18] ; [41 41],[14.81415929 16.18584071] ; [39.18584071 42.81415929],0
p12,1,0.460366,0.545005,[ 1 29] ; [ 1 80],[ 0.54054054 29.45945946] ; [ 1.45945946 79.54054054],0
s5,1,0.470934,0.519783,[ 4 26] ; [15 63],[ 5.27777778 24.72222222] ; [13.72222222 64.27777778],0
a4,1,0.476005,0.508001,[14 17] ; [31 51],[12.34513274 18.65486726] ; [32.65486726 49.34513274],0
d4,1,0.501873,0.450974,[24  7] ; [68 14],[25.23893805  5.76106195] ; [66.76106195 15.23893805],0
p1,1,0.519363,0.415158,[ 3 28] ; [ 5 76],[ 2.21428571 28.78571429] ; [ 5.78571429 75.21428571],0
p8,1,0.525616,0.402859,[13 17] ; [29 50],[11.55963303 18.44036697] ; [30.44036697 48.55963303],0
a1,1,0.543556,0.368989,[ 1 30] ; [ 5 77],[ 1.6460177 29.3539823] ; [ 4.3539823 77.6460177],0
s7,1,0.581668,0.303546,[10 19] ; [22 54],[ 8.83809524 20.16190476] ; [23.16190476 52.83809524],0
n4,1,0.616699,0.250534,[16 15] ; [38 44],[14.81415929 16.18584071] ; [39.18584071 42.81415929],0
d3,1,0.620568,0.24507,[24  7] ; [59 22],[22.97321429  8.02678571] ; [60.02678571 20.97321429],0
s3,1,0.69116,0.157832,[13 17] ; [39 43],[13.92857143 16.07142857] ; [38.07142857 43.92857143],0
s1,1,0.717304,0.13109,[ 1 29] ; [ 4 77],[ 1.35135135 28.64864865] ; [ 3.64864865 77.35135135],0
b1,1,0.731109,0.118095,[14 17] ; [40 42],[14.81415929 16.18584071] ; [39.18584071 42.81415929],0
p3,1,0.742388,0.108039,[11 19] ; [27 54],[10.27027027 19.72972973] ; [27.72972973 53.27027027],0
p11,1,0.76091,0.09259,[18 13] ; [45 37],[17.28318584 13.71681416] ; [45.71681416 36.28318584],0
b3,1,0.765973,0.088594,[ 4 11] ; [11 37],[ 3.57142857 11.42857143] ; [11.42857143 36.57142857],0
b2,1,0.765973,0.088594,[ 4 11] ; [11 37],[ 3.57142857 11.42857143] ; [11.42857143 36.57142857],0
n2,1,0.766526,0.088163,[5 3] ; [17 13],[4.63157895 3.36842105] ; [17.36842105 12.63157895],0
p6,1,0.777376,0.079942,[ 6 24] ; [18 62],[ 6.54545455 23.45454545] ; [17.45454545 62.54545455],0
d1,1,0.788168,0.072195,[16 15] ; [40 42],[15.36283186 15.63716814] ; [40.63716814 41.36283186],0
s2,1,0.834844,0.043469,[12 19] ; [30 52],[11.52212389 19.47787611] ; [30.47787611 51.52212389],0
p7,1,0.85629,0.032797,[15 15] ; [37 40],[14.57943925 15.42056075] ; [37.42056075 39.57943925],0
r3,1,0.862317,0.030076,[26  5] ; [69 12],[26.29464286  4.70535714] ; [68.70535714 12.29464286],0
n3,1,0.87425,0.025047,[5 3] ; [19 10],[5.18918919 2.81081081] ; [18.81081081 10.18918919],0
s8,1,0.917541,0.010719,[ 9 22] ; [23 59],[ 8.77876106 22.22123894] ; [23.22123894 58.77876106],0
p2,1,0.940038,0.005658,[21  9] ; [58 24],[21.16071429  8.83928571] ; [57.83928571 24.16071429],0
d5,1,0.984962,0.000355,[25  6] ; [66 16],[24.96460177  6.03539823] ; [66.03539823 15.96460177],0
a3,1,0.987114,0.000261,[21 10] ; [55 26],[21.03571429  9.96428571] ; [54.96428571 26.03571429],0
u1,1,0.989956,0.000158,[ 3 28] ; [ 8 74],[ 3.01769912 27.98230088] ; [ 7.98230088 74.01769912],0
u3,1,1.0,0.0,[6 3] ; [18  9],[6. 3.] ; [18.  9.],0
