Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,96.093791,[ 10 105] ; [94 40],[48.03212851 66.96787149] ; [55.96787149 78.03212851],1
d3,1,0.0,60.728174,[49 66] ; [120  15],[77.74 37.26] ; [91.26 43.74],1
d5,1,0.0,59.017032,[64 51] ; [130   5],[89.24 25.76] ; [104.76  30.24],1
a2,1,0.0,36.226132,[  7 108] ; [52 83],[27.14 87.86] ; [ 31.86 103.14],1
a4,1,0.0,35.622898,[26 87] ; [82 53],[49.20967742 63.79032258] ; [58.79032258 76.20967742],1
a5,1,0.0,26.244153,[62 53] ; [113  22],[80.5 34.5] ; [94.5 40.5],1
u1,1,1e-06,24.84472,[  4 111] ; [36 99],[18.4 96.6] ; [ 21.6 113.4],1
a6,1,6.4e-05,15.973926,[63 52] ; [106  29],[77.74 37.26] ; [91.26 43.74],1
v2,1,0.000151,14.35931,[57 54] ; [98 33],[71.09504132 39.90495868] ; [83.90495868 47.09504132],1
a3,1,0.000312,12.995424,[64 50] ; [104  30],[77.22580645 36.77419355] ; [90.77419355 43.22580645],1
r1,1,0.002878,8.882928,[79 35] ; [114  20],[88.71774194 25.28225806] ; [104.28225806  29.71774194],0
p4,1,0.009362,6.752511,[55 59] ; [86 47],[65.07692308 48.92307692] ; [75.92307692 57.07692308],0
a7,1,0.024894,5.031219,[76 38] ; [107  28],[83.78313253 30.21686747] ; [99.21686747 35.78313253],0
v4,1,0.030261,4.6944,[100  12] ; [130   5],[104.29149798   7.70850202] ; [125.70850202   9.29149798],0
n4,1,0.036267,4.384526,[78 36] ; [108  27],[85.15662651 28.84337349] ; [100.84337349  34.15662651],0
p11,1,0.040294,4.205481,[82 33] ; [111  24],[88.78 26.22] ; [104.22  30.78],0
r4,1,0.049272,3.866072,[93 22] ; [121  14],[98.44 16.56] ; [115.56  19.44],0
p6,1,0.063,3.456591,[27 83] ; [46 83],[33.59832636 76.40167364] ; [39.40167364 89.59832636],0
r3,1,0.065491,3.392562,[99 13] ; [128   7],[102.93117409   9.06882591] ; [124.06882591  10.93117409],0
v3,1,0.070932,3.261326,[40 74] ; [60 69],[46.91358025 67.08641975] ; [53.08641975 75.91358025],0
s5,1,0.074482,3.181366,[22 91] ; [39 94],[28.0203252 84.9796748] ; [ 32.9796748 100.0203252],0
p8,1,0.079194,3.081369,[48 63] ; [72 60],[54.81481481 56.18518519] ; [65.18518519 66.81481481],0
s6,1,0.079535,3.074368,[55 55] ; [82 52],[61.76229508 48.23770492] ; [75.23770492 58.76229508],0
