Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4e-06,21.133999,[12 45] ; [40 24],[24.49586777 32.50413223] ; [27.50413223 36.49586777],1
p2,1,0.009799,6.671152,[32 25] ; [50 14],[38.62809917 18.37190083] ; [43.37190083 20.62809917],0
n4,1,0.010757,6.505071,[39 18] ; [56  8],[44.75206612 12.24793388] ; [50.24793388 13.75206612],0
p8,1,0.012131,6.29166,[ 9 48] ; [23 41],[15.07438017 41.92561983] ; [16.92561983 47.07438017],0
p9,1,0.022278,5.223977,[43 13] ; [57  5],[47.45762712  8.54237288] ; [52.54237288  9.45762712],0
d2,1,0.046036,3.980273,[32 25] ; [47 17],[37.21487603 19.78512397] ; [41.78512397 22.21487603],0
n5,1,0.058081,3.591363,[37 19] ; [52 12],[41.53333333 14.46666667] ; [47.46666667 16.53333333],0
d1,1,0.071378,3.251044,[33 24] ; [47 17],[37.68595041 19.31404959] ; [42.31404959 21.68595041],0
n6,1,0.071568,3.246684,[45 12] ; [58  6],[48.52066116  8.47933884] ; [54.47933884  9.52066116],0
p6,1,0.081364,3.037441,[10 47] ; [20 44],[14.1322314 42.8677686] ; [15.8677686 48.1322314],0
p12,1,0.096945,2.755102,[ 4 52] ; [11 53],[ 7. 49.] ; [ 8. 56.],0
d3,1,0.104215,2.639818,[31 26] ; [44 20],[35.33057851 21.66942149] ; [39.66942149 24.33057851],0
b5,1,0.107532,2.59013,[34 23] ; [47 17],[38.15702479 18.84297521] ; [42.84297521 21.15702479],0
v1,1,0.109078,2.567527,[23 32] ; [33 25],[27.25663717 27.74336283] ; [28.74336283 29.25663717],0
s6,1,0.12331,2.374768,[43 13] ; [56  8],[46.2  9.8] ; [52.8 11.2],0
s2,1,0.131366,2.276287,[37 20] ; [48 14],[40.71428571 16.28571429] ; [44.28571429 17.71428571],0
u4,1,0.214898,1.53812,[ 1 56] ; [ 4 60],[ 2.3553719 54.6446281] ; [ 2.6446281 61.3553719],0
s1,1,0.22211,1.490683,[ 1 55] ; [ 4 60],[ 2.33333333 53.66666667] ; [ 2.66666667 61.33333333],0
u2,1,0.237552,1.395061,[8 5] ; [13  3],[9.4137931 3.5862069] ; [11.5862069  4.4137931],0
a2,1,0.297912,1.083516,[13 44] ; [20 44],[15.54545455 41.45454545] ; [17.45454545 46.54545455],0
a6,1,0.301819,1.066142,[39 18] ; [38 26],[36.27272727 20.72727273] ; [40.72727273 23.27272727],0
n1,1,0.320634,0.986358,[11  7] ; [ 9 11],[9.47368421 8.52631579] ; [10.52631579  9.47368421],0
s5,1,0.344252,0.894532,[19 33] ; [16 41],[16.69724771 35.30275229] ; [18.30275229 38.69724771],0
n2,1,0.364873,0.821053,[14  5] ; [12  8],[12.66666667  6.33333333] ; [13.33333333  6.66666667],0
s3,1,0.368636,0.808256,[39 18] ; [47 15],[41.19327731 15.80672269] ; [44.80672269 17.19327731],0
p5,1,0.377294,0.779499,[ 3 53] ; [ 6 56],[ 4.27118644 51.72881356] ; [ 4.72881356 57.27118644],0
a5,1,0.421588,0.645884,[39 18] ; [48 16],[40.98347107 16.01652893] ; [46.01652893 17.98347107],0
d5,1,0.436412,0.605698,[47 10] ; [56  8],[48.52066116  8.47933884] ; [54.47933884  9.52066116],0
p10,1,0.458193,0.550306,[41 15] ; [49 13],[42.71186441 13.28813559] ; [47.28813559 14.71186441],0
u1,1,0.478505,0.50227,[12 45] ; [17 47],[13.66115702 43.33884298] ; [15.33884298 48.66115702],0
s4,1,0.512691,0.428571,[ 8 48] ; [12 52],[ 9.33333333 46.66666667] ; [10.66666667 53.33333333],0
r1,1,0.519639,0.414611,[48  9] ; [51 13],[46.63636364 10.36363636] ; [52.36363636 11.63636364],0
s7,1,0.55172,0.354246,[38 17] ; [43 15],[39.42477876 15.57522124] ; [41.57522124 16.42477876],0
v4,1,0.555287,0.34793,[54  3] ; [62  2],[54.6446281  2.3553719] ; [61.3553719  2.6446281],0
r2,1,0.557692,0.343716,[54  3] ; [58  5],[53.2  3.8] ; [58.8  4.2],0
v3,1,0.614183,0.254129,[24 28] ; [24 34],[22.69090909 29.30909091] ; [25.30909091 32.69090909],0
r3,1,0.638274,0.221006,[53  4] ; [58  6],[52.2892562  4.7107438] ; [58.7107438  5.2892562],0
r4,1,0.690762,0.158262,[52  5] ; [57  7],[51.34710744  5.65289256] ; [57.65289256  6.34710744],0
b2,1,0.699095,0.149415,[15 23] ; [17 31],[14.13953488 23.86046512] ; [17.86046512 30.13953488],0
b3,1,0.699095,0.149415,[15 23] ; [17 31],[14.13953488 23.86046512] ; [17.86046512 30.13953488],0
a8,1,0.72479,0.12395,[ 5 48] ; [ 6 46],[ 5.55238095 47.44761905] ; [ 5.44761905 46.55238095],0
u3,1,0.743421,0.107143,[12  2] ; [13  3],[11.66666667  2.33333333] ; [13.33333333  2.66666667],0
p11,1,0.744154,0.106509,[39 18] ; [42 22],[38.15702479 18.84297521] ; [42.84297521 21.15702479],0
a4,1,0.772522,0.083566,[27 30] ; [32 32],[27.79338843 29.20661157] ; [31.20661157 32.79338843],0
b1,1,0.819899,0.051836,[22 35] ; [26 38],[22.61157025 34.38842975] ; [25.38842975 38.61157025],0
a7,1,0.82166,0.05081,[39 18] ; [45 19],[39.57024793 17.42975207] ; [44.42975207 19.57024793],0
b4,1,0.885023,0.02091,[34 23] ; [39 25],[34.38842975 22.61157025] ; [38.61157025 25.38842975],0
n3,1,0.913892,0.011692,[12  6] ; [13  7],[11.84210526  6.15789474] ; [13.15789474  6.84210526],0
p1,1,0.94188,0.005316,[ 6 51] ; [ 7 57],[ 6.12396694 50.87603306] ; [ 6.87603306 57.12396694],0
a3,1,0.955525,0.00311,[43 14] ; [48 16],[42.8677686 14.1322314] ; [48.1322314 15.8677686],0
v2,1,0.978611,0.000719,[28 24] ; [33 28],[28.07079646 23.92920354] ; [32.92920354 28.07079646],0
d4,1,0.980197,0.000616,[48  9] ; [54 10],[48.04958678  8.95041322] ; [53.95041322 10.04958678],0
