Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.922913,[94 16] ; [ 1 14],[83.6 26.4] ; [11.4  3.6],1
r1,1,3.5e-05,17.138381,[85 24] ; [ 4 11],[78.23387097 30.76612903] ; [10.76612903  4.23387097],1
p9,1,0.002608,9.063276,[71 35] ; [ 4 11],[65.70247934 40.29752066] ; [9.29752066 5.70247934],0
u3,1,0.005562,7.687059,[32 13] ; [2 7],[28.33333333 16.66666667] ; [5.66666667 3.33333333],0
b1,1,0.006525,7.39933,[34 76] ; [10  5],[38.72 71.28] ; [5.28 9.72],0
r3,1,0.009219,6.77982,[103   7] ; [11  4],[100.32   9.68] ; [13.68  1.32],0
v4,1,0.018432,5.554653,[97 12] ; [10  5],[94.05645161 14.94354839] ; [12.94354839  2.05645161],0
s3,1,0.026015,4.955045,[50 60] ; [ 2 12],[46.12903226 63.87096774] ; [5.87096774 8.12903226],0
s2,1,0.031388,4.631622,[46 63] ; [ 2 13],[42.19354839 66.80645161] ; [5.80645161 9.19354839],0
p10,1,0.032688,4.562058,[60 47] ; [ 4 11],[56.13114754 50.86885246] ; [7.86885246 7.13114754],0
s6,1,0.049705,3.851384,[58 50] ; [ 4 11],[54.43902439 53.56097561] ; [7.56097561 7.43902439],0
a5,1,0.059395,3.554211,[65 45] ; [ 5 10],[61.6 48.4] ; [8.4 6.6],0
p11,1,0.080759,3.049555,[63 47] ; [ 5 10],[59.84 50.16] ; [8.16 6.84],0
a4,1,0.150366,2.068532,[43 67] ; [ 3 12],[40.48 69.52] ; [5.52 9.48],0
n1,1,0.154362,2.028608,[14 22] ; [1 7],[12.27272727 23.72727273] ; [2.72727273 5.27272727],0
a3,1,0.161446,1.960627,[65 45] ; [6 9],[62.48 47.52] ; [8.52 6.48],0
d2,1,0.168758,1.893939,[42 68] ; [ 3 12],[39.6 70.4] ; [5.4 9.6],0
v2,1,0.17824,1.812237,[54 50] ; [ 5 10],[51.56302521 52.43697479] ; [7.43697479 7.56302521],0
p8,1,0.184622,1.760016,[23 86] ; [ 1 14],[21.09677419 87.90322581] ; [ 2.90322581 12.09677419],0
v3,1,0.185633,1.751941,[30 71] ; [ 2 13],[27.86206897 73.13793103] ; [ 4.13793103 10.86206897],0
v1,1,0.214464,1.541036,[47 61] ; [ 4 11],[44.7804878 63.2195122] ; [6.2195122 8.7804878],0
d5,1,0.239126,1.385739,[88 22] ; [10  5],[86.24 23.76] ; [11.76  3.24],0
s5,1,0.263437,1.250605,[27 74] ; [ 2 13],[25.25 75.75] ; [ 3.75 11.25],0
b5,1,0.292395,1.108562,[67 43] ; [7 8],[65.12 44.88] ; [8.88 6.12],0
b4,1,0.319239,0.992063,[66 44] ; [11  4],[67.76 42.24] ; [9.24 5.76],0
p2,1,0.325698,0.965929,[66 44] ; [7 8],[64.24 45.76] ; [8.76 6.24],0
a6,1,0.325698,0.965929,[66 44] ; [7 8],[64.24 45.76] ; [8.76 6.24],0
p3,1,0.43062,0.62115,[26 84] ; [ 2 12],[24.83870968 85.16129032] ; [ 3.16129032 10.83870968],0
d1,1,0.467321,0.528304,[55 55] ; [6 9],[53.68 56.32] ; [7.32 7.68],0
n6,1,0.565974,0.329466,[60 50] ; [7 8],[58.96 51.04] ; [8.04 6.96],0
s7,1,0.582504,0.302204,[29 73] ; [ 3 11],[28.13793103 73.86206897] ; [ 3.86206897 10.13793103],0
n2,1,0.604976,0.267556,[21 14] ; [4 4],[20.34883721 14.65116279] ; [4.65116279 3.34883721],0
s8,1,0.646312,0.210582,[28 82] ; [ 3 12],[27.28 82.72] ; [ 3.72 11.28],0
n4,1,0.716105,0.132255,[42 68] ; [ 5 10],[41.36 68.64] ; [5.64 9.36],0
s1,1,0.718457,0.129976,[  5 105] ; [ 1 14],[  5.28 104.72] ; [ 0.72 14.28],0
p4,1,0.735626,0.114009,[32 78] ; [ 5 10],[32.56 77.44] ; [ 4.44 10.56],0
u2,1,0.745492,0.105358,[27 17] ; [5 4],[26.56603774 17.43396226] ; [5.43396226 3.56603774],0
a8,1,0.772339,0.083704,[ 5 97] ; [ 1 14],[ 5.23076923 96.76923077] ; [ 0.76923077 14.23076923],0
b3,1,0.78061,0.077576,[21 34] ; [3 6],[20.625 34.375] ; [3.375 5.625],0
b2,1,0.78061,0.077576,[21 34] ; [3 6],[20.625 34.375] ; [3.375 5.625],0
d3,1,0.784123,0.075049,[70 40] ; [9 6],[69.52 40.48] ; [9.48 5.52],0
d4,1,0.794715,0.0677,[91 19] ; [12  3],[90.64 19.36] ; [12.36  2.64],0
a7,1,0.845782,0.037831,[78 32] ; [11  4],[78.32 31.68] ; [10.68  4.32],0
a2,1,0.865483,0.028696,[13 97] ; [ 2 13],[13.2 96.8] ; [ 1.8 13.2],0
p1,1,0.924981,0.008866,[  8 101] ; [ 1 14],[  7.91129032 101.08870968] ; [ 1.08870968 13.91129032],0
n3,1,0.969263,0.001485,[21 13] ; [5 3],[21.04761905 12.95238095] ; [4.95238095 3.04761905],0
