Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00143,10.166421,[1 9] ; [18  8],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
v4,1,0.053282,3.735051,[6 4] ; [23  3],[8.05555556 1.94444444] ; [20.94444444  5.05555556],0
p11,1,0.055656,3.662308,[3 7] ; [17  9],[5.55555556 4.44444444] ; [14.44444444 11.55555556],0
b4,1,0.065501,3.392308,[9 1] ; [15 11],[6.66666667 3.33333333] ; [17.33333333  8.66666667],0
p3,1,0.067174,3.350769,[2 8] ; [14 12],[4.44444444 5.55555556] ; [11.55555556 14.44444444],0
a7,1,0.101981,2.674286,[8 2] ; [13 13],[5.83333333 4.16666667] ; [15.16666667 10.83333333],0
n6,1,0.107093,2.596603,[4 6] ; [18  8],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
p10,1,0.111568,2.531868,[6 4] ; [22  4],[7.77777778 2.22222222] ; [20.22222222  5.77777778],0
s1,1,0.11625,2.467133,[2 8] ; [ 1 25],[0.83333333 9.16666667] ; [ 2.16666667 23.83333333],0
a1,1,0.11625,2.467133,[2 8] ; [ 1 25],[0.83333333 9.16666667] ; [ 2.16666667 23.83333333],0
v2,1,0.178529,1.809829,[1 9] ; [ 8 17],[2.57142857 7.42857143] ; [ 6.42857143 18.57142857],0
d4,1,0.188313,1.730769,[5 5] ; [19  7],[6.66666667 3.33333333] ; [17.33333333  8.66666667],0
n4,1,0.211986,1.557808,[8 2] ; [15 11],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
s8,1,0.211986,1.557808,[2 8] ; [11 15],[3.61111111 6.38888889] ; [ 9.38888889 16.61111111],0
s2,1,0.211986,1.557808,[2 8] ; [11 15],[3.61111111 6.38888889] ; [ 9.38888889 16.61111111],0
v3,1,0.22133,1.495726,[4 6] ; [ 5 20],[2.57142857 7.42857143] ; [ 6.42857143 18.57142857],0
b2,1,0.236386,1.402019,[1 7] ; [ 6 11],[2.24 5.76] ; [ 4.76 12.24],0
b3,1,0.236386,1.402019,[1 7] ; [ 6 11],[2.24 5.76] ; [ 4.76 12.24],0
p1,1,0.320988,0.984919,[3 7] ; [ 4 22],[1.94444444 8.05555556] ; [ 5.05555556 20.94444444],0
p5,1,0.320988,0.984919,[3 7] ; [ 4 22],[1.94444444 8.05555556] ; [ 5.05555556 20.94444444],0
r2,1,0.349575,0.875,[9 1] ; [19  6],[8. 2.] ; [20.  5.],0
s5,1,0.356981,0.848485,[2 8] ; [ 9 16],[3.14285714 6.85714286] ; [ 7.85714286 17.14285714],0
a3,1,0.376363,0.782547,[7 2] ; [16 10],[5.91428571 3.08571429] ; [17.08571429  8.91428571],0
p6,1,0.393841,0.727049,[2 8] ; [ 9 17],[3.05555556 6.94444444] ; [ 7.94444444 18.05555556],0
b1,1,0.39638,0.719281,[5 5] ; [17  9],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
b5,1,0.39638,0.719281,[5 5] ; [17  9],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
v1,1,0.45675,0.553846,[6 4] ; [12 14],[5. 5.] ; [13. 13.],0
d2,1,0.497465,0.46034,[3 7] ; [11 15],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
a2,1,0.510835,0.432357,[2 8] ; [ 3 23],[1.38888889 8.61111111] ; [ 3.61111111 22.38888889],0
n5,1,0.51818,0.417515,[8 2] ; [18  8],[7.22222222 2.77777778] ; [18.77777778  7.22222222],0
n3,1,0.521839,0.410256,[2 1] ; [6 7],[1.5 1.5] ; [6.5 6.5],0
d3,1,0.529368,0.395604,[5 5] ; [16 10],[5.83333333 4.16666667] ; [15.16666667 10.83333333],0
p7,1,0.577155,0.310857,[3 6] ; [11 14],[3.70588235 5.29411765] ; [10.29411765 14.70588235],0
s7,1,0.577155,0.310857,[3 6] ; [11 14],[3.70588235 5.29411765] ; [10.29411765 14.70588235],0
p8,1,0.590359,0.289783,[6 4] ; [13 13],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
s6,1,0.590359,0.289783,[4 6] ; [13 13],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
a6,1,0.590359,0.289783,[6 4] ; [13 13],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
r4,1,0.598725,0.276923,[4 6] ; [ 8 18],[3.33333333 6.66666667] ; [ 8.66666667 17.33333333],0
a4,1,0.598901,0.276657,[4 5] ; [ 9 17],[3.34285714 5.65714286] ; [ 9.65714286 16.34285714],0
s3,1,0.746108,0.104831,[3 5] ; [11 14],[3.39393939 4.60606061] ; [10.60606061 14.39393939],0
d5,1,0.763208,0.090764,[6 4] ; [17  9],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
r1,1,0.835975,0.042867,[5 5] ; [12 14],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
a5,1,0.932412,0.007193,[6 4] ; [16 10],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
d1,1,0.932412,0.007193,[4 6] ; [10 16],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
