Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.395954,[43 33] ; [12 53],[29.64539007 46.35460993] ; [25.35460993 39.64539007],1
p4,1,9.5e-05,15.237831,[46 30] ; [18 47],[34.4964539 41.5035461] ; [29.5035461 35.4964539],1
p3,1,0.002468,9.164513,[38 38] ; [16 48],[29.31428571 46.68571429] ; [24.68571429 39.31428571],0
p6,1,0.003466,8.544472,[25 49] ; [ 8 56],[17.69565217 56.30434783] ; [15.30434783 48.69565217],0
p11,1,0.00406,8.257004,[56 21] ; [32 33],[47.71830986 29.28169014] ; [40.28169014 24.71830986],0
b1,1,0.004939,7.901648,[49 28] ; [26 39],[40.66901408 36.33098592] ; [34.33098592 30.66901408],0
s6,1,0.006404,7.433089,[49 28] ; [26 38],[40.95744681 36.04255319] ; [34.04255319 29.95744681],0
p2,1,0.007669,7.109229,[63 13] ; [41 24],[56.05673759 19.94326241] ; [47.94326241 17.05673759],0
n5,1,0.033764,4.506602,[38 38] ; [21 44],[31.80141844 44.19858156] ; [27.19858156 37.80141844],0
b3,1,0.039547,4.237218,[ 9 39] ; [12 18],[12.92307692 35.07692308] ; [ 8.07692308 21.92307692],0
b2,1,0.039547,4.237218,[ 9 39] ; [12 18],[12.92307692 35.07692308] ; [ 8.07692308 21.92307692],0
p10,1,0.043514,4.075323,[53 23] ; [34 30],[47.22857143 28.77142857] ; [39.77142857 24.22857143],0
n2,1,0.066076,3.377903,[18  3] ; [18 11],[15.12  5.88] ; [20.88  8.12],0
r2,1,0.072145,3.233524,[64 12] ; [61  4],[67.37588652  8.62411348] ; [57.62411348  7.37588652],0
s7,1,0.100446,2.698442,[29 43] ; [16 44],[24.54545455 47.45454545] ; [20.45454545 39.54545455],0
p1,1,0.10487,2.629881,[ 3 74] ; [ 7 57],[ 5.46099291 71.53900709] ; [ 4.53900709 59.46099291],0
p5,1,0.148673,2.085816,[ 5 72] ; [ 1 63],[ 3.27659574 73.72340426] ; [ 2.72340426 61.27659574],0
v2,1,0.152473,2.047335,[39 33] ; [25 35],[34.90909091 37.09090909] ; [29.09090909 30.90909091],0
a2,1,0.152915,2.042929,[15 62] ; [ 7 58],[11.92957746 65.07042254] ; [10.07042254 54.92957746],0
u3,1,0.159372,1.980172,[18  8] ; [19  3],[20.04166667  5.95833333] ; [16.95833333  5.04166667],0
n4,1,0.182398,1.777978,[43 34] ; [29 36],[39.04225352 37.95774648] ; [32.95774648 32.04225352],0
a4,1,0.199412,1.646673,[24 53] ; [27 38],[27.65492958 49.34507042] ; [23.34507042 41.65492958],0
n1,1,0.202194,1.626457,[ 5 15] ; [12 16],[ 7.08333333 12.91666667] ; [ 9.91666667 18.08333333],0
s8,1,0.208443,1.582209,[29 48] ; [18 47],[25.48591549 51.51408451] ; [21.51408451 43.48591549],0
r3,1,0.231334,1.43264,[72  5] ; [57  8],[69.95070423  7.04929577] ; [59.04929577  5.95070423],0
d3,1,0.242149,1.368041,[51 24] ; [38 27],[47.67857143 27.32142857] ; [41.32142857 23.67857143],0
s4,1,0.247745,1.335975,[15 62] ; [ 8 57],[12.47183099 64.52816901] ; [10.52816901 54.47183099],0
s5,1,0.363401,0.826106,[18 58] ; [10 48],[15.88059701 60.11940299] ; [12.11940299 45.88059701],0
u1,1,0.365943,0.817394,[ 8 69] ; [ 4 61],[ 6.50704225 70.49295775] ; [ 5.49295775 59.50704225],0
d4,1,0.377268,0.779585,[56 20] ; [52 13],[58.21276596 17.78723404] ; [49.78723404 15.21276596],0
u2,1,0.411039,0.675793,[22  5] ; [15  6],[20.8125  6.1875] ; [16.1875  4.8125],0
r4,1,0.441784,0.591644,[60 17] ; [54 11],[61.81690141 15.18309859] ; [52.18309859 12.81690141],0
d1,1,0.455196,0.557681,[38 39] ; [28 37],[35.78873239 41.21126761] ; [30.21126761 34.78873239],0
p9,1,0.458994,0.548348,[55 22] ; [42 22],[52.97163121 24.02836879] ; [44.02836879 19.97163121],0
b4,1,0.512996,0.427952,[42 35] ; [39 26],[43.92253521 33.07746479] ; [37.07746479 27.92253521],0
a6,1,0.5179,0.418073,[53 23] ; [42 23],[51.20567376 24.79432624] ; [43.79432624 21.20567376],0
a1,1,0.531949,0.390666,[ 4 73] ; [ 2 63],[ 3.25352113 73.74647887] ; [ 2.74647887 62.25352113],0
d5,1,0.614636,0.253478,[60 16] ; [49 16],[58.75177305 17.24822695] ; [50.24822695 14.75177305],0
s3,1,0.628116,0.234624,[40 35] ; [32 33],[38.57142857 36.42857143] ; [33.42857143 31.57142857],0
v3,1,0.648629,0.207633,[20 53] ; [18 40],[21.17557252 51.82442748] ; [16.82442748 41.17557252],0
b5,1,0.656531,0.197766,[49 28] ; [39 26],[47.71830986 29.28169014] ; [40.28169014 24.71830986],0
a8,1,0.740462,0.109721,[ 7 64] ; [ 5 56],[ 6.45454545 64.54545455] ; [ 5.54545455 55.45454545],0
d2,1,0.756127,0.096454,[30 46] ; [24 41],[29.10638298 46.89361702] ; [24.89361702 40.10638298],0
a5,1,0.77895,0.078786,[48 29] ; [42 23],[48.8028169 28.1971831] ; [41.1971831 23.8028169],0
s2,1,0.783725,0.075333,[31 45] ; [28 37],[31.80141844 44.19858156] ; [27.19858156 37.80141844],0
r1,1,0.798055,0.065467,[58 19] ; [47 17],[57.34042553 19.65957447] ; [47.65957447 16.34042553],0
n3,1,0.837881,0.041863,[15  6] ; [20  7],[15.3125  5.6875] ; [19.6875  7.3125],0
p12,1,0.84881,0.036342,[ 2 74] ; [ 2 61],[ 2.18705036 73.81294964] ; [ 1.81294964 61.18705036],0
a7,1,0.861919,0.030252,[52 25] ; [43 22],[51.51408451 25.48591549] ; [43.48591549 21.51408451],0
s1,1,0.87628,0.024238,[ 4 72] ; [ 3 61],[ 3.8 72.2] ; [ 3.2 60.8],0
v1,1,0.876693,0.024075,[33 42] ; [29 35],[33.45323741 41.54676259] ; [28.54676259 35.45323741],0
a3,1,0.879024,0.023167,[50 27] ; [43 22],[50.42957746 26.57042254] ; [42.57042254 22.42957746],0
