Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.009087,6.805556,[10  2] ; [2 6],[7.2 4.8] ; [4.8 3.2],0
a7,1,0.067889,3.333333,[8 4] ; [2 6],[6. 6.] ; [4. 4.],0
p2,1,0.067889,3.333333,[4 8] ; [6 2],[6. 6.] ; [4. 4.],0
d1,1,0.084978,2.967033,[6 6] ; [1 7],[4.2 7.8] ; [2.8 5.2],0
p3,1,0.093533,2.8125,[3 9] ; [5 3],[4.8 7.2] ; [3.2 4.8],0
b1,1,0.111017,2.539683,[10  2] ; [4 4],[8.4 3.6] ; [5.6 2.4],0
p8,1,0.111017,2.539683,[ 2 10] ; [4 4],[3.6 8.4] ; [2.4 5.6],0
p4,1,0.111017,2.539683,[ 2 10] ; [4 4],[3.6 8.4] ; [2.4 5.6],0
n6,1,0.111017,2.539683,[ 2 10] ; [4 4],[3.6 8.4] ; [2.4 5.6],0
u3,1,0.186858,1.742222,[4 1] ; [1 2],[3.125 1.875] ; [1.875 1.125],0
d3,1,0.250829,1.318681,[9 3] ; [4 4],[7.8 4.2] ; [5.2 2.8],0
a5,1,0.263552,1.25,[6 6] ; [2 6],[4.8 7.2] ; [3.2 4.8],0
s3,1,0.279642,1.168831,[ 1 10] ; [2 5],[1.83333333 9.16666667] ; [1.16666667 5.83333333],0
v3,1,0.291841,1.111111,[4 8] ; [1 7],[3. 9.] ; [2. 6.],0
d2,1,0.291841,1.111111,[4 8] ; [1 7],[3. 9.] ; [2. 6.],0
d4,1,0.291841,1.111111,[10  2] ; [5 3],[9. 3.] ; [6. 2.],0
s2,1,0.306488,1.045752,[ 1 11] ; [2 6],[ 1.8 10.2] ; [1.2 6.8],0
a4,1,0.443939,0.586081,[5 7] ; [2 6],[4.2 7.8] ; [2.8 5.2],0
p11,1,0.550097,0.357143,[3 9] ; [3 5],[3.6 8.4] ; [2.4 5.6],0
r2,1,0.552248,0.353306,[7 4] ; [4 4],[6.36842105 4.63157895] ; [4.63157895 3.36842105],0
n2,1,0.57075,0.321429,[1 5] ; [1 2],[1.33333333 4.66666667] ; [0.66666667 2.33333333],0
b5,1,0.581989,0.30303,[6 6] ; [5 3],[6.6 5.4] ; [4.4 3.6],0
n3,1,0.635256,0.225,[3 3] ; [2 1],[3.33333333 2.66666667] ; [1.66666667 1.33333333],0
n4,1,0.690328,0.15873,[4 8] ; [2 6],[3.6 8.4] ; [2.4 5.6],0
a6,1,0.690328,0.15873,[4 8] ; [2 6],[3.6 8.4] ; [2.4 5.6],0
v4,1,0.713628,0.13468,[7 5] ; [4 4],[6.6 5.4] ; [4.4 3.6],0
p10,1,0.713628,0.13468,[5 7] ; [4 4],[5.4 6.6] ; [3.6 4.4],0
p9,1,0.713628,0.13468,[5 7] ; [4 4],[5.4 6.6] ; [3.6 4.4],0
r4,1,0.760907,0.092593,[ 1 11] ; [1 7],[ 1.2 10.8] ; [0.8 7.2],0
p1,1,0.760907,0.092593,[ 1 11] ; [1 7],[ 1.2 10.8] ; [0.8 7.2],0
b4,1,0.84822,0.03663,[8 4] ; [5 3],[7.8 4.2] ; [5.2 2.8],0
u2,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
r1,1,0.852179,0.034722,[5 7] ; [3 5],[4.8 7.2] ; [3.2 4.8],0
a3,1,0.852179,0.034722,[7 5] ; [5 3],[7.2 4.8] ; [4.8 3.2],0
v1,1,0.852179,0.034722,[5 7] ; [3 5],[4.8 7.2] ; [3.2 4.8],0
s6,1,1.0,0.0,[3 9] ; [2 6],[3. 9.] ; [2. 6.],0
