Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,48.839093,[30 65] ; [52  6],[50.91503268 44.08496732] ; [31.08496732 26.91503268],1
s7,1,0.0,42.237517,[23 71] ; [43 11],[41.91891892 52.08108108] ; [24.08108108 29.91891892],1
s8,1,0.0,34.173491,[18 78] ; [38 20],[34.90909091 61.09090909] ; [21.09090909 36.90909091],1
s6,1,0.0,28.404228,[37 56] ; [48  9],[52.7 40.3] ; [32.3 24.7],1
s5,1,0.000382,12.616396,[19 73] ; [28 30],[28.82666667 63.17333333] ; [18.17333333 39.82666667],1
a3,1,0.000448,12.320224,[47 49] ; [45 13],[57.35064935 38.64935065] ; [34.64935065 23.35064935],1
p3,1,0.000652,11.6226,[28 68] ; [33 25],[38.02597403 57.97402597] ; [22.97402597 35.02597403],1
p4,1,0.001289,10.35886,[34 62] ; [36 22],[43.63636364 52.36363636] ; [26.36363636 31.63636364],0
s4,1,0.001355,10.266011,[14 83] ; [21 36],[22.04545455 74.95454545] ; [12.95454545 44.04545455],0
d1,1,0.00443,8.098679,[28 69] ; [30 28],[36.29677419 60.70322581] ; [21.70322581 36.29677419],0
v1,1,0.005201,7.808037,[24 71] ; [27 30],[31.875 63.125] ; [19.125 37.875],0
p6,1,0.006793,7.326843,[21 73] ; [25 33],[28.44736842 65.55263158] ; [17.55263158 40.44736842],0
d3,1,0.00981,6.669143,[33 64] ; [32 26],[40.67741935 56.32258065] ; [24.32258065 33.67741935],0
p10,1,0.010109,6.615621,[53 43] ; [44 14],[60.46753247 35.53246753] ; [36.53246753 21.46753247],0
n1,1,0.014608,5.963185,[ 9 27] ; [13 10],[13.42372881 22.57627119] ; [ 8.57627119 14.42372881],0
d5,1,0.018057,5.590648,[51 46] ; [41 16],[57.94805195 39.05194805] ; [34.05194805 22.94805195],0
p7,1,0.018693,5.529984,[42 53] ; [37 21],[49.05228758 45.94771242] ; [29.94771242 28.05228758],0
r1,1,0.027913,4.833449,[53 44] ; [42 16],[59.4516129 37.5483871] ; [35.5483871 22.4516129],0
a4,1,0.052555,3.758018,[34 61] ; [30 28],[39.73856209 55.26143791] ; [24.26143791 33.73856209],0
p9,1,0.062035,3.482119,[60 35] ; [45 13],[65.19607843 29.80392157] ; [39.80392157 18.19607843],0
p8,1,0.069246,3.300795,[31 66] ; [27 31],[36.29677419 60.70322581] ; [21.70322581 36.29677419],0
u3,1,0.070602,3.26896,[17 33] ; [8 5],[19.84126984 30.15873016] ; [5.15873016 7.84126984],0
r3,1,0.077875,3.108694,[72 25] ; [50  8],[76.3483871 20.6516129] ; [45.6516129 12.3483871],0
v4,1,0.092264,2.834418,[76 20] ; [52  6],[79.79220779 16.20779221] ; [48.20779221  9.79220779],0
b4,1,0.092306,2.833698,[57 40] ; [26 32],[51.94193548 45.05806452] ; [31.05806452 26.94193548],0
d4,1,0.100991,2.689817,[57 40] ; [41 16],[61.72727273 35.27272727] ; [36.27272727 20.72727273],0
p2,1,0.102258,2.669971,[60 35] ; [44 14],[64.5751634 30.4248366] ; [39.4248366 18.5751634],0
p11,1,0.121697,2.395348,[62 35] ; [44 14],[66.33548387 30.66451613] ; [39.66451613 18.33548387],0
s1,1,0.131655,2.272877,[ 4 92] ; [ 6 52],[ 6.23376623 89.76623377] ; [ 3.76623377 54.23376623],0
a5,1,0.154732,2.024973,[54 43] ; [39 19],[58.2 38.8] ; [34.8 23.2],0
r4,1,0.155005,2.022291,[63 34] ; [44 14],[66.96129032 30.03870968] ; [40.03870968 17.96129032],0
u2,1,0.163836,1.938462,[20 30] ; [8 5],[22.22222222 27.77777778] ; [5.77777778 7.22222222],0
n6,1,0.187406,1.737893,[69 28] ; [46 11],[72.43506494 24.56493506] ; [42.56493506 14.43506494],0
v3,1,0.188824,1.726771,[16 78] ; [15 43],[19.17105263 74.82894737] ; [11.82894737 46.17105263],0
a2,1,0.200993,1.635145,[ 6 91] ; [ 7 51],[ 8.13548387 88.86451613] ; [ 4.86451613 53.13548387],0
