Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,47.939572,[302  71] ; [49 55],[274.47169811  98.52830189] ; [76.52830189 27.47169811],1
d1,1,0.0,43.04963,[271 102] ; [40 65],[242.68410042 130.31589958] ; [68.31589958 36.68410042],1
d2,1,0.0,42.977198,[230 142] ; [27 78],[200.42767296 171.57232704] ; [56.57232704 48.42767296],1
a4,1,0.0,42.257443,[211 160] ; [22 83],[181.60294118 189.39705882] ; [51.39705882 53.60294118],1
u1,1,0.0,28.665493,[102 271] ; [  3 102],[ 81.93514644 291.06485356] ; [23.06485356 81.93514644],1
d5,1,1.1e-05,19.351128,[328  44] ; [74 31],[313.50943396  58.49056604] ; [88.49056604 16.50943396],1
d4,1,1.6e-05,18.566912,[327  45] ; [74 31],[312.72955975  59.27044025] ; [88.27044025 16.72955975],1
r1,1,9.4e-05,15.256869,[319  52] ; [73 32],[305.52941176  65.47058824] ; [86.47058824 18.52941176],1
p9,1,0.000634,11.673596,[340  31] ; [83 21],[330.38526316  40.61473684] ; [92.61473684 11.38526316],1
a6,1,0.000654,11.614636,[268 105] ; [57 48],[253.60878661 119.39121339] ; [71.39121339 33.60878661],1
p10,1,0.001069,10.704068,[332  37] ; [81 23],[322.19238901  46.80761099] ; [90.80761099 13.19238901],0
v2,1,0.002246,9.337123,[225 138] ; [46 56],[211.55483871 151.44516129] ; [59.44516129 42.55483871],0
d3,1,0.002464,9.167495,[289  84] ; [66 39],[277.01882845  95.98117155] ; [77.98117155 27.01882845],0
p11,1,0.006702,7.351179,[319  54] ; [78 27],[309.79288703  63.20711297] ; [87.20711297 17.79288703],0
s5,1,0.007254,7.208873,[153 204] ; [28 72],[141.39387309 215.60612691] ; [39.60612691 60.39387309],0
b3,1,0.007768,7.086256,[106 144] ; [13 43],[ 97.22222222 152.77777778] ; [21.77777778 34.22222222],0
b2,1,0.007768,7.086256,[106 144] ; [13 43],[ 97.22222222 152.77777778] ; [21.77777778 34.22222222],0
s8,1,0.010219,6.596301,[200 169] ; [42 63],[188.39240506 180.60759494] ; [53.60759494 51.39240506],0
v1,1,0.012481,6.241209,[232 130] ; [52 51],[221.09247312 140.90752688] ; [62.90752688 40.09247312],0
n4,1,0.014126,6.022303,[326  46] ; [82 23],[318.18867925  53.81132075] ; [89.81132075 15.18867925],0
s7,1,0.016213,5.779631,[216 138] ; [46 51],[205.64966741 148.35033259] ; [56.35033259 40.64966741],0
r2,1,0.017322,5.663462,[351  16] ; [94 11],[346.00635593  20.99364407] ; [98.99364407  6.00635593],0
a7,1,0.033506,4.519745,[289  84] ; [70 34],[280.72746331  92.27253669] ; [78.27253669 25.72746331],0
s2,1,0.039552,4.237017,[218 149] ; [50 54],[208.82377919 158.17622081] ; [59.17622081 44.82377919],0
s6,1,0.058287,3.585461,[276  86] ; [69 34],[268.58064516  93.41935484] ; [76.41935484 26.58064516],0
a1,1,0.07063,3.268325,[ 24 349] ; [  2 103],[ 20.28870293 352.71129707] ; [ 5.71129707 99.28870293],0
p6,1,0.089119,2.89021,[195 175] ; [45 59],[187.34177215 182.65822785] ; [52.65822785 51.34177215],0
n5,1,0.095404,2.780738,[322  50] ; [84 21],[316.62893082  55.37106918] ; [89.37106918 15.62893082],0
p7,1,0.124448,2.360423,[276  94] ; [69 34],[269.87315011 100.12684989] ; [75.12684989 27.87315011],0
p8,1,0.139578,2.182604,[246 124] ; [61 43],[239.64135021 130.35864979] ; [67.35864979 36.64135021],0
u4,1,0.14496,2.124504,[ 14 358] ; [  1 104],[ 11.69811321 360.30188679] ; [  3.30188679 101.69811321],0
p5,1,0.188504,1.72927,[ 62 309] ; [23 80],[ 66.52953586 304.47046414] ; [18.47046414 84.52953586],0
s4,1,0.199464,1.646294,[ 70 297] ; [14 89],[ 65.59148936 301.40851064] ; [18.40851064 84.59148936],0
u3,1,0.254044,1.300925,[44 26] ; [29 26],[40.88 29.12] ; [32.12 22.88],0
p12,1,0.278128,1.176215,[ 42 330] ; [ 8 97],[ 38.99371069 333.00628931] ; [11.00628931 93.99371069],0
r4,1,0.278656,1.173632,[346  27] ; [94 11],[343.34728033  29.65271967] ; [96.65271967  8.34728033],0
p3,1,0.326774,0.961639,[263 109] ; [69 36],[258.91823899 113.08176101] ; [73.08176101 31.91823899],0
s1,1,0.360012,0.837852,[ 11 359] ; [ 5 99],[ 12.48945148 357.51054852] ; [  3.51054852 100.48945148],0
b1,1,0.391865,0.733147,[145 228] ; [36 69],[141.24058577 231.75941423] ; [39.75941423 65.24058577],0
