Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,62.235646,[150 104] ; [ 30 126],[111.51219512 142.48780488] ; [68.48780488 87.51219512],1
v1,1,3e-06,22.087163,[176  83] ; [70 87],[153.15865385 105.84134615] ; [92.84134615 64.15865385],1
p3,1,0.005619,7.668693,[179  80] ; [88 70],[165.83453237  93.16546763] ; [101.16546763  56.83453237],0
r1,1,0.014276,6.003695,[231  29] ; [125  31],[222.5  37.5] ; [133.5  22.5],0
u1,1,0.018039,5.592404,[ 69 192] ; [ 26 132],[ 59.17661098 201.82338902] ; [ 35.82338902 122.17661098],0
r2,1,0.019728,5.435798,[248   8] ; [143  13],[242.95145631  13.04854369] ; [148.04854369   7.95145631],0
v4,1,0.021149,5.314491,[250   7] ; [146  12],[245.23373494  11.76626506] ; [150.76626506   7.23373494],0
s7,1,0.021295,5.302516,[155  96] ; [75 75],[143.96508728 107.03491272] ; [86.03491272 63.96508728],0
d4,1,0.024725,5.04304,[232  28] ; [127  29],[224.375  35.625] ; [134.625  21.375],0
p10,1,0.024889,5.031567,[235  24] ; [130  26],[227.79518072  31.20481928] ; [137.20481928  18.79518072],0
a6,1,0.033428,4.523716,[198  61] ; [105  52],[188.64663462  70.35336538] ; [114.35336538  42.64663462],0
r3,1,0.038515,4.282143,[253   6] ; [148  10],[249.06235012   9.93764988] ; [151.93764988   6.06235012],0
s4,1,0.052388,3.763338,[ 36 224] ; [ 33 123],[ 43.125 216.875] ; [ 25.875 130.125],0
d1,1,0.074323,3.184866,[187  74] ; [100  58],[178.77565632  82.22434368] ; [108.22434368  49.77565632],0
b1,1,0.083222,3.00082,[103 158] ; [76 82],[111.50119332 149.49880668] ; [67.49880668 90.50119332],0
d5,1,0.092137,2.83663,[233  27] ; [131  25],[227.5  32.5] ; [136.5  19.5],0
a3,1,0.100894,2.691358,[219  41] ; [123  35],[212.72727273  47.27272727] ; [129.27272727  28.72727273],0
p9,1,0.104862,2.629989,[238  22] ; [135  21],[233.125  26.875] ; [139.875  16.125],0
n2,1,0.11936,2.425694,[31  6] ; [26 12],[28.12  8.88] ; [28.88  9.12],0
a2,1,0.121395,2.399232,[ 90 171] ; [ 43 115],[ 82.84725537 178.15274463] ; [ 50.15274463 107.84725537],0
d2,1,0.12755,2.322074,[154 106] ; [81 76],[146.52278177 113.47721823] ; [88.47721823 68.52278177],0
n5,1,0.14439,2.130534,[209  48] ; [119  39],[203.12289157  53.87710843] ; [124.87710843  33.12289157],0
b4,1,0.155269,2.019708,[154 107] ; [82 76],[147.0071599 113.9928401] ; [88.9928401 69.0071599],0
a8,1,0.163415,1.942342,[ 44 186] ; [ 20 127],[ 39.04509284 190.95490716] ; [ 24.95490716 122.04509284],0
s5,1,0.192915,1.695216,[115 139] ; [60 95],[108.6797066 145.3202934] ; [66.3202934 88.6797066],0
d3,1,0.200208,1.640858,[197  63] ; [110  47],[191.41486811  68.58513189] ; [115.58513189  41.41486811],0
s2,1,0.221852,1.492348,[143 116] ; [77 80],[136.97115385 122.02884615] ; [83.02884615 73.97115385],0
