Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4.8e-05,16.514781,[45 62] ; [105  51],[61.02661597 45.97338403] ; [88.97338403 67.02661597],1
p2,1,0.138489,2.194667,[87 20] ; [138  19],[91.19318182 15.80681818] ; [133.80681818  23.19318182],0
a2,1,0.150586,2.066305,[25 83] ; [ 49 108],[30.15849057 77.84150943] ; [ 43.84150943 113.15849057],0
r3,1,0.192456,1.698712,[99  7] ; [152   5],[101.1634981   4.8365019] ; [149.8365019   7.1634981],0
r4,1,0.204691,1.608586,[101   7] ; [152   5],[103.10943396   4.89056604] ; [149.89056604   7.10943396],0
u1,1,0.207555,1.5884,[21 87] ; [ 41 116],[25.26792453 82.73207547] ; [ 36.73207547 120.26792453],0
s1,1,0.222138,1.490506,[  7 101] ; [  5 148],[  4.96551724 103.03448276] ; [  7.03448276 145.96551724],0
a8,1,0.300454,1.072176,[10 85] ; [ 22 123],[12.66666667 82.33333333] ; [ 19.33333333 125.66666667],0
s4,1,0.307683,1.040595,[30 76] ; [ 35 119],[26.5 79.5] ; [ 38.5 115.5],0
u4,1,0.340335,0.909169,[  1 107] ; [  4 153],[  2.03773585 105.96226415] ; [  2.96226415 154.03773585],0
d2,1,0.34214,0.902396,[54 53] ; [88 68],[57.77186312 49.22813688] ; [84.22813688 71.77186312],0
r2,1,0.363182,0.826859,[103   5] ; [152   4],[104.31818182   3.68181818] ; [150.68181818   5.31818182],0
p12,1,0.367985,0.810456,[11 96] ; [ 22 135],[13.375 93.625] ; [ 19.625 137.375],0
u3,1,0.393788,0.727212,[20 15] ; [17  8],[21.58333333 13.41666667] ; [15.41666667  9.58333333],0
b2,1,0.402927,0.699573,[24 39] ; [43 53],[26.54716981 36.45283019] ; [40.45283019 55.54716981],0
b3,1,0.402927,0.699573,[24 39] ; [43 53],[26.54716981 36.45283019] ; [40.45283019 55.54716981],0
n3,1,0.469066,0.524176,[20  5] ; [20  8],[18.86792453  6.13207547] ; [21.13207547  6.86792453],0
n1,1,0.486543,0.484162,[11 14] ; [15 13],[12.26415094 12.73584906] ; [13.73584906 14.26415094],0
a7,1,0.587592,0.29412,[73 34] ; [112  45],[74.98106061 32.01893939] ; [110.01893939  46.98106061],0
s7,1,0.629791,0.232344,[65 37] ; [100  50],[66.78571429 35.21428571] ; [98.21428571 51.78571429],0
s6,1,0.664631,0.187947,[91 14] ; [138  18],[92.12643678 12.87356322] ; [136.87356322  19.12643678],0
p1,1,0.682164,0.1677,[13 93] ; [ 22 135],[14.10646388 91.89353612] ; [ 20.89353612 136.10646388],0
b1,1,0.748083,0.103149,[42 66] ; [58 99],[40.75471698 67.24528302] ; [59.24528302 97.75471698],0
a1,1,0.801397,0.063272,[  7 101] ; [  9 148],[  6.52075472 101.47924528] ; [  9.47924528 147.52075472],0
u2,1,0.815729,0.054308,[16 18] ; [11 14],[15.55932203 18.44067797] ; [11.44067797 13.55932203],0
a6,1,0.821788,0.050736,[70 38] ; [99 57],[69.13636364 38.86363636] ; [99.86363636 56.13636364],0
b4,1,0.949559,0.004002,[67 41] ; [98 59],[67.24528302 40.75471698] ; [97.75471698 59.24528302],0
