Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4.8e-05,16.514781,[45 62] ; [105  51],[61.02661597 45.97338403] ; [88.97338403 67.02661597],1
v2,1,0.000172,14.114529,[48 58] ; [105  48],[62.61776062 43.38223938] ; [90.38223938 62.61776062],1
s2,1,0.000237,13.516291,[65 43] ; [126  30],[78.13636364 29.86363636] ; [112.86363636  43.13636364],1
d1,1,0.000602,11.771188,[57 51] ; [115  42],[70.09811321 37.90188679] ; [101.90188679  55.09811321],1
n5,1,0.000714,11.452487,[79 29] ; [140  17],[89.25283019 18.74716981] ; [129.74716981  27.25283019],1
d5,1,0.000779,11.290763,[81 27] ; [141  15],[90.81818182 17.18181818] ; [131.18181818  24.81818182],1
a3,1,0.001097,10.656338,[73 35] ; [132  24],[83.86363636 24.13636364] ; [121.13636364  34.86363636],0
v3,1,0.001103,10.645593,[35 70] ; [84 72],[47.87356322 57.12643678] ; [71.12643678 84.87356322],0
p10,1,0.001774,9.769876,[87 19] ; [147   9],[94.67175573 11.32824427] ; [139.32824427  16.67175573],0
d4,1,0.002284,9.306345,[84 23] ; [143  13],[92.35361217 14.64638783] ; [134.64638783  21.35361217],0
p8,1,0.002461,9.169522,[52 54] ; [105  50],[63.76245211 42.23754789] ; [93.23754789 61.76245211],0
p7,1,0.009235,6.776897,[67 37] ; [121  32],[76.07782101 27.92217899] ; [111.92217899  41.07782101],0
a5,1,0.009713,6.686762,[80 28] ; [136  21],[88.03018868 19.96981132] ; [127.96981132  29.03018868],0
p9,1,0.009981,6.638298,[88 16] ; [147   9],[94. 10.] ; [141.  15.],0
n4,1,0.010434,6.559332,[80 28] ; [135  21],[87.95454545 20.04545455] ; [127.04545455  28.95454545],0
s3,1,0.012082,6.298767,[64 43] ; [114  39],[73.25384615 33.74615385] ; [104.74615385  48.25384615],0
p4,1,0.012652,6.21719,[64 43] ; [116  40],[73.23193916 33.76806084] ; [106.76806084  49.23193916],0
p6,1,0.01667,5.730802,[42 66] ; [83 71],[51.52671756 56.47328244] ; [73.47328244 80.52671756],0
v4,1,0.0448,4.026165,[101   6] ; [154   2],[103.74524715   3.25475285] ; [151.25475285   4.74524715],0
d3,1,0.052108,3.772302,[70 38] ; [119  38],[77.02641509 30.97358491] ; [111.97358491  45.02641509],0
p5,1,0.058756,3.572162,[18 89] ; [ 42 115],[24.31818182 82.68181818] ; [ 35.68181818 121.31818182],0
p3,1,0.068899,3.309065,[56 52] ; [99 58],[63.16981132 44.83018868] ; [91.83018868 65.16981132],0
p11,1,0.072404,3.227651,[82 26] ; [133  24],[87.62264151 20.37735849] ; [127.37735849  29.62264151],0
b5,1,0.09602,2.770441,[50 58] ; [89 68],[56.6490566 51.3509434] ; [82.3509434 74.6490566],0
a4,1,0.09602,2.770441,[50 58] ; [89 68],[56.6490566 51.3509434] ; [82.3509434 74.6490566],0
r1,1,0.105521,2.620055,[87 21] ; [137  19],[91.63636364 16.36363636] ; [132.36363636  23.63636364],0
n2,1,0.125498,2.347328,[19  7] ; [25  3],[21.18518519  4.81481481] ; [22.81481481  5.18518519],0
