Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,43.254583,[286  80] ; [57 65],[257.25 108.75] ; [85.75 36.25],1
d3,1,0.0,40.060789,[287  79] ; [59 63],[259.5 106.5] ; [86.5 35.5],1
a2,1,0.000188,13.944356,[103 263] ; [ 14 108],[ 87.75 278.25] ; [29.25 92.75],1
b5,1,0.000325,12.921567,[241 125] ; [58 64],[224.25 141.75] ; [74.75 47.25],1
u1,1,0.000578,11.847079,[ 73 293] ; [  8 114],[ 60.75 305.25] ; [ 20.25 101.75],1
b1,1,0.003369,8.596158,[120 246] ; [58 64],[133.5 232.5] ; [44.5 77.5],0
u3,1,0.013938,6.045983,[67 39] ; [10 17],[61.36842105 44.63157895] ; [15.63157895 11.36842105],0
p8,1,0.014124,6.022533,[158 203] ; [38 84],[146.49275362 214.50724638] ; [49.50724638 72.49275362],0
s1,1,0.016447,5.754446,[  6 354] ; [  7 115],[  9.70954357 350.29045643] ; [  3.29045643 118.70954357],0
r3,1,0.024456,5.061995,[345  20] ; [108  14],[339.5174538  25.4825462] ; [113.4825462   8.5174538],0
d1,1,0.036057,4.394422,[251 115] ; [71 51],[241.5 124.5] ; [80.5 41.5],0
r4,1,0.05763,3.604306,[322  44] ; [99 23],[315.75  50.25] ; [105.25  16.75],0
s5,1,0.063246,3.450154,[ 93 263] ; [41 76],[100.85412262 255.14587738] ; [33.14587738 83.85412262],0
b2,1,0.085162,2.963534,[ 61 151] ; [30 46],[ 66.98611111 145.01388889] ; [24.01388889 51.98611111],0
b3,1,0.085162,2.963534,[ 61 151] ; [30 46],[ 66.98611111 145.01388889] ; [24.01388889 51.98611111],0
p2,1,0.08707,2.927735,[289  75] ; [87 34],[282.19381443  81.80618557] ; [93.80618557 27.19381443],0
r1,1,0.08935,2.886049,[295  66] ; [91 31],[288.5010352  72.4989648] ; [97.4989648 24.5010352],0
a3,1,0.127874,2.318127,[259 107] ; [95 27],[265.5 100.5] ; [88.5 33.5],0
v4,1,0.140742,2.169832,[338  24] ; [108  13],[334.26915114  27.73084886] ; [111.73084886   9.26915114],0
d4,1,0.143899,2.135758,[322  44] ; [101  21],[317.25  48.75] ; [105.75  16.25],0
p5,1,0.145849,2.115142,[ 22 340] ; [ 12 108],[ 25.53526971 336.46473029] ; [  8.46473029 111.53526971],0
u2,1,0.147458,2.098354,[61 44] ; [11 15],[57.70992366 47.29007634] ; [14.29007634 11.70992366],0
p9,1,0.150722,2.06493,[285  73] ; [88 32],[279.35983264  78.64016736] ; [93.64016736 26.35983264],0
r2,1,0.15402,2.03198,[341  20] ; [108  11],[337.68541667  23.31458333] ; [111.31458333   7.68541667],0
a4,1,0.156503,2.00769,[160 205] ; [62 59],[166.72839506 198.27160494] ; [55.27160494 65.72839506],0
n1,1,0.192204,1.700646,[28 57] ; [18 22],[31.28 53.72] ; [14.72 25.28],0
v1,1,0.228131,1.452477,[158 194] ; [61 58],[163.66878981 188.33121019] ; [55.33121019 63.66878981],0
n5,1,0.228942,1.447421,[249 114] ; [90 31],[254.25 108.75] ; [84.75 36.25],0
n4,1,0.2513,1.31606,[261 104] ; [93 28],[265.86419753  99.13580247] ; [88.13580247 32.86419753],0
