Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,79.111974,[ 60 163] ; [96 30],[ 99.67908309 123.32091691] ; [56.32091691 69.67908309],1
s6,1,0.0,35.558927,[112 114] ; [106  24],[138.39325843  87.60674157] ; [79.60674157 50.39325843],1
s3,1,0.0,34.365521,[ 89 136] ; [94 37],[115.66011236 109.33988764] ; [67.33988764 63.66011236],1
s2,1,0.0,31.955352,[ 78 151] ; [85 46],[103.68611111 125.31388889] ; [59.31388889 71.68611111],1
u1,1,0.000435,12.375373,[ 23 208] ; [ 31 100],[ 34.45856354 196.54143646] ; [ 19.54143646 111.45856354],1
a3,1,0.000546,11.950851,[138  92] ; [102  29],[152.90858726  77.09141274] ; [87.09141274 43.90858726],1
d1,1,0.001911,9.633165,[109 122] ; [84 47],[123.15745856 107.84254144] ; [69.84254144 61.15745856],0
d2,1,0.002415,9.204252,[ 91 137] ; [74 57],[104.79108635 123.20891365] ; [60.20891365 70.79108635],0
a2,1,0.00271,8.993397,[ 35 196] ; [37 94],[ 45.94475138 185.05524862] ; [ 26.05524862 104.94475138],0
p10,1,0.002788,8.941133,[159  66] ; [111  20],[170.64606742  54.35393258] ; [99.35393258 31.64606742],0
p9,1,0.00286,8.894471,[164  59] ; [114  17],[175.12429379  47.87570621] ; [102.87570621  28.12429379],0
n4,1,0.00424,8.178085,[160  70] ; [109  22],[171.38504155  58.61495845] ; [97.61495845 33.38504155],0
r1,1,0.004774,7.963271,[157  74] ; [107  24],[168.4640884  62.5359116] ; [95.5359116 35.4640884],0
v3,1,0.008974,6.828055,[ 53 175] ; [46 81],[ 63.58309859 164.41690141] ; [35.41690141 91.58309859],0
p3,1,0.013094,6.156303,[ 83 146] ; [65 66],[ 94.14444444 134.85555556] ; [53.85555556 77.14444444],0
r4,1,0.014773,5.943375,[190  41] ; [120  11],[197.81767956  33.18232044] ; [112.18232044  18.81767956],0
a5,1,0.017458,5.649757,[142  88] ; [97 34],[152.27146814  77.72853186] ; [86.72853186 44.27146814],0
p6,1,0.024484,5.060042,[ 60 168] ; [49 81],[ 69.41899441 158.58100559] ; [39.58100559 90.41899441],0
p4,1,0.028873,4.775168,[104 122] ; [76 55],[113.94957983 112.05042017] ; [66.05042017 64.94957983],0
p8,1,0.051865,3.780124,[ 95 133] ; [68 62],[103.81005587 124.18994413] ; [59.18994413 70.81005587],0
p12,1,0.058144,3.589552,[ 11 218] ; [ 13 117],[ 15.3091922 213.6908078] ; [  8.6908078 121.3091922],0
n5,1,0.06436,3.421314,[157  72] ; [101  29],[164.57381616  64.42618384] ; [93.42618384 36.57381616],0
b3,1,0.07118,3.255606,[35 90] ; [31 46],[40.84158416 84.15841584] ; [25.15841584 51.84158416],0
b2,1,0.07118,3.255606,[35 90] ; [31 46],[40.84158416 84.15841584] ; [25.15841584 51.84158416],0
n2,1,0.089819,2.877611,[49 17] ; [24 17],[45.02803738 20.97196262] ; [27.97196262 13.02803738],0
d4,1,0.107341,2.592944,[172  57] ; [108  23],[178.11111111  50.88888889] ; [101.88888889  29.11111111],0
b5,1,0.109389,2.563031,[133  98] ; [64 67],[125.70994475 105.29005525] ; [71.29005525 59.70994475],0
s5,1,0.111201,2.537066,[ 62 163] ; [45 81],[ 68.58974359 156.41025641] ; [38.41025641 87.58974359],0
u3,1,0.138402,2.195637,[39 52] ; [17 12],[42.46666667 48.53333333] ; [13.53333333 15.46666667],0
u2,1,0.168473,1.89648,[40 51] ; [17 12],[43.225 47.775] ; [13.775 15.225],0
a4,1,0.181825,1.782642,[ 85 144] ; [58 73],[ 90.96388889 138.03611111] ; [52.03611111 78.96388889],0
v2,1,0.211122,1.563714,[ 86 138] ; [57 69],[ 91.52 132.48] ; [51.48 74.52],0
d5,1,0.211331,1.562283,[171  59] ; [105  26],[175.84487535  54.15512465] ; [100.15512465  30.84487535],0
p7,1,0.258554,1.276485,[119 104] ; [78 53],[124.09887006  98.90112994] ; [72.90112994 58.09887006],0
r2,1,0.322908,0.97713,[205  23] ; [120   9],[207.56302521  20.43697479] ; [117.43697479  11.56302521],0
a1,1,0.340816,0.907359,[ 12 219] ; [  4 127],[ 10.20994475 220.79005525] ; [  5.79005525 125.20994475],0
v4,1,0.371676,0.798053,[212  18] ; [124   7],[214.07202216  15.92797784] ; [121.92797784   9.07202216],0
n1,1,0.382101,0.76393,[20 45] ; [16 25],[22.0754717 42.9245283] ; [13.9245283 27.0754717],0
b4,1,0.409059,0.681535,[139  92] ; [73 58],[135.28176796  95.71823204] ; [76.71823204 54.28176796],0
