Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.17785,[41 77] ; [38  6],[57.54320988 60.45679012] ; [21.45679012 22.54320988],1
p12,1,0.001968,9.579473,[  2 120] ; [ 6 40],[  5.80952381 116.19047619] ; [ 2.19047619 43.80952381],0
b1,1,0.003922,8.319716,[47 75] ; [ 7 39],[39.21428571 82.78571429] ; [14.78571429 31.21428571],0
r1,1,0.008034,7.025836,[77 44] ; [39  7],[84.04790419 36.95209581] ; [31.95209581 14.04790419],0
v1,1,0.010283,6.585256,[49 71] ; [29 17],[56.38554217 63.61445783] ; [21.61445783 24.38554217],0
a7,1,0.011313,6.415408,[85 36] ; [41  5],[91.29341317 29.70658683] ; [34.70658683 11.29341317],0
p10,1,0.023801,5.109052,[100  22] ; [44  2],[104.57142857  17.42857143] ; [39.42857143  6.57142857],0
s6,1,0.048523,3.891794,[69 53] ; [33 12],[74.51497006 47.48502994] ; [27.48502994 17.51497006],0
u2,1,0.078208,3.101754,[26 26] ; [12  4],[29.05882353 22.94117647] ; [8.94117647 7.05882353],0
d3,1,0.081748,3.029802,[80 40] ; [37  9],[84.57831325 35.42168675] ; [32.42168675 13.57831325],0
b5,1,0.098799,2.724828,[83 39] ; [25 21],[78.42857143 43.57142857] ; [29.57142857 16.42857143],0
n1,1,0.110256,2.550545,[11 28] ; [ 2 18],[ 8.59322034 30.40677966] ; [ 4.40677966 15.59322034],0
s8,1,0.133883,2.246897,[38 84] ; [20 26],[42.11904762 79.88095238] ; [15.88095238 30.11904762],0
r4,1,0.14648,2.108525,[97 25] ; [41  5],[100.21428571  21.78571429] ; [37.78571429  8.21428571],0
a5,1,0.149195,2.080462,[70 52] ; [32 14],[74.07142857 47.92857143] ; [27.92857143 18.07142857],0
p5,1,0.164353,1.933714,[  6 116] ; [ 5 41],[  7.98809524 114.01190476] ; [ 3.01190476 42.98809524],0
u1,1,0.178468,1.810332,[ 10 112] ; [ 7 39],[ 12.3452381 109.6547619] ; [ 4.6547619 41.3452381],0
d1,1,0.192645,1.697272,[50 72] ; [24 22],[53.73809524 68.26190476] ; [20.26190476 25.73809524],0
v4,1,0.20024,1.640623,[112   9] ; [45  1],[113.75449102   7.24550898] ; [43.24550898  2.75449102],0
p7,1,0.206572,1.59529,[62 54] ; [29 16],[65.56521739 50.43478261] ; [25.43478261 19.56521739],0
b3,1,0.214507,1.540746,[16 41] ; [ 9 12],[18.26923077 38.73076923] ; [ 6.73076923 14.26923077],0
b2,1,0.214507,1.540746,[16 41] ; [ 9 12],[18.26923077 38.73076923] ; [ 6.73076923 14.26923077],0
p8,1,0.222334,1.489241,[53 68] ; [25 21],[56.51497006 64.48502994] ; [21.48502994 24.51497006],0
a2,1,0.22983,1.44191,[ 15 107] ; [ 9 37],[ 17.42857143 104.57142857] ; [ 6.57142857 39.42857143],0
d5,1,0.25168,1.313956,[81 40] ; [35 11],[84.04790419 36.95209581] ; [31.95209581 14.04790419],0
a6,1,0.252835,1.30757,[76 46] ; [33 13],[79.1547619 42.8452381] ; [29.8452381 16.1547619],0
b4,1,0.255608,1.292389,[65 57] ; [29 17],[68.26190476 53.73809524] ; [25.73809524 20.26190476],0
d4,1,0.272338,1.204931,[91 31] ; [38  8],[93.67857143 28.32142857] ; [35.32142857 10.67857143],0
s7,1,0.326724,0.96184,[36 82] ; [17 27],[38.60493827 79.39506173] ; [14.39506173 29.60493827],0
r2,1,0.335106,0.929064,[107  14] ; [43  3],[108.68263473  12.31736527] ; [41.31736527  4.68263473],0
a3,1,0.335711,0.926742,[69 52] ; [30 16],[71.73053892 49.26946108] ; [27.26946108 18.73053892],0
p6,1,0.338008,0.917972,[33 88] ; [ 9 36],[30.61445783 90.38554217] ; [11.38554217 33.61445783],0
a8,1,0.412873,0.670513,[  6 108] ; [ 1 43],[  5.05063291 108.94936709] ; [ 1.94936709 42.05063291],0
p11,1,0.481887,0.49459,[89 33] ; [36 10],[90.77380952 31.22619048] ; [34.22619048 11.77380952],0
s5,1,0.562895,0.334716,[37 83] ; [16 29],[38.54545455 81.45454545] ; [14.45454545 30.54545455],0
n2,1,0.563199,0.334196,[30  9] ; [14  6],[29.08474576  9.91525424] ; [14.91525424  5.08474576],0
p2,1,0.583306,0.30092,[99 23] ; [39  7],[100.21428571  21.78571429] ; [37.78571429  8.21428571],0
s4,1,0.621353,0.243971,[31 91] ; [10 36],[29.77380952 92.22619048] ; [11.22619048 34.77380952],0
s3,1,0.624384,0.239753,[58 63] ; [24 22],[59.41317365 61.58682635] ; [22.58682635 23.41317365],0
d2,1,0.716713,0.131664,[38 84] ; [13 33],[37.03571429 84.96428571] ; [13.96428571 32.03571429],0
r3,1,0.717117,0.131272,[112  10] ; [43  3],[112.55952381   9.44047619] ; [42.44047619  3.55952381],0
n3,1,0.74199,0.108386,[27 12] ; [13  7],[26.44067797 12.55932203] ; [13.55932203  6.44067797],0
p4,1,0.755372,0.097072,[52 69] ; [21 25],[52.89221557 68.10778443] ; [20.10778443 25.89221557],0
u3,1,0.770785,0.084884,[29 23] ; [9 6],[29.49253731 22.50746269] ; [8.50746269 6.49253731],0
s2,1,0.778399,0.07919,[56 66] ; [20 26],[55.19047619 66.80952381] ; [20.80952381 25.19047619],0
p1,1,0.822378,0.050395,[  7 115] ; [ 3 42],[  7.30538922 114.69461078] ; [ 2.69461078 42.30538922],0
p3,1,0.914725,0.011466,[44 78] ; [17 29],[44.29761905 77.70238095] ; [16.70238095 29.29761905],0
n6,1,0.916012,0.011121,[83 39] ; [31 14],[83.28143713 38.71856287] ; [30.71856287 14.28143713],0
n5,1,0.918392,0.010498,[48 72] ; [18 28],[47.71084337 72.28915663] ; [18.28915663 27.71084337],0
a1,1,0.942479,0.005206,[  5 117] ; [ 2 44],[  5.08333333 116.91666667] ; [ 1.91666667 44.08333333],0
a4,1,0.989278,0.000181,[37 85] ; [14 32],[37.03571429 84.96428571] ; [13.96428571 32.03571429],0
