Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8e-06,19.974422,[28 24] ; [13 65],[16.4 35.6] ; [24.6 53.4],1
p3,1,0.000305,13.036519,[26 25] ; [16 62],[16.60465116 34.39534884] ; [25.39534884 52.60465116],1
s6,1,0.000457,12.282535,[34 17] ; [27 50],[24.3046875 26.6953125] ; [36.6953125 40.3046875],1
p2,1,0.000927,10.96875,[41 11] ; [39 39],[32. 20.] ; [48. 30.],1
p1,1,0.00772,7.097225,[ 8 44] ; [ 2 75],[ 4.03100775 47.96899225] ; [ 5.96899225 71.03100775],0
a3,1,0.018034,5.592847,[25 27] ; [53 24],[31.44186047 20.55813953] ; [46.55813953 30.44186047],0
s3,1,0.019356,5.469018,[31 20] ; [31 47],[24.51162791 26.48837209] ; [37.48837209 40.51162791],0
r4,1,0.019741,5.434645,[49  3] ; [62 16],[44.4  7.6] ; [66.6 11.4],0
d3,1,0.023897,5.102099,[37 15] ; [40 38],[30.8 21.2] ; [46.2 31.8],0
v3,1,0.029614,4.731549,[23 29] ; [19 55],[17.33333333 34.66666667] ; [24.66666667 49.33333333],0
u2,1,0.034625,4.46359,[10 16] ; [17  8],[13.76470588 12.23529412] ; [13.23529412 11.76470588],0
p6,1,0.034736,4.458104,[14 36] ; [10 67],[ 9.4488189 40.5511811] ; [14.5511811 62.4488189],0
s4,1,0.042809,4.102945,[10 40] ; [ 6 71],[ 6.2992126 43.7007874] ; [ 9.7007874 67.2992126],0
r3,1,0.053351,3.732904,[50  2] ; [66 11],[46.75968992  5.24031008] ; [69.24031008  7.75968992],0
v4,1,0.056831,3.62753,[49  3] ; [63 13],[45.5  6.5] ; [66.5  9.5],0
p5,1,0.062617,3.466667,[ 4 48] ; [ 1 77],[ 2. 50.] ; [ 3. 75.],0
u1,1,0.084873,2.969022,[11 41] ; [ 8 70],[ 7.6 44.4] ; [11.4 66.6],0
p7,1,0.119222,2.427507,[27 24] ; [30 47],[22.7109375 28.2890625] ; [34.2890625 42.7109375],0
v2,1,0.128658,2.308627,[26 25] ; [28 47],[21.85714286 29.14285714] ; [32.14285714 42.85714286],0
n6,1,0.132258,2.265795,[38 14] ; [47 31],[34. 18.] ; [51. 27.],0
u3,1,0.135672,2.22637,[14 13] ; [18  7],[16.61538462 10.38461538] ; [15.38461538  9.61538462],0
d5,1,0.142502,2.150735,[42 10] ; [54 24],[38.4 13.6] ; [57.6 20.4],0
a7,1,0.157162,2.001327,[38 14] ; [47 30],[34.26356589 17.73643411] ; [50.73643411 26.26356589],0
s1,1,0.188343,1.73053,[ 2 49] ; [ 8 70],[ 3.95348837 47.04651163] ; [ 6.04651163 71.95348837],0
d2,1,0.220102,1.503704,[28 24] ; [33 44],[24.58914729 27.41085271] ; [36.41085271 40.58914729],0
p11,1,0.222576,1.487685,[31 21] ; [38 40],[27.6 24.4] ; [41.4 36.6],0
n2,1,0.226101,1.465222,[11  3] ; [18 12],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
a5,1,0.235187,1.409214,[36 16] ; [46 32],[32.8 19.2] ; [49.2 28.8],0
n3,1,0.255623,1.292308,[11  4] ; [15 12],[9.28571429 5.71428571] ; [16.71428571 10.28571429],0
s7,1,0.276964,1.181929,[19 31] ; [20 50],[16.25 33.75] ; [22.75 47.25],0
a4,1,0.306356,1.046319,[17 34] ; [33 45],[19.76744186 31.23255814] ; [30.23255814 47.76744186],0
d1,1,0.315844,1.006081,[28 24] ; [35 43],[25.2 26.8] ; [37.8 40.2],0
a8,1,0.329564,0.950612,[ 3 41] ; [ 9 63],[ 4.55172414 39.44827586] ; [ 7.44827586 64.55172414],0
s5,1,0.353099,0.862289,[12 39] ; [13 64],[ 9.9609375 41.0390625] ; [15.0390625 61.9609375],0
n5,1,0.385561,0.752896,[32 20] ; [42 36],[29.6 22.4] ; [44.4 33.6],0
n1,1,0.39329,0.728745,[ 5 10] ; [14 16],[6.33333333 8.66666667] ; [12.66666667 17.33333333],0
d4,1,0.405839,0.690958,[37 15] ; [59 17],[39. 13.] ; [57. 19.],0
n4,1,0.437872,0.601852,[38 14] ; [52 26],[36. 16.] ; [54. 24.],0
s2,1,0.475163,0.509944,[20 30] ; [26 51],[18.11023622 31.88976378] ; [27.88976378 49.11023622],0
s8,1,0.48725,0.482592,[14 37] ; [17 60],[12.3515625 38.6484375] ; [18.6484375 58.3515625],0
r2,1,0.501676,0.451389,[49  3] ; [71  7],[48.  4.] ; [72.  6.],0
a6,1,0.611021,0.258691,[29 23] ; [47 31],[30.4 21.6] ; [45.6 32.4],0
a2,1,0.649644,0.206349,[ 9 43] ; [16 62],[10. 42.] ; [15. 63.],0
v1,1,0.712881,0.135417,[21 31] ; [29 49],[20. 32.] ; [30. 48.],0
b5,1,0.828268,0.047056,[29 23] ; [45 33],[29.6 22.4] ; [44.4 33.6],0
b2,1,0.872348,0.025817,[10 28] ; [12 31],[10.32098765 27.67901235] ; [11.67901235 31.32098765],0
b3,1,0.872348,0.025817,[10 28] ; [12 31],[10.32098765 27.67901235] ; [11.67901235 31.32098765],0
a1,1,0.873958,0.025165,[ 3 49] ; [ 4 74],[ 2.8 49.2] ; [ 4.2 73.8],0
b4,1,0.879708,0.022903,[34 18] ; [52 26],[34.4 17.6] ; [51.6 26.4],0
p10,1,0.947433,0.004347,[14 37] ; [21 57],[13.8372093 37.1627907] ; [21.1627907 56.8372093],0
b1,1,1.0,0.0,[30 22] ; [45 33],[30. 22.] ; [45. 33.],0
