Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,2e-06,22.170616,[23 22] ; [84 12],[34.14893617 10.85106383] ; [72.85106383 23.14893617],1
d1,1,3e-06,21.558038,[ 9 36] ; [60 37],[21.86619718 23.13380282] ; [47.13380282 49.86619718],1
a3,1,9.7e-05,15.203515,[25 20] ; [83 14],[34.22535211 10.77464789] ; [73.77464789 23.22535211],1
a4,1,0.001032,10.769409,[12 33] ; [54 42],[21.06382979 23.93617021] ; [44.93617021 51.06382979],0
d2,1,0.001376,10.237257,[13 32] ; [56 41],[21.86619718 23.13380282] ; [47.13380282 49.86619718],0
p3,1,0.001871,9.671814,[13 31] ; [55 40],[21.52517986 22.47482014] ; [46.47482014 48.52517986],0
d4,1,0.003382,8.589181,[30 15] ; [84 12],[36.38297872  8.61702128] ; [77.61702128 18.38297872],0
b3,1,0.009637,6.700823,[10 21] ; [41 27],[15.96969697 15.03030303] ; [35.03030303 32.96969697],0
b2,1,0.009637,6.700823,[10 21] ; [41 27],[15.96969697 15.03030303] ; [35.03030303 32.96969697],0
n6,1,0.010991,6.466735,[28 16] ; [79 16],[33.8705036 10.1294964] ; [73.1294964 21.8705036],0
s8,1,0.012028,6.306783,[17 28] ; [58 38],[23.93617021 21.06382979] ; [51.06382979 44.93617021],0
v3,1,0.012845,6.190334,[15 30] ; [52 41],[21.84782609 23.15217391] ; [45.15217391 47.84782609],0
r1,1,0.035937,4.40007,[30 15] ; [80 17],[34.85915493 10.14084507] ; [75.14084507 21.85915493],0
r2,1,0.037647,4.320894,[37  7] ; [90  5],[40.20143885  3.79856115] ; [86.79856115  8.20143885],0
r4,1,0.053491,3.72851,[33 12] ; [84 13],[37.07746479  7.92253521] ; [79.92253521 17.07746479],0
a6,1,0.07371,3.198398,[12 33] ; [41 56],[16.79577465 28.20422535] ; [36.20422535 60.79577465],0
p11,1,0.088277,2.905509,[32 13] ; [81 16],[35.80985915  9.19014085] ; [77.19014085 19.80985915],0
s4,1,0.102338,2.668732,[11 34] ; [13 84],[ 7.6056338 37.3943662] ; [16.3943662 80.6056338],0
u3,1,0.200628,1.637794,[13  7] ; [6 8],[11.17647059  8.82352941] ; [7.82352941 6.17647059],0
u2,1,0.267511,1.229464,[11  9] ; [5 9],[ 9.41176471 10.58823529] ; [6.58823529 7.41176471],0
p2,1,0.280926,1.162605,[32 12] ; [76 18],[34.43478261  9.56521739] ; [73.56521739 20.43478261],0
n4,1,0.2843,1.146419,[33 12] ; [78 18],[35.42553191  9.57446809] ; [75.57446809 20.42553191],0
v4,1,0.296525,1.089756,[39  5] ; [90  6],[40.54285714  3.45714286] ; [88.45714286  7.54285714],0
u1,1,0.310088,1.030302,[ 1 44] ; [ 6 91],[ 2.21830986 42.78169014] ; [ 4.78169014 92.21830986],0
a1,1,0.316082,1.00509,[ 2 43] ; [ 9 88],[ 3.48591549 41.51408451] ; [ 7.51408451 89.48591549],0
s7,1,0.31794,0.997404,[20 22] ; [54 41],[22.68613139 19.31386861] ; [51.31386861 43.68613139],0
b4,1,0.324439,0.970966,[22 23] ; [56 41],[24.71830986 20.28169014] ; [53.28169014 43.71830986],0
p9,1,0.351969,0.866347,[34  9] ; [82 14],[35.88489209  7.11510791] ; [80.11510791 15.88489209],0
n5,1,0.396928,0.717614,[33 11] ; [78 18],[34.88571429  9.11428571] ; [76.11428571 19.88571429],0
p7,1,0.40505,0.693282,[31 12] ; [61 33],[28.87591241 14.12408759] ; [63.12408759 30.87591241],0
d3,1,0.408178,0.6841,[18 27] ; [46 51],[20.28169014 24.71830986] ; [43.71830986 53.28169014],0
s5,1,0.411433,0.674657,[16 27] ; [42 52],[18.20437956 24.79562044] ; [39.79562044 54.20437956],0
s1,1,0.425944,0.633857,[ 1 43] ; [ 5 91],[ 1.88571429 42.11428571] ; [ 4.11428571 91.88571429],0
p4,1,0.439715,0.597027,[26 18] ; [50 46],[23.88571429 20.11428571] ; [52.11428571 43.88571429],0
b5,1,0.500655,0.453549,[25 20] ; [48 49],[23.13380282 21.86619718] ; [49.86619718 47.13380282],0
s3,1,0.519215,0.415452,[29 16] ; [57 40],[27.25352113 17.74647887] ; [58.74647887 38.25352113],0
n2,1,0.532706,0.389227,[12  2] ; [17  5],[11.27777778  2.72222222] ; [17.72222222  4.27777778],0
a8,1,0.544484,0.367292,[ 4 39] ; [12 81],[ 5.05882353 37.94117647] ; [10.94117647 82.05882353],0
n1,1,0.563341,0.333952,[9 5] ; [12 10],[8.16666667 5.83333333] ; [12.83333333  9.16666667],0
p5,1,0.564654,0.33171,[ 7 36] ; [12 83],[ 5.92028986 37.07971014] ; [13.07971014 81.92028986],0
p8,1,0.578391,0.308844,[20 24] ; [47 46],[21.51824818 22.48175182] ; [45.48175182 47.51824818],0
s6,1,0.634659,0.225795,[27 15] ; [65 30],[28.20437956 13.79562044] ; [63.79562044 31.20437956],0
b1,1,0.66951,0.182176,[21 24] ; [49 48],[22.18309859 22.81690141] ; [47.81690141 49.18309859],0
n3,1,0.693012,0.155844,[10  4] ; [17  5],[10.5  3.5] ; [16.5  5.5],0
p10,1,0.693504,0.155319,[34  9] ; [77 17],[34.83941606  8.16058394] ; [76.16058394 17.83941606],0
r3,1,0.728703,0.120306,[41  4] ; [90  7],[41.51408451  3.48591549] ; [89.48591549  7.51408451],0
p6,1,0.808143,0.058963,[14 28] ; [33 60],[14.62222222 27.37777778] ; [32.37777778 60.62222222],0
v2,1,0.814331,0.055151,[27 17] ; [59 34],[27.62043796 16.37956204] ; [58.37956204 34.62043796],0
p12,1,0.869117,0.027153,[ 2 41] ; [ 5 89],[ 2.19708029 40.80291971] ; [ 4.80291971 89.19708029],0
p1,1,0.924833,0.008902,[ 3 42] ; [ 6 90],[ 2.87234043 42.12765957] ; [ 6.12765957 89.87234043],0
s2,1,0.995897,2.6e-05,[26 19] ; [56 41],[25.98591549 19.01408451] ; [56.01408451 40.98591549],0
