Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,22.046144,[24 14] ; [ 5 36],[13.94936709 24.05063291] ; [15.05063291 25.94936709],1
r1,1,0.002403,9.213347,[32  6] ; [22 20],[25.65 12.35] ; [28.35 13.65],0
v1,1,0.004013,8.277837,[23 15] ; [12 30],[16.625 21.375] ; [18.375 23.625],0
b3,1,0.012675,6.21386,[ 9 14] ; [ 2 22],[ 5.38297872 17.61702128] ; [ 5.61702128 18.38297872],0
b2,1,0.012675,6.21386,[ 9 14] ; [ 2 22],[ 5.38297872 17.61702128] ; [ 5.61702128 18.38297872],0
s5,1,0.034491,4.470175,[16 22] ; [ 8 32],[11.69230769 26.30769231] ; [12.30769231 27.69230769],0
p4,1,0.060173,3.532617,[26 12] ; [20 22],[21.85 16.15] ; [24.15 17.85],0
s4,1,0.064895,3.407657,[ 4 34] ; [11 30],[ 7.21518987 30.78481013] ; [ 7.78481013 33.21518987],0
p12,1,0.067619,3.339881,[ 5 33] ; [ 1 41],[ 2.85 35.15] ; [ 3.15 38.85],0
n4,1,0.083654,2.992434,[31  7] ; [27 15],[27.55 10.45] ; [30.45 11.55],0
a5,1,0.101837,2.676533,[25 13] ; [20 22],[21.375 16.625] ; [23.625 18.375],0
s8,1,0.132765,2.259878,[16 22] ; [11 31],[12.825 25.175] ; [14.175 27.825],0
r4,1,0.145596,2.117794,[33  5] ; [31 11],[30.4  7.6] ; [33.6  8.4],0
a3,1,0.153422,2.037895,[19 19] ; [14 27],[15.87341772 22.12658228] ; [17.12658228 23.87341772],0
r3,1,0.179168,1.804511,[36  2] ; [36  6],[34.2  3.8] ; [37.8  4.2],0
r2,1,0.191706,1.704456,[35  2] ; [36  6],[33.25316456  3.74683544] ; [37.74683544  4.25316456],0
d1,1,0.203458,1.617377,[ 1 37] ; [ 4 38],[ 2.375 35.625] ; [ 2.625 39.375],0
v4,1,0.204097,1.612812,[36  1] ; [37  4],[34.62820513  2.37179487] ; [38.37179487  2.62820513],0
p3,1,0.206805,1.593651,[23 15] ; [19 22],[20.20253165 17.79746835] ; [21.79746835 19.20253165],0
p7,1,0.232872,1.423233,[32  6] ; [30 11],[29.82278481  8.17721519] ; [32.17721519  8.82278481],0
n5,1,0.340974,0.906767,[29  9] ; [28 14],[27.075 10.925] ; [29.925 12.075],0
n1,1,0.342782,0.9,[5 3] ; [4 6],[4. 4.] ; [5. 5.],0
p11,1,0.370495,0.802005,[32  6] ; [32 10],[30.4  7.6] ; [33.6  8.4],0
b5,1,0.402109,0.702011,[20 18] ; [26 16],[21.85 16.15] ; [24.15 17.85],0
d5,1,0.408423,0.683385,[12 26] ; [17 25],[13.775 24.225] ; [15.225 26.775],0
p6,1,0.410728,0.676692,[17 21] ; [15 27],[15.2 22.8] ; [16.8 25.2],0
u3,1,0.424309,0.638349,[ 9 10] ; [10 18],[ 7.68085106 11.31914894] ; [11.31914894 16.68085106],0
u2,1,0.424309,0.638349,[ 9 10] ; [10 18],[ 7.68085106 11.31914894] ; [11.31914894 16.68085106],0
d3,1,0.434392,0.611051,[13 25] ; [11 31],[11.4 26.6] ; [12.6 29.4],0
s7,1,0.452888,0.563415,[18 18] ; [17 24],[16.36363636 19.63636364] ; [18.63636364 22.36363636],0
p2,1,0.455387,0.557209,[30  8] ; [35  6],[31.26582278  6.73417722] ; [33.73417722  7.26582278],0
b4,1,0.508822,0.436488,[20 18] ; [19 23],[18.525 19.475] ; [20.475 21.525],0
p1,1,0.518896,0.416088,[ 7 31] ; [10 31],[ 8.17721519 29.82278481] ; [ 8.82278481 32.17721519],0
a7,1,0.541721,0.372359,[26 12] ; [26 16],[24.7 13.3] ; [27.3 14.7],0
s3,1,0.553712,0.350709,[15 23] ; [18 21],[16.28571429 21.71428571] ; [16.71428571 22.28571429],0
a6,1,0.583411,0.300752,[24 14] ; [24 18],[22.8 15.2] ; [25.2 16.8],0
a2,1,0.592771,0.286038,[ 4 34] ; [ 3 39],[ 3.325 34.675] ; [ 3.675 38.325],0
s1,1,0.601704,0.272434,[ 1 37] ; [ 2 39],[ 1.44303797 36.55696203] ; [ 1.55696203 39.44303797],0
n6,1,0.612681,0.25629,[29  9] ; [34  8],[29.925  8.075] ; [33.075  8.925],0
n3,1,0.671373,0.18,[7 1] ; [8 2],[6.66666667 1.33333333] ; [8.33333333 1.66666667],0
d2,1,0.822845,0.050125,[ 8 30] ; [ 8 34],[ 7.6 30.4] ; [ 8.4 33.6],0
a4,1,0.85442,0.033665,[ 9 29] ; [ 9 32],[ 8.65822785 29.34177215] ; [ 9.34177215 31.65822785],0
b1,1,0.865606,0.028643,[17 21] ; [18 24],[16.625 21.375] ; [18.375 23.625],0
s6,1,0.876742,0.024056,[21 16] ; [22 18],[20.66233766 16.33766234] ; [22.33766234 17.66233766],0
p5,1,0.886332,0.020434,[ 6 32] ; [ 6 35],[ 5.7721519 32.2278481] ; [ 6.2278481 34.7721519],0
p10,1,0.901671,0.015265,[31  7] ; [33  8],[30.78481013  7.21518987] ; [33.21518987  7.78481013],0
p9,1,0.915419,0.01128,[32  6] ; [35  7],[31.825  6.175] ; [35.175  6.825],0
u1,1,0.91818,0.010553,[ 2 36] ; [ 2 40],[ 1.9 36.1] ; [ 2.1 39.9],0
s2,1,0.995205,3.6e-05,[13 25] ; [14 27],[12.98734177 25.01265823] ; [14.01265823 26.98734177],0
a8,1,1.0,0.0,[ 3 33] ; [ 3 33],[ 3. 33.] ; [ 3. 33.],0
