Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.867343,[283  20] ; [6 5],[278.87579618  24.12420382] ; [10.12420382  0.87579618],1
d4,1,0.002418,9.20156,[261  39] ; [6 5],[257.5562701  42.4437299] ; [9.4437299 1.5562701],0
s1,1,0.004116,8.231946,[ 17 283] ; [3 8],[ 19.2926045 280.7073955] ; [ 0.7073955 10.2926045],0
p7,1,0.004125,8.227868,[211  82] ; [3 7],[206.93729373  86.06270627] ; [7.06270627 2.93729373],0
r1,1,0.00489,7.919717,[258  43] ; [6 5],[254.69230769  46.30769231] ; [9.30769231 1.69230769],0
d5,1,0.00591,7.577684,[256  44] ; [6 5],[252.73311897  47.26688103] ; [9.26688103 1.73311897],0
p1,1,0.008695,6.884351,[ 32 269] ; [4 7],[ 34.73076923 266.26923077] ; [1.26923077 9.73076923],0
v1,1,0.02246,5.209784,[181 113] ; [3 8],[177.36393443 116.63606557] ; [6.63606557 4.36393443],0
p10,1,0.026474,4.924786,[263  39] ; [7 4],[260.51118211  41.48881789] ; [9.48881789 1.51118211],0
s6,1,0.027546,4.856254,[272  24] ; [8 3],[269.96742671  26.03257329] ; [10.03257329  0.96742671],0
p9,1,0.030632,4.673458,[276  25] ; [8 3],[273.98717949  27.01282051] ; [10.01282051  0.98717949],0
b5,1,0.035759,4.408569,[180 123] ; [10  1],[183.34394904 119.65605096] ; [6.65605096 4.34394904],0
v2,1,0.076412,3.139617,[184 109] ; [4 7],[181.19736842 111.80263158] ; [6.80263158 4.19736842],0
r2,1,0.093094,2.820047,[295   6] ; [9 1],[294.22508039   6.77491961] ; [9.77491961 0.22508039],0
d1,1,0.11791,2.444863,[206  97] ; [5 6],[203.60828025  99.39171975] ; [7.39171975 3.60828025],0
v4,1,0.11847,2.437436,[295   6] ; [10  1],[294.24679487   6.75320513] ; [10.75320513  0.24679487],0
s4,1,0.125471,2.34766,[ 75 226] ; [5 6],[ 77.17948718 223.82051282] ; [2.82051282 8.17948718],0
p3,1,0.179541,1.801416,[171 130] ; [4 7],[168.83012821 132.16987179] ; [6.16987179 4.83012821],0
d3,1,0.195542,1.67536,[218  83] ; [6 5],[216.1025641  84.8974359] ; [7.8974359 3.1025641],0
p11,1,0.215602,1.533406,[240  63] ; [7 4],[238.34713376  64.65286624] ; [8.65286624 2.34713376],0
a4,1,0.29344,1.103769,[159 144] ; [4 7],[157.28980892 145.71019108] ; [5.71019108 5.28980892],0
p6,1,0.308147,1.038601,[144 156] ; [7 4],[145.65916399 154.34083601] ; [5.34083601 5.65916399],0
p4,1,0.33214,0.940536,[206  95] ; [6 5],[204.52564103  96.47435897] ; [7.47435897 3.52564103],0
n3,1,0.342519,0.90098,[43 15] ; [4 3],[41.93846154 16.06153846] ; [5.06153846 1.93846154],0
a2,1,0.397731,0.715177,[ 91 212] ; [2 9],[ 89.74203822 213.25796178] ; [3.25796178 7.74203822],0
b3,1,0.416693,0.659623,[ 89 118] ; [3 7],[ 87.76036866 119.23963134] ; [4.23963134 5.76036866],0
b2,1,0.416693,0.659623,[ 89 118] ; [3 7],[ 87.76036866 119.23963134] ; [4.23963134 5.76036866],0
n5,1,0.5051,0.444204,[250  50] ; [10  1],[250.80385852  49.19614148] ; [9.19614148 1.80385852],0
v3,1,0.50587,0.442601,[135 155] ; [4 7],[133.92026578 156.07973422] ; [5.07973422 5.92026578],0
a6,1,0.521956,0.410027,[192 108] ; [6 5],[190.99678457 109.00321543] ; [7.00321543 3.99678457],0
a5,1,0.563591,0.333525,[242  61] ; [8 3],[241.24203822  61.75796178] ; [8.75796178 2.24203822],0
u1,1,0.571856,0.319587,[ 78 225] ; [2 9],[ 77.19745223 225.80254777] ; [2.80254777 8.19745223],0
n4,1,0.608307,0.262648,[257  44] ; [10  1],[257.58653846  43.41346154] ; [9.41346154 1.58653846],0
b4,1,0.666585,0.185622,[173 130] ; [7 4],[173.69426752 129.30573248] ; [6.30573248 4.69426752],0
d2,1,0.668838,0.182965,[172 129] ; [7 4],[172.68910256 128.31089744] ; [6.31089744 4.68910256],0
p2,1,0.688683,0.160515,[260  42] ; [9 2],[259.54632588  42.45367412] ; [9.45367412 1.54632588],0
n1,1,0.754247,0.097997,[29 28] ; [4 3],[29.390625 27.609375] ; [3.609375 3.390625],0
n2,1,0.76307,0.090874,[47 11] ; [6 1],[47.29230769 10.70769231] ; [5.70769231 1.29230769],0
b1,1,0.798162,0.065396,[126 177] ; [5 6],[126.41082803 176.58917197] ; [4.58917197 6.41082803],0
a7,1,0.808878,0.058503,[210  93] ; [8 3],[210.36305732  92.63694268] ; [7.63694268 3.36305732],0
s5,1,0.810508,0.05749,[154 132] ; [5 5],[153.62837838 132.37162162] ; [5.37162162 4.62837838],0
p5,1,0.829853,0.046178,[ 47 251] ; [2 9],[ 47.25566343 250.74433657] ; [1.74433657 9.25566343],0
n6,1,0.836489,0.042596,[265  33] ; [10  1],[265.21035599  32.78964401] ; [9.78964401 1.21035599],0
p12,1,0.847548,0.036959,[ 33 269] ; [ 1 10],[ 32.80511182 269.19488818] ; [1.19488818 9.80511182],0
s8,1,0.879507,0.022981,[225  76] ; [8 3],[224.78525641  76.21474359] ; [8.21474359 2.78525641],0
p8,1,0.886802,0.020264,[169 129] ; [6 5],[168.77022654 129.22977346] ; [6.22977346 4.77022654],0
a3,1,0.933806,0.006898,[250  52] ; [9 2],[249.89776358  52.10223642] ; [9.10223642 1.89776358],0
