Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,106.317356,[ 61 165] ; [274 118],[122.50809061 103.49190939] ; [212.49190939 179.50809061],1
p6,1,0.0,66.781307,[ 37 185] ; [195 195],[ 84.15686275 137.84313725] ; [147.84313725 242.15686275],1
p8,1,0.0,44.580558,[ 83 136] ; [257 133],[122.26600985  96.73399015] ; [217.73399015 172.26600985],1
p7,1,0.0,40.845494,[107 109] ; [294  97],[142.69522241  73.30477759] ; [258.30477759 132.69522241],1
p2,1,0.0,27.370939,[170  56] ; [355  36],[192.30145867  33.69854133] ; [332.69854133  58.30145867],1
p10,1,1.8e-05,18.424,[170  54] ; [348  43],[188.6699187  35.3300813] ; [329.3300813  61.6699187],1
p5,1,9.8e-05,15.184149,[ 11 213] ; [ 60 331],[ 25.8601626 198.1398374] ; [ 45.1398374 345.8601626],1
s6,1,0.000101,15.109292,[135  86] ; [292  92],[155.9785124  65.0214876] ; [271.0214876 112.9785124],1
s7,1,0.000145,14.439231,[ 93 125] ; [220 154],[115.26013514 102.73986486] ; [197.73986486 176.26013514],1
v1,1,0.000368,12.686573,[107 116] ; [240 142],[127.90247934  95.09752066] ; [219.09752066 162.90247934],1
d1,1,0.000545,11.955446,[134  92] ; [286 107],[153.34410339  72.65589661] ; [266.65589661 126.34410339],1
n5,1,0.000554,11.924021,[155  69] ; [319  73],[172.36363636  51.63636364] ; [301.63636364  90.36363636],1
p9,1,0.001017,10.79646,[179  42] ; [354  38],[192.15823817  28.84176183] ; [340.84176183  51.15823817],0
s2,1,0.001878,9.664783,[101 123] ; [226 163],[119.49102773 104.50897227] ; [207.50897227 181.49102773],0
d3,1,0.002007,9.543125,[147  78] ; [302  91],[163.47087379  61.52912621] ; [285.52912621 107.47087379],0
a7,1,0.002037,9.516342,[153  73] ; [310  83],[169.04361874  56.95638126] ; [293.95638126  99.04361874],0
s8,1,0.002818,8.921994,[ 92 132] ; [209 181],[109.81107492 114.18892508] ; [191.18892508 198.81107492],0
n4,1,0.005021,7.872,[170  55] ; [332  60],[183.06320908  41.93679092] ; [318.93679092  73.06320908],0
s5,1,0.006578,7.384707,[ 66 149] ; [159 220],[ 81.43939394 133.56060606] ; [143.56060606 235.43939394],0
p1,1,0.006617,7.373984,[ 10 215] ; [ 42 348],[ 19.02439024 205.97560976] ; [ 32.97560976 357.02439024],0
s3,1,0.006712,7.348419,[111 113] ; [236 152],[127.00653595  96.99346405] ; [219.99346405 168.00653595],0
p11,1,0.007832,7.071552,[170  56] ; [330  63],[182.55250404  43.44749596] ; [317.44749596  75.55250404],0
d2,1,0.00877,6.869058,[114 110] ; [242 150],[129.45454545  94.54545455] ; [226.54545455 165.45454545],0
u1,1,0.008884,6.845965,[ 39 187] ; [104 289],[ 52.21001616 173.78998384] ; [ 90.78998384 302.21001616],0
n6,1,0.036968,4.351891,[185  40] ; [346  46],[193.63857374  31.36142626] ; [337.36142626  54.63857374],0
p12,1,0.042826,4.102275,[ 13 209] ; [ 42 350],[ 19.88599349 202.11400651] ; [ 35.11400651 356.88599349],0
v2,1,0.070888,3.262344,[119  96] ; [239 141],[129.36134454  85.63865546] ; [228.63865546 151.36134454],0
a1,1,0.077424,3.118157,[  7 219] ; [ 25 368],[ 11.68336026 214.31663974] ; [ 20.31663974 372.68336026],0
b5,1,0.082632,3.012358,[146  80] ; [226 167],[135.819063  90.180937] ; [236.180937 156.819063],0
u3,1,0.099867,2.707662,[26 24] ; [50 25],[30.4 19.6] ; [45.6 29.4],0
a2,1,0.107323,2.593203,[ 64 162] ; [136 257],[ 73.02100162 152.97899838] ; [126.97899838 266.02100162],0
d5,1,0.108904,2.570061,[187  38] ; [344  48],[193.63857374  31.36142626] ; [337.36142626  54.63857374],0
v3,1,0.128117,2.315177,[ 82 133] ; [168 209],[ 90.79391892 124.20608108] ; [159.20608108 217.79391892],0
a4,1,0.132452,2.263531,[113 113] ; [220 171],[121.97406807 104.02593193] ; [211.02593193 179.97406807],0
u2,1,0.160356,1.970868,[25 25] ; [47 28],[28.8 21.2] ; [43.2 31.8],0
d4,1,0.190477,1.713921,[189  36] ; [344  48],[194.36790924  30.63209076] ; [338.63209076  53.36790924],0
u4,1,0.201318,1.632784,[  4 222] ; [ 14 379],[  6.57189015 219.42810985] ; [ 11.42810985 381.57189015],0
n3,1,0.287992,1.128987,[45 18] ; [54 14],[47.61068702 15.38931298] ; [51.38931298 16.61068702],0
b1,1,0.311719,1.023377,[ 81 145] ; [157 236],[ 86.89499192 139.10500808] ; [151.10500808 241.89499192],0
r1,1,0.313719,1.014952,[196  29] ; [351  40],[199.79707792  25.20292208] ; [347.20292208  43.79707792],0
b4,1,0.348267,0.87976,[127  99] ; [236 157],[132.53311793  93.46688207] ; [230.46688207 162.53311793],0
r2,1,0.374566,0.788462,[220   5] ; [385   5],[221.34146341   3.65853659] ; [383.65853659   6.34146341],0
s4,1,0.38222,0.763549,[ 33 190] ; [ 68 320],[ 36.86252046 186.13747954] ; [ 64.13747954 323.86252046],0
n2,1,0.403666,0.697379,[52 13] ; [51 18],[49.96268657 15.03731343] ; [53.03731343 15.96268657],0
a3,1,0.467591,0.527663,[176  49] ; [317  76],[179.49029126  45.50970874] ; [313.50970874  79.49029126],0
a6,1,0.592433,0.286561,[168  56] ; [287 106],[165.18638574  58.81361426] ; [289.81361426 103.18638574],0
b2,1,0.600468,0.274291,[51 77] ; [110 148],[53.38860104 74.61139896] ; [107.61139896 150.38860104],0
b3,1,0.600468,0.274291,[51 77] ; [110 148],[53.38860104 74.61139896] ; [107.61139896 150.38860104],0
a8,1,0.62731,0.235727,[ 32 175] ; [ 49 302],[ 30.0483871 176.9516129] ; [ 50.9516129 300.0483871],0
s1,1,0.661535,0.191664,[  6 216] ; [ 13 376],[  6.90343699 215.09656301] ; [ 12.09656301 376.90343699],0
v4,1,0.702213,0.14618,[220   5] ; [386   7],[220.63106796   4.36893204] ; [385.36893204   7.63106796],0
n1,1,0.986846,0.000272,[24 39] ; [26 42],[24.04580153 38.95419847] ; [25.95419847 42.04580153],0
r3,1,0.991855,0.000104,[222   4] ; [386   7],[221.98384491   4.01615509] ; [386.01615509   6.98384491],0
