Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000794,11.254454,[16  8] ; [14 39],[ 9.35064935 14.64935065] ; [20.64935065 32.35064935],1
a8,1,0.329748,0.949887,[ 6 16] ; [ 9 43],[ 4.45945946 17.54054054] ; [10.54054054 41.45945946],0
p9,1,0.336704,0.922941,[18  5] ; [35 17],[16.25333333  6.74666667] ; [36.74666667 15.25333333],0
a2,1,0.403171,0.698847,[ 3 21] ; [11 43],[ 4.30769231 19.69230769] ; [ 9.69230769 44.30769231],0
p8,1,0.408479,0.683223,[ 9 14] ; [15 36],[ 7.45945946 15.54054054] ; [16.54054054 34.45945946],0
d3,1,0.425125,0.636105,[14  9] ; [27 26],[12.40789474 10.59210526] ; [28.59210526 24.40789474],0
d2,1,0.431059,0.619968,[ 8 15] ; [24 30],[ 9.55844156 13.44155844] ; [22.44155844 31.55844156],0
p2,1,0.431279,0.619377,[17  7] ; [32 20],[15.47368421  8.52631579] ; [33.52631579 18.47368421],0
u2,1,0.477968,0.503497,[4 2] ; [9 9],[3.25 2.75] ; [9.75 8.25],0
a7,1,0.478873,0.501429,[14 10] ; [36 18],[15.38461538  8.61538462] ; [34.61538462 19.38461538],0
p10,1,0.498092,0.458999,[15  8] ; [29 22],[13.67567568  9.32432432] ; [30.32432432 20.67567568],0
b4,1,0.520981,0.411952,[11 13] ; [29 25],[12.30769231 11.69230769] ; [27.69230769 26.30769231],0
a3,1,0.529792,0.394791,[18  6] ; [36 17],[16.83116883  7.16883117] ; [37.16883117 15.83116883],0
p11,1,0.566672,0.328283,[15  9] ; [30 24],[13.84615385 10.15384615] ; [31.15384615 22.84615385],0
p12,1,0.570054,0.322592,[ 1 23] ; [ 1 51],[ 0.63157895 23.36842105] ; [ 1.36842105 50.63157895],0
u1,1,0.643884,0.213699,[ 2 22] ; [ 3 51],[ 1.53846154 22.46153846] ; [ 3.46153846 50.53846154],0
p5,1,0.675131,0.175659,[ 2 22] ; [ 3 49],[ 1.57894737 22.42105263] ; [ 3.42105263 48.57894737],0
p3,1,0.722706,0.125914,[ 5 19] ; [13 40],[ 5.61038961 18.38961039] ; [12.38961039 40.61038961],0
v3,1,0.767673,0.087273,[ 6 16] ; [12 38],[ 5.5 16.5] ; [12.5 37.5],0
n1,1,0.781793,0.07672,[5 4] ; [10 10],[4.65517241 4.34482759] ; [10.34482759  9.65517241],0
b5,1,0.789934,0.070967,[13 11] ; [31 23],[13.53846154 10.46153846] ; [30.46153846 23.53846154],0
d1,1,0.817023,0.053535,[10 14] ; [21 33],[ 9.53846154 14.46153846] ; [21.46153846 32.53846154],0
p6,1,0.847602,0.036933,[ 6 17] ; [12 38],[ 5.67123288 17.32876712] ; [12.32876712 37.67123288],0
a6,1,0.927685,0.008237,[16  7] ; [37 17],[15.83116883  7.16883117] ; [37.16883117 16.83116883],0
a5,1,0.938837,0.005888,[14 10] ; [32 22],[14.15384615  9.84615385] ; [31.84615385 22.15384615],0
n3,1,1.0,0.0,[6 4] ; [12  8],[6. 4.] ; [12.  8.],0
