Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000794,11.254454,[16  8] ; [14 39],[ 9.35064935 14.64935065] ; [20.64935065 32.35064935],1
s6,1,0.001021,10.789145,[19  5] ; [21 33],[12.30769231 11.69230769] ; [27.69230769 26.30769231],0
s8,1,0.001439,10.155072,[13 11] ; [10 44],[ 7.07692308 16.92307692] ; [15.92307692 38.07692308],0
p7,1,0.016975,5.698959,[17  5] ; [24 27],[12.35616438  9.64383562] ; [28.64383562 22.35616438],0
v4,1,0.02038,5.379046,[22  1] ; [39 15],[18.22077922  4.77922078] ; [42.77922078 11.22077922],0
s3,1,0.021425,5.291866,[17  6] ; [24 29],[12.40789474 10.59210526] ; [28.59210526 24.40789474],0
s5,1,0.022709,5.190594,[ 8 16] ; [ 6 46],[ 4.42105263 19.57894737] ; [ 9.57894737 42.42105263],0
v2,1,0.031805,4.609002,[15  9] ; [18 32],[10.7027027 13.2972973] ; [22.2972973 27.7027027],0
r3,1,0.033782,4.505681,[21  2] ; [37 17],[17.32467532  5.67532468] ; [40.67532468 13.32467532],0
v1,1,0.050302,3.831359,[14  9] ; [19 33],[10.12 12.88] ; [22.88 29.12],0
a4,1,0.064462,3.41869,[ 5 19] ; [23 31],[ 8.61538462 15.38461538] ; [19.38461538 34.61538462],0
s4,1,0.065257,3.398462,[ 6 18] ; [ 5 49],[ 3.38461538 20.61538462] ; [ 7.61538462 46.38461538],0
r1,1,0.076083,3.146648,[18  6] ; [29 25],[14.46153846  9.53846154] ; [32.53846154 21.46153846],0
b1,1,0.086796,2.932821,[17  7] ; [27 27],[13.53846154 10.46153846] ; [30.46153846 23.53846154],0
r2,1,0.11637,2.465513,[21  1] ; [44 10],[18.81578947  3.18421053] ; [46.18421053  7.81578947],0
b3,1,0.132768,2.259837,[ 2 13] ; [11 21],[ 4.14893617 10.85106383] ; [ 8.85106383 23.14893617],0
b2,1,0.132768,2.259837,[ 2 13] ; [11 21],[ 4.14893617 10.85106383] ; [ 8.85106383 23.14893617],0
d5,1,0.145271,2.121216,[18  5] ; [33 21],[15.23376623  7.76623377] ; [35.76623377 18.23376623],0
n4,1,0.173374,1.853523,[20  4] ; [37 17],[17.53846154  6.46153846] ; [39.46153846 14.53846154],0
s1,1,0.173963,1.848452,[ 2 21] ; [ 1 50],[ 0.93243243 22.06756757] ; [ 2.06756757 48.93243243],0
p4,1,0.181332,1.786672,[12 12] ; [18 35],[ 9.35064935 14.64935065] ; [20.64935065 32.35064935],0
d4,1,0.221168,1.496779,[17  6] ; [32 22],[14.63636364  8.36363636] ; [34.36363636 19.63636364],0
u3,1,0.236958,1.398601,[4 2] ; [ 7 11],[2.75 3.25] ; [8.25 9.75],0
r4,1,0.260633,1.265394,[17  7] ; [31 23],[14.76923077  9.23076923] ; [33.23076923 20.76923077],0
