Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,70.136264,[174 128] ; [ 49 180],[126.82862524 175.17137476] ; [ 96.17137476 132.82862524],1
n5,1,0.106919,2.599178,[250  58] ; [175  57],[242.40740741  65.59259259] ; [182.59259259  49.40740741],0
p7,1,0.118101,2.442323,[209  90] ; [144  83],[200.65969582  98.34030418] ; [152.34030418  74.65969582],0
b4,1,0.173578,1.851768,[193 117] ; [131 101],[185.31365314 124.68634686] ; [138.68634686  93.31365314],0
p4,1,0.186694,1.743513,[212  95] ; [147  84],[204.85687732 102.14312268] ; [154.14312268  76.85687732],0
n2,1,0.198928,1.650228,[45  9] ; [41 15],[42.21818182 11.78181818] ; [43.78181818 12.21818182],0
p6,1,0.22133,1.495724,[135 169] ; [ 90 140],[128.08988764 175.91011236] ; [ 96.91011236 133.08988764],0
a8,1,0.279409,1.169963,[ 46 226] ; [ 29 188],[ 41.71779141 230.28220859] ; [ 33.28220859 183.71779141],0
n4,1,0.285608,1.14021,[251  58] ; [179  52],[246.05555556  62.94444444] ; [183.94444444  47.05555556],0
s8,1,0.341988,0.902965,[178 129] ; [125 107],[172.58070501 134.41929499] ; [130.41929499 101.58070501],0
p1,1,0.363722,0.825,[ 25 283] ; [ 24 207],[ 28. 280.] ; [ 21. 210.],0
n6,1,0.373552,0.791814,[274  32] ; [202  30],[270.73605948  35.26394052] ; [205.26394052  26.73605948],0
a1,1,0.396228,0.719743,[ 20 290] ; [ 11 221],[ 17.73062731 292.26937269] ; [ 13.26937269 218.73062731],0
p11,1,0.408306,0.683729,[247  63] ; [178  54],[243.08118081  66.91881919] ; [181.91881919  50.08118081],0
r2,1,0.414215,0.666671,[303   6] ; [224   7],[301.56111111   7.43888889] ; [225.43888889   5.56111111],0
s2,1,0.423199,0.641413,[206 101] ; [148  84],[201.62894249 105.37105751] ; [152.37105751  79.62894249],0
r3,1,0.425444,0.635228,[304   5] ; [225   6],[302.70555556   6.29444444] ; [226.29444444   4.70555556],0
p8,1,0.452021,0.565579,[172 129] ; [125 107],[167.72420263 133.27579737] ; [129.27579737 102.72420263],0
u4,1,0.452159,0.565235,[ 10 300] ; [  5 227],[  8.57933579 301.42066421] ; [  6.42066421 225.57933579],0
n1,1,0.487721,0.481549,[21 33] ; [25 30],[22.78899083 31.21100917] ; [23.21100917 31.78899083],0
v4,1,0.502511,0.449629,[302   8] ; [228   4],[303.13653137   6.86346863] ; [226.86346863   5.13653137],0
b5,1,0.512042,0.429893,[193 117] ; [138  94],[189.31734317 120.68265683] ; [141.68265683  90.31734317],0
u2,1,0.563996,0.332832,[46 27] ; [42 30],[44.30344828 28.69655172] ; [43.69655172 28.30344828],0
n3,1,0.711454,0.136829,[40 14] ; [39 16],[39.13761468 14.86238532] ; [39.86238532 15.13761468],0
s5,1,0.720509,0.128005,[137 163] ; [101 128],[134.97164461 165.02835539] ; [103.02835539 125.97164461],0
s3,1,0.797911,0.065562,[211  93] ; [162  68],[212.34456929  91.65543071] ; [160.65543071  69.34456929],0
b3,1,0.812368,0.056345,[ 69 121] ; [53 88],[ 70.03021148 119.96978852] ; [51.96978852 89.03021148],0
b2,1,0.812368,0.056345,[ 69 121] ; [53 88],[ 70.03021148 119.96978852] ; [51.96978852 89.03021148],0
p2,1,0.834418,0.043697,[259  50] ; [196  36],[259.87985213  49.12014787] ; [195.12014787  36.87985213],0
p5,1,0.875481,0.024555,[ 44 265] ; [ 34 197],[ 44.63333333 264.36666667] ; [ 33.36666667 197.63333333],0
a4,1,0.943508,0.005021,[141 167] ; [106 124],[141.40520446 166.59479554] ; [105.59479554 124.40520446],0
u3,1,0.951957,0.00363,[48 25] ; [47 25],[47.82758621 25.17241379] ; [47.17241379 24.82758621],0
