Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,75.579059,[ 9 43] ; [112  20],[34.19565217 17.80434783] ; [86.80434783 45.19565217],1
p2,1,2e-06,22.849238,[23 29] ; [105  26],[36.3715847 15.6284153] ; [91.6284153 39.3715847],1
p11,1,4e-06,21.172693,[19 33] ; [97 36],[32.60540541 19.39459459] ; [83.39459459 49.60540541],1
v4,1,0.001582,9.981023,[39 12] ; [122   9],[45.11538462  5.88461538] ; [115.88461538  15.11538462],0
r4,1,0.00226,9.32532,[31 21] ; [108  25],[39.07027027 12.92972973] ; [99.92972973 33.07027027],0
a7,1,0.003279,8.645412,[28 24] ; [101  32],[36.25945946 15.74054054] ; [92.74054054 40.25945946],0
r3,1,0.003295,8.636365,[40 12] ; [123  10],[45.81621622  6.18378378] ; [117.18378378  15.81621622],0
d2,1,0.008093,7.012845,[26 26] ; [39 94],[18.27027027 33.72972973] ; [46.72972973 86.27027027],0
v1,1,0.008148,7.000756,[12 40] ; [57 72],[19.82320442 32.17679558] ; [49.17679558 79.82320442],0
s1,1,0.00934,6.756541,[ 5 47] ; [  2 131],[ 1.96756757 50.03243243] ; [  5.03243243 127.96756757],0
d3,1,0.019489,5.457086,[26 26] ; [91 42],[32.88648649 19.11351351] ; [84.11351351 48.88648649],0
n6,1,0.035837,4.404851,[27 25] ; [91 42],[33.16756757 18.83243243] ; [84.83243243 48.16756757],0
s6,1,0.040198,4.209487,[21 31] ; [76 57],[27.26486486 24.73513514] ; [69.73513514 63.26486486],0
s8,1,0.040449,4.198966,[ 8 44] ; [40 93],[13.49189189 38.50810811] ; [34.50810811 98.49189189],0
b1,1,0.041688,4.147841,[23 29] ; [38 95],[17.14594595 34.85405405] ; [43.85405405 89.14594595],0
s2,1,0.056554,3.635658,[13 38] ; [54 79],[18.57065217 32.42934783] ; [48.42934783 84.57065217],0
r2,1,0.060089,3.534928,[41 11] ; [118  14],[44.93478261  7.06521739] ; [114.06521739  17.93478261],0
p8,1,0.064047,3.429347,[13 38] ; [53 79],[18.39344262 32.60655738] ; [47.60655738 84.39344262],0
u3,1,0.094591,2.79446,[16  6] ; [28 26],[12.73684211  9.26315789] ; [31.26315789 22.73684211],0
