Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.018478,5.550243,[2 8] ; [ 1 48],[0.50847458 9.49152542] ; [ 2.49152542 46.50847458],0
b4,1,0.029687,4.727302,[2 8] ; [31 23],[5.15625 4.84375] ; [27.84375 26.15625],0
r1,1,0.060889,3.51301,[6 4] ; [46  8],[8.125 1.875] ; [43.875 10.125],0
r4,1,0.060889,3.51301,[6 4] ; [46  8],[8.125 1.875] ; [43.875 10.125],0
d1,1,0.063732,3.437502,[2 8] ; [28 26],[4.6875 5.3125] ; [25.3125 28.6875],0
a3,1,0.087761,2.914972,[3 7] ; [32 22],[5.46875 4.53125] ; [29.53125 24.46875],0
p6,1,0.101601,2.680233,[6 4] ; [17 35],[3.70967742 6.29032258] ; [19.29032258 32.70967742],0
a6,1,0.125876,2.342647,[5 5] ; [40 14],[7.03125 2.96875] ; [37.96875 16.03125],0
a7,1,0.125876,2.342647,[5 5] ; [40 14],[7.03125 2.96875] ; [37.96875 16.03125],0
d5,1,0.131199,2.278265,[6 4] ; [44 10],[7.8125 2.1875] ; [42.1875 11.8125],0
p11,1,0.165189,1.926069,[9 1] ; [37 17],[7.1875 2.8125] ; [38.8125 15.1875],0
u3,1,0.171857,1.866667,[3 4] ; [15  6],[4.5 2.5] ; [13.5  7.5],0
s4,1,0.172894,1.857668,[3 7] ; [ 7 47],[1.5625 8.4375] ; [ 8.4375 45.5625],0
p12,1,0.173735,1.850418,[1 9] ; [ 1 53],[0.3125 9.6875] ; [ 1.6875 52.3125],0
a1,1,0.173735,1.850418,[1 9] ; [ 1 53],[0.3125 9.6875] ; [ 1.6875 52.3125],0
d3,1,0.207595,1.588122,[5 5] ; [38 16],[6.71875 3.28125] ; [36.28125 17.71875],0
v4,1,0.209512,1.574798,[8 2] ; [50  4],[9.0625 0.9375] ; [48.9375  5.0625],0
u2,1,0.271455,1.20938,[6 1] ; [14  8],[4.82758621 2.17241379] ; [15.17241379  6.82758621],0
n2,1,0.325892,0.965152,[2 1] ; [9 1],[2.53846154 0.46153846] ; [8.46153846 1.53846154],0
d2,1,0.347512,0.882523,[2 8] ; [19 35],[3.28125 6.71875] ; [17.71875 36.28125],0
d4,1,0.363209,0.826767,[6 4] ; [40 14],[7.1875 2.8125] ; [38.8125 15.1875],0
p9,1,0.363209,0.826767,[6 4] ; [40 14],[7.1875 2.8125] ; [38.8125 15.1875],0
a5,1,0.374063,0.790123,[5 5] ; [35 19],[6.25 3.75] ; [33.75 20.25],0
s1,1,0.396423,0.719151,[1 9] ; [ 2 51],[0.47619048 9.52380952] ; [ 2.52380952 50.47619048],0
s6,1,0.456409,0.554686,[7 3] ; [31 23],[5.9375 4.0625] ; [32.0625 21.9375],0
a4,1,0.533856,0.387046,[2 8] ; [16 38],[2.8125 7.1875] ; [15.1875 38.8125],0
n1,1,0.611541,0.257937,[2 1] ; [5 5],[1.61538462 1.38461538] ; [5.38461538 4.61538462],0
v2,1,0.638157,0.221161,[4 5] ; [27 24],[4.65 4.35] ; [26.35 24.65],0
b5,1,0.683481,0.166234,[6 4] ; [36 18],[6.5625 3.4375] ; [35.4375 18.5625],0
s7,1,0.788281,0.072115,[3 5] ; [17 35],[2.66666667 5.33333333] ; [17.33333333 34.66666667],0
p10,1,0.788743,0.071793,[7 3] ; [40 14],[7.34375 2.65625] ; [39.65625 14.34375],0
s2,1,0.802533,0.062535,[4 6] ; [19 34],[3.65079365 6.34920635] ; [19.34920635 33.65079365],0
v1,1,0.804818,0.061066,[4 6] ; [23 29],[4.35483871 5.64516129] ; [22.64516129 29.35483871],0
n3,1,0.835099,0.043333,[2 1] ; [6 4],[1.84615385 1.15384615] ; [6.15384615 3.84615385],0
v3,1,0.837326,0.042154,[3 7] ; [17 34],[3.27868852 6.72131148] ; [16.72131148 34.27868852],0
s8,1,0.858898,0.031605,[4 6] ; [20 34],[3.75 6.25] ; [20.25 33.75],0
s3,1,0.869445,0.027015,[5 5] ; [25 28],[4.76190476 5.23809524] ; [25.23809524 27.76190476],0
s5,1,0.87592,0.024381,[2 8] ; [12 42],[2.1875 7.8125] ; [11.8125 42.1875],0
n4,1,0.878801,0.023253,[4 6] ; [23 31],[4.21875 5.78125] ; [22.78125 31.21875],0
n5,1,0.947257,0.004376,[4 6] ; [21 33],[3.90625 6.09375] ; [21.09375 32.90625],0
p4,1,0.965056,0.001919,[6 4] ; [32 22],[5.9375 4.0625] ; [32.0625 21.9375],0
p2,1,0.978667,0.000715,[8 2] ; [43 11],[7.96875 2.03125] ; [43.03125 10.96875],0
p3,1,1.0,0.0,[5 5] ; [27 27],[5. 5.] ; [27. 27.],0
