Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,70.882637,[14 30] ; [93  3],[33.62857143 10.37142857] ; [73.37142857 22.62857143],1
r2,1,0.0,49.537296,[20 23] ; [93  3],[34.95683453  8.04316547] ; [78.04316547 17.95683453],1
v4,1,0.0,37.422159,[21 24] ; [88  7],[35.03571429  9.96428571] ; [73.96428571 21.03571429],1
r1,1,0.0,32.733314,[12 33] ; [74 22],[27.44680851 17.55319149] ; [58.55319149 37.44680851],1
s6,1,0.000221,13.645224,[ 8 37] ; [48 47],[18. 27.] ; [38. 57.],1
u3,1,0.001183,10.517073,[ 5 20] ; [25 16],[11.36363636 13.63636364] ; [18.63636364 22.36363636],0
p2,1,0.00123,10.444684,[16 29] ; [62 34],[24.89361702 20.10638298] ; [53.10638298 42.89361702],0
n2,1,0.002738,8.974359,[ 8 16] ; [28 11],[13.71428571 10.28571429] ; [22.28571429 16.71428571],0
p11,1,0.003222,8.677461,[12 33] ; [51 45],[20.10638298 24.89361702] ; [42.89361702 53.10638298],0
s8,1,0.004346,8.133313,[ 2 43] ; [23 72],[ 8.03571429 36.96428571] ; [16.96428571 78.03571429],0
p7,1,0.004989,7.883474,[11 34] ; [47 48],[18.64285714 26.35714286] ; [39.35714286 55.64285714],0
n6,1,0.005849,7.59618,[20 24] ; [67 29],[27.34285714 16.65714286] ; [59.65714286 36.34285714],0
d4,1,0.006289,7.465659,[23 21] ; [71 23],[29.97101449 14.02898551] ; [64.02898551 29.97101449],0
p3,1,0.006696,7.352766,[ 6 39] ; [34 62],[12.76595745 32.23404255] ; [27.23404255 68.76595745],0
p9,1,0.010619,6.527911,[ 8 36] ; [37 55],[14.55882353 29.44117647] ; [30.44117647 61.55882353],0
n3,1,0.011461,6.392363,[ 9 15] ; [26 11],[13.7704918 10.2295082] ; [21.2295082 15.7704918],0
a7,1,0.012171,6.285835,[18 26] ; [61 35],[24.82857143 19.17142857] ; [54.17142857 41.82857143],0
s3,1,0.014745,5.946629,[11 33] ; [44 50],[17.53623188 26.46376812] ; [37.46376812 56.53623188],0
d5,1,0.023934,5.099399,[24 21] ; [69 26],[29.89285714 15.10714286] ; [63.10714286 31.89285714],0
s7,1,0.027853,4.83716,[ 5 36] ; [27 63],[10.01526718 30.98473282] ; [21.98473282 68.01526718],0
p8,1,0.033418,4.524236,[ 7 37] ; [31 62],[12.20437956 31.79562044] ; [25.79562044 67.20437956],0
s2,1,0.033845,4.502502,[ 7 38] ; [31 64],[12.21428571 32.78571429] ; [25.78571429 69.21428571],0
n1,1,0.035137,4.438489,[ 5 19] ; [18 20],[ 8.90322581 15.09677419] ; [14.09677419 23.90322581],0
a1,1,0.040118,4.212884,[ 7 38] ; [ 5 91],[ 3.82978723 41.17021277] ; [ 8.17021277 87.82978723],0
d1,1,0.046159,3.975798,[14 31] ; [47 49],[19.46808511 25.53191489] ; [41.53191489 54.46808511],0
d3,1,0.062586,3.467492,[18 27] ; [54 41],[23.14285714 21.85714286] ; [48.85714286 46.14285714],0
p4,1,0.07746,3.117409,[12 33] ; [40 55],[16.71428571 28.28571429] ; [35.28571429 59.71428571],0
p6,1,0.089137,2.889899,[ 6 38] ; [25 69],[ 9.88405797 34.11594203] ; [21.11594203 72.88405797],0
v3,1,0.094966,2.788118,[ 5 40] ; [21 70],[ 8.60294118 36.39705882] ; [17.39705882 73.60294118],0
u1,1,0.102435,2.667219,[ 2 43] ; [13 83],[ 4.78723404 40.21276596] ; [10.21276596 85.78723404],0
b1,1,0.116801,2.459698,[27 18] ; [44 52],[22.65957447 22.34042553] ; [48.34042553 47.65957447],0
a5,1,0.186059,1.748551,[19 26] ; [52 44],[22.65957447 22.34042553] ; [48.34042553 47.65957447],0
a3,1,0.192329,1.699689,[20 24] ; [55 41],[23.57142857 20.42857143] ; [51.42857143 44.57142857],0
n5,1,0.206001,1.599312,[29 16] ; [51 45],[25.53191489 19.46808511] ; [54.46808511 41.53191489],0
u2,1,0.217309,1.522052,[ 8 17] ; [19 21],[10.38461538 14.61538462] ; [16.61538462 23.38461538],0
a6,1,0.259552,1.271147,[21 24] ; [54 41],[24.10714286 20.89285714] ; [50.89285714 44.10714286],0
a2,1,0.274854,1.192361,[ 4 41] ; [15 81],[ 6.06382979 38.93617021] ; [12.93617021 83.06382979],0
s1,1,0.333945,0.933538,[ 5 40] ; [ 6 88],[ 3.56115108 41.43884892] ; [ 7.43884892 86.56115108],0
d2,1,0.391543,0.734145,[17 26] ; [45 50],[19.31884058 23.68115942] ; [42.68115942 52.31884058],0
a4,1,0.394191,0.725976,[15 29] ; [40 56],[17.28571429 26.71428571] ; [37.71428571 58.28571429],0
b2,1,0.417163,0.658293,[11 18] ; [17 41],[ 9.33333333 19.66666667] ; [18.66666667 39.33333333],0
b3,1,0.417163,0.658293,[11 18] ; [17 41],[ 9.33333333 19.66666667] ; [18.66666667 39.33333333],0
p5,1,0.425944,0.633857,[ 1 43] ; [ 5 91],[ 1.88571429 42.11428571] ; [ 4.11428571 91.88571429],0
v2,1,0.480171,0.498475,[11 33] ; [29 65],[12.75362319 31.24637681] ; [27.24637681 66.75362319],0
s4,1,0.537002,0.381125,[ 9 36] ; [15 80],[ 7.71428571 37.28571429] ; [16.28571429 78.71428571],0
s5,1,0.54822,0.360516,[ 6 37] ; [17 77],[ 7.2189781 35.7810219] ; [15.7810219 78.2189781],0
p12,1,0.580533,0.305373,[ 1 44] ; [ 1 95],[ 0.63829787 44.36170213] ; [ 1.36170213 94.63829787],0
b5,1,0.668238,0.18367,[25 20] ; [57 39],[26.17021277 18.82978723] ; [55.82978723 40.17021277],0
b4,1,0.668238,0.18367,[25 20] ; [57 39],[26.17021277 18.82978723] ; [55.82978723 40.17021277],0
a8,1,0.763575,0.090475,[ 3 38] ; [ 8 82],[ 3.44274809 37.55725191] ; [ 7.55725191 82.44274809],0
