Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,3.3e-05,17.208834,[28 56] ; [25  8],[38.05128205 45.94871795] ; [14.94871795 18.05128205],1
p4,1,5.3e-05,16.353784,[30 51] ; [26  7],[39.78947368 41.21052632] ; [16.21052632 16.78947368],1
p5,1,0.000143,14.459485,[ 3 81] ; [ 9 24],[ 8.61538462 75.38461538] ; [ 3.38461538 29.61538462],1
p7,1,0.005586,7.679327,[41 40] ; [26  7],[47.60526316 33.39473684] ; [19.39473684 13.60526316],0
p12,1,0.006551,7.39225,[ 4 79] ; [ 7 26],[ 7.87068966 75.12931034] ; [ 3.12931034 29.87068966],0
n4,1,0.014184,6.015101,[61 22] ; [31  2],[65.82758621 17.17241379] ; [26.17241379  6.82758621],0
p8,1,0.016615,5.736552,[32 50] ; [21 12],[37.79130435 44.20869565] ; [15.20869565 17.79130435],0
p9,1,0.025894,4.963057,[58 23] ; [30  3],[62.52631579 18.47368421] ; [25.47368421  7.52631579],0
s7,1,0.037531,4.326173,[32 46] ; [19 11],[36.83333333 41.16666667] ; [14.16666667 15.83333333],0
n6,1,0.046919,3.9483,[66 18] ; [31  2],[69.64102564 14.35897436] ; [27.35897436  5.64102564],0
p10,1,0.048631,3.888056,[61 21] ; [30  3],[64.88695652 17.11304348] ; [26.11304348  6.88695652],0
s5,1,0.056564,3.635385,[22 61] ; [14 17],[26.21052632 56.78947368] ; [ 9.78947368 21.21052632],0
u1,1,0.066787,3.360284,[11 73] ; [ 9 24],[14.35897436 69.64102564] ; [ 5.64102564 27.35897436],0
b2,1,0.104429,2.636559,[17 36] ; [11 10],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],0
b3,1,0.104429,2.636559,[17 36] ; [11 10],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],0
p1,1,0.109252,2.565011,[ 5 79] ; [ 5 28],[ 7.17948718 76.82051282] ; [ 2.82051282 30.17948718],0
p2,1,0.131014,2.280454,[57 27] ; [27  6],[60.30769231 23.69230769] ; [23.69230769  9.30769231],0
a7,1,0.139049,2.188457,[64 19] ; [21 12],[60.81896552 22.18103448] ; [24.18103448  8.81896552],0
b5,1,0.151167,2.060433,[48 36] ; [14 19],[44.51282051 39.48717949] ; [17.48717949 15.51282051],0
s6,1,0.228075,1.452826,[49 33] ; [23  9],[51.78947368 30.21052632] ; [20.21052632 11.78947368],0
n5,1,0.23359,1.418864,[59 24] ; [27  6],[61.53448276 21.46551724] ; [24.46551724  8.53448276],0
p11,1,0.24127,1.373159,[57 27] ; [26  7],[59.58974359 24.41025641] ; [23.41025641  9.58974359],0
n1,1,0.244551,1.354167,[ 5 15] ; [3 3],[ 6.15384615 13.84615385] ; [1.84615385 4.15384615],0
r1,1,0.26619,1.236274,[71 13] ; [25  8],[68.92307692 15.07692308] ; [27.07692308  5.92307692],0
d5,1,0.311341,1.024979,[66 18] ; [23 10],[63.8974359 20.1025641] ; [25.1025641  7.8974359],0
a4,1,0.334686,0.930682,[35 49] ; [17 16],[37.33333333 46.66666667] ; [14.66666667 18.33333333],0
a5,1,0.350511,0.871606,[59 25] ; [26  7],[61.02564103 22.97435897] ; [23.97435897  9.02564103],0
u2,1,0.356981,0.848485,[10 12] ; [4 2],[11. 11.] ; [3. 3.],0
a3,1,0.360906,0.834739,[62 22] ; [27  6],[63.8974359 20.1025641] ; [25.1025641  7.8974359],0
n2,1,0.362232,0.830141,[19  3] ; [5 2],[18.20689655  3.79310345] ; [5.79310345 1.20689655],0
