Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.3e-05,17.954382,[23 21] ; [ 8 51],[13.24271845 30.75728155] ; [17.75728155 41.24271845],1
s6,1,0.001517,10.05824,[25 19] ; [15 43],[17.25490196 26.74509804] ; [22.74509804 35.25490196],0
s7,1,0.002502,9.138955,[17 24] ; [ 8 48],[10.56701031 30.43298969] ; [14.43298969 41.56701031],0
r4,1,0.003462,8.546369,[36  8] ; [32 27],[29.04854369 14.95145631] ; [38.95145631 20.04854369],0
p7,1,0.005731,7.632942,[29 14] ; [23 35],[22.13861386 20.86138614] ; [29.86138614 28.13861386],0
p4,1,0.00679,7.327586,[22 22] ; [14 44],[15.52941176 28.47058824] ; [20.47058824 37.52941176],0
p3,1,0.021778,5.263431,[19 25] ; [13 46],[13.66990291 30.33009709] ; [18.33009709 40.66990291],0
r3,1,0.04021,4.209007,[38  6] ; [40 18],[33.64705882 10.35294118] ; [44.35294118 13.64705882],0
s8,1,0.049187,3.868966,[11 33] ; [ 6 52],[ 7.33333333 36.66666667] ; [ 9.66666667 48.33333333],0
a5,1,0.055076,3.679783,[24 20] ; [21 38],[19.22330097 24.77669903] ; [25.77669903 33.22330097],0
p11,1,0.072666,3.221741,[25 19] ; [23 36],[20.50485437 23.49514563] ; [27.49514563 31.50485437],0
v4,1,0.075908,3.150407,[38  5] ; [43 15],[34.48514851  8.51485149] ; [46.51485149 11.48514851],0
r1,1,0.084402,2.978031,[33 11] ; [34 24],[28.90196078 15.09803922] ; [38.09803922 19.90196078],0
v1,1,0.095705,2.775701,[18 26] ; [15 44],[14.09708738 29.90291262] ; [18.90291262 40.09708738],0
p2,1,0.116813,2.459534,[27 17] ; [27 32],[23.06796117 20.93203883] ; [30.93203883 28.06796117],0
b2,1,0.13108,2.279666,[ 6 22] ; [13 20],[ 8.72131148 19.27868852] ; [10.27868852 22.72131148],0
b3,1,0.13108,2.279666,[ 6 22] ; [13 20],[ 8.72131148 19.27868852] ; [10.27868852 22.72131148],0
s1,1,0.134493,2.239863,[ 7 36] ; [ 4 54],[ 4.68316832 38.31683168] ; [ 6.31683168 51.68316832],0
p8,1,0.162016,1.955312,[14 29] ; [12 47],[10.96078431 32.03921569] ; [15.03921569 43.96078431],0
p5,1,0.17476,1.841634,[ 3 40] ; [ 1 58],[ 1.68627451 41.31372549] ; [ 2.31372549 56.68627451],0
a1,1,0.183741,1.767101,[ 1 43] ; [ 5 54],[ 2.5631068 41.4368932] ; [ 3.4368932 55.5631068],0
r2,1,0.185822,1.750432,[38  6] ; [44 14],[35.37254902  8.62745098] ; [46.62745098 11.37254902],0
s4,1,0.233826,1.417435,[ 9 35] ; [ 7 52],[ 6.83495146 37.16504854] ; [ 9.16504854 49.83495146],0
d2,1,0.24382,1.358372,[ 7 37] ; [15 44],[ 9.39805825 34.60194175] ; [12.60194175 46.39805825],0
u3,1,0.283113,1.152087,[12 10] ; [14 21],[10.03508772 11.96491228] ; [15.96491228 19.03508772],0
p10,1,0.307148,1.042899,[11 32] ; [10 48],[ 8.94059406 34.05940594] ; [12.05940594 45.94059406],0
a3,1,0.386171,0.750964,[22 22] ; [24 34],[19.84313725 24.15686275] ; [26.15686275 31.84313725],0
d3,1,0.388957,0.742199,[17 27] ; [18 41],[14.95145631 29.04854369] ; [20.04854369 38.95145631],0
v2,1,0.436851,0.60454,[16 27] ; [17 40],[14.19 28.81] ; [18.81 38.19],0
