Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.224871,[21  8] ; [14 49],[11.0326087 17.9673913] ; [23.9673913 39.0326087],1
p4,1,0.001351,10.271432,[17 12] ; [15 47],[10.1978022 18.8021978] ; [21.8021978 40.1978022],0
s8,1,0.003819,8.367862,[14 15] ; [12 51],[ 8.19565217 20.80434783] ; [17.80434783 45.19565217],0
s6,1,0.005891,7.583333,[18 10] ; [21 42],[12. 16.] ; [27. 36.],0
p7,1,0.011274,6.421672,[19 10] ; [23 39],[13.38461538 15.61538462] ; [28.61538462 33.38461538],0
a5,1,0.020624,5.358274,[15 14] ; [17 46],[10.08695652 18.91304348] ; [21.91304348 41.08695652],0
a6,1,0.032583,4.567564,[17 12] ; [22 41],[12.29347826 16.70652174] ; [26.70652174 36.29347826],0
s3,1,0.035121,4.439286,[18 10] ; [25 37],[13.37777778 14.62222222] ; [29.62222222 32.37777778],0
r4,1,0.045595,3.99649,[22  7] ; [34 29],[17.65217391 11.34782609] ; [38.34782609 24.65217391],0
v3,1,0.0579,3.596534,[ 9 19] ; [ 9 52],[ 5.66292135 22.33707865] ; [12.33707865 48.66292135],0
n4,1,0.08395,2.98672,[22  7] ; [36 27],[18.2826087 10.7173913] ; [39.7173913 23.2826087],0
p11,1,0.08395,2.98672,[22  7] ; [36 27],[18.2826087 10.7173913] ; [39.7173913 23.2826087],0
p10,1,0.110156,2.551987,[19 10] ; [29 32],[15.46666667 13.53333333] ; [32.53333333 28.46666667],0
p1,1,0.139549,2.182923,[ 6 23] ; [ 6 57],[ 3.7826087 25.2173913] ; [ 8.2173913 54.7826087],0
n3,1,0.162483,1.950969,[5 1] ; [13 12],[3.48387097 2.51612903] ; [14.51612903 10.48387097],0
r1,1,0.197368,1.661741,[18 11] ; [30 33],[15.13043478 13.86956522] ; [32.86956522 30.13043478],0
s7,1,0.226747,1.461151,[11 18] ; [15 44],[ 8.56818182 20.43181818] ; [17.43181818 41.56818182],0
r2,1,0.227822,1.454409,[24  5] ; [44 18],[21.67032967  7.32967033] ; [46.32967033 15.67032967],0
p6,1,0.228466,1.450387,[ 7 21] ; [ 9 53],[ 4.97777778 23.02222222] ; [11.02222222 50.97777778],0
r3,1,0.243606,1.359606,[24  5] ; [45 18],[21.75  7.25] ; [47.25 15.75],0
p9,1,0.27615,1.185942,[21  8] ; [37 24],[18.68888889 10.31111111] ; [39.31111111 21.68888889],0
