Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.00567,7.652174,[3 6] ; [ 2 44],[0.81818182 8.18181818] ; [ 4.18181818 41.81818182],0
v2,1,0.007371,7.18022,[8 1] ; [18 27],[4.33333333 4.66666667] ; [21.66666667 23.33333333],0
a5,1,0.023663,5.119163,[8 1] ; [22 24],[4.90909091 4.09090909] ; [25.09090909 20.90909091],0
v1,1,0.023927,5.099914,[7 2] ; [17 29],[3.92727273 5.07272727] ; [20.07272727 25.92727273],0
d1,1,0.033216,4.534622,[7 2] ; [18 28],[4.09090909 4.90909091] ; [20.90909091 25.09090909],0
u1,1,0.042539,4.113613,[3 6] ; [ 4 42],[1.14545455 7.85454545] ; [ 5.85454545 40.14545455],0
s5,1,0.055796,3.65814,[6 3] ; [14 29],[3.46153846 5.53846154] ; [16.53846154 26.46153846],0
b1,1,0.059784,3.543376,[2 7] ; [26 20],[4.58181818 4.41818182] ; [23.41818182 22.58181818],0
p3,1,0.077887,3.10845,[7 2] ; [21 25],[4.58181818 4.41818182] ; [23.41818182 22.58181818],0
a2,1,0.080444,3.055909,[3 6] ; [ 5 41],[1.30909091 7.69090909] ; [ 6.69090909 39.30909091],0
b2,1,0.09769,2.742857,[3 1] ; [ 9 19],[1.5 2.5] ; [10.5 17.5],0
b3,1,0.09769,2.742857,[3 1] ; [ 9 19],[1.5 2.5] ; [10.5 17.5],0
p8,1,0.130732,2.283787,[8 1] ; [29 17],[6.05454545 2.94545455] ; [30.94545455 15.05454545],0
p5,1,0.134032,2.245169,[2 7] ; [ 3 43],[0.81818182 8.18181818] ; [ 4.18181818 41.81818182],0
s6,1,0.135036,2.23363,[7 1] ; [27 18],[5.13207547 2.86792453] ; [28.86792453 16.13207547],0
s8,1,0.141645,2.16,[6 3] ; [18 27],[4. 5.] ; [20. 25.],0
d3,1,0.171228,1.872155,[8 1] ; [29 15],[6.28301887 2.71698113] ; [30.71698113 13.28301887],0
p1,1,0.175628,1.834239,[2 6] ; [ 4 42],[0.88888889 7.11111111] ; [ 5.11111111 40.88888889],0
s1,1,0.190238,1.715773,[1 8] ; [ 1 45],[0.32727273 8.67272727] ; [ 1.67272727 44.32727273],0
a7,1,0.221383,1.495385,[8 1] ; [31 14],[6.5 2.5] ; [32.5 12.5],0
d5,1,0.221383,1.495385,[8 1] ; [31 14],[6.5 2.5] ; [32.5 12.5],0
a6,1,0.233886,1.417069,[7 2] ; [26 20],[5.4 3.6] ; [27.6 18.4],0
p11,1,0.233886,1.417069,[8 1] ; [32 14],[6.54545455 2.45454545] ; [33.45454545 12.54545455],0
n2,1,0.263128,1.252222,[3 2] ; [15  3],[3.91304348 1.08695652] ; [14.08695652  3.91304348],0
n3,1,0.27976,1.168254,[2 3] ; [12  6],[3.04347826 1.95652174] ; [10.95652174  7.04347826],0
r1,1,0.281211,1.16123,[7 2] ; [27 19],[5.56363636 3.43636364] ; [28.43636364 17.56363636],0
b4,1,0.301142,1.069128,[6 3] ; [22 24],[4.58181818 4.41818182] ; [23.41818182 22.58181818],0
u2,1,0.315286,1.008403,[2 2] ; [15  5],[2.83333333 1.16666667] ; [14.16666667  5.83333333],0
n1,1,0.32179,0.981658,[1 4] ; [ 8 10],[1.95652174 3.04347826] ; [ 7.04347826 10.95652174],0
d4,1,0.333488,0.935305,[8 1] ; [34 12],[6.87272727 2.12727273] ; [35.12727273 10.87272727],0
p2,1,0.395093,0.72321,[8 1] ; [35 11],[7.03636364 1.96363636] ; [35.96363636 10.03636364],0
p4,1,0.395255,0.722713,[7 2] ; [29 17],[5.89090909 3.10909091] ; [30.10909091 15.89090909],0
r4,1,0.466018,0.531401,[8 1] ; [36 10],[7.2 1.8] ; [36.8  9.2],0
u3,1,0.571608,0.32,[2 2] ; [13  7],[2.5 1.5] ; [12.5  7.5],0
s4,1,0.581598,0.303658,[4 5] ; [16 30],[3.27272727 5.72727273] ; [16.72727273 29.27272727],0
s3,1,0.586286,0.296182,[5 4] ; [21 25],[4.25454545 4.74545455] ; [21.74545455 24.25454545],0
a1,1,0.627773,0.235093,[1 8] ; [ 3 43],[0.65454545 8.34545455] ; [ 3.34545455 42.65454545],0
r3,1,0.627773,0.235093,[8 1] ; [43  3],[8.34545455 0.65454545] ; [42.65454545  3.34545455],0
a4,1,0.672399,0.178808,[4 5] ; [17 29],[3.43636364 5.56363636] ; [17.56363636 28.43636364],0
n5,1,0.708023,0.14026,[3 6] ; [18 27],[3.5 5.5] ; [17.5 27.5],0
b5,1,0.75929,0.093889,[6 3] ; [33 13],[6.38181818 2.61818182] ; [32.61818182 13.38181818],0
s2,1,0.766007,0.088567,[5 4] ; [28 18],[5.4 3.6] ; [27.6 18.4],0
d2,1,0.836288,0.042702,[3 6] ; [17 29],[3.27272727 5.72727273] ; [16.72727273 29.27272727],0
s7,1,0.957373,0.002857,[4 5] ; [20 26],[3.92727273 5.07272727] ; [20.07272727 25.92727273],0
a3,1,0.957373,0.002857,[5 4] ; [26 20],[5.07272727 3.92727273] ; [25.92727273 20.07272727],0
r2,1,0.98304,0.000452,[8 1] ; [41  5],[8.01818182 0.98181818] ; [40.98181818  5.01818182],0
