Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000332,12.881745,[ 2 20] ; [29 25],[ 8.97368421 13.02631579] ; [22.02631579 31.97368421],1
r4,1,0.000448,12.32,[16  6] ; [54  1],[20.  2.] ; [50.  5.],1
v4,1,0.001987,9.561737,[17  5] ; [54  1],[20.28571429  1.71428571] ; [50.71428571  4.28571429],0
r2,1,0.008476,6.93,[17  5] ; [53  2],[20.  2.] ; [50.  5.],0
v2,1,0.009033,6.816352,[ 6 16] ; [32 21],[11.14666667 10.85333333] ; [26.85333333 26.14666667],0
a3,1,0.011305,6.416667,[ 7 15] ; [35 20],[12. 10.] ; [30. 25.],0
s5,1,0.013551,6.095694,[ 1 20] ; [17 36],[ 5.10810811 15.89189189] ; [12.89189189 40.10810811],0
p11,1,0.017991,5.596989,[14  8] ; [48  7],[17.71428571  4.28571429] ; [44.28571429 10.71428571],0
b2,1,0.036241,4.385707,[ 1 13] ; [15 26],[4.07272727 9.92727273] ; [11.92727273 29.07272727],0
b3,1,0.036241,4.385707,[ 1 13] ; [15 26],[4.07272727 9.92727273] ; [11.92727273 29.07272727],0
s6,1,0.067093,3.352757,[ 9 12] ; [35 18],[12.48648649  8.51351351] ; [31.51351351 21.48648649],0
p5,1,0.067574,3.340986,[ 1 21] ; [12 43],[ 3.71428571 18.28571429] ; [ 9.28571429 45.71428571],0
n2,1,0.0994,2.715152,[1 2] ; [9 2],[2.14285714 0.85714286] ; [7.85714286 3.14285714],0
b5,1,0.141655,2.159888,[16  6] ; [30 25],[13.14285714  8.85714286] ; [32.85714286 22.14285714],0
p8,1,0.160903,1.965718,[10 12] ; [34 20],[12.73684211  9.26315789] ; [31.26315789 22.73684211],0
n4,1,0.19248,1.698529,[15  7] ; [45 10],[17.14285714  4.85714286] ; [42.85714286 12.14285714],0
s7,1,0.244345,1.355353,[ 6 14] ; [23 28],[ 8.16901408 11.83098592] ; [20.83098592 30.16901408],0
a5,1,0.270357,1.214937,[11 11] ; [35 20],[13.14285714  8.85714286] ; [32.85714286 22.14285714],0
p6,1,0.272698,1.203125,[ 7 15] ; [25 30],[ 9.14285714 12.85714286] ; [22.85714286 32.14285714],0
b4,1,0.279601,1.169028,[ 9 13] ; [30 25],[11.14285714 10.85714286] ; [27.85714286 27.14285714],0
n5,1,0.292085,1.109985,[16  6] ; [45  9],[17.65789474  4.34210526] ; [43.34210526 10.65789474],0
n6,1,0.320433,0.987179,[20  2] ; [45 10],[18.57142857  3.42857143] ; [46.42857143  8.57142857],0
s3,1,0.32299,0.976801,[12  9] ; [24 30],[10.08 10.92] ; [25.92 28.08],0
u3,1,0.379581,0.772059,[6 9] ; [11  9],[7.28571429 7.71428571] ; [ 9.71428571 10.28571429],0
p12,1,0.380217,0.77,[ 1 21] ; [ 6 49],[ 2. 20.] ; [ 5. 50.],0
a8,1,0.386442,0.750107,[ 3 18] ; [ 4 48],[ 2.01369863 18.98630137] ; [ 4.98630137 47.01369863],0
d5,1,0.470726,0.52027,[12 10] ; [25 30],[10.57142857 11.42857143] ; [26.42857143 28.57142857],0
v1,1,0.471618,0.518182,[ 9 13] ; [27 27],[10.42105263 11.57894737] ; [25.57894737 28.42105263],0
r3,1,0.558549,0.342222,[20  2] ; [52  3],[20.57142857  1.42857143] ; [51.42857143  3.57142857],0
d2,1,0.571107,0.320833,[ 5 17] ; [16 39],[ 6. 16.] ; [15. 40.],0
p2,1,0.60215,0.271765,[18  4] ; [42 13],[17.14285714  4.85714286] ; [42.85714286 12.14285714],0
p1,1,0.63051,0.23137,[ 3 19] ; [10 45],[ 3.71428571 18.28571429] ; [ 9.28571429 45.71428571],0
a4,1,0.681127,0.16886,[ 5 17] ; [15 40],[ 5.71428571 16.28571429] ; [14.28571429 40.71428571],0
b1,1,0.716708,0.131669,[ 9 13] ; [25 30],[ 9.71428571 12.28571429] ; [24.28571429 30.71428571],0
p10,1,0.738108,0.111797,[16  6] ; [42 13],[16.57142857  5.42857143] ; [41.42857143 13.57142857],0
