Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000316,12.974178,[31  8] ; [12 20],[23.61971831 15.38028169] ; [19.38028169 12.61971831],1
p11,1,0.001065,10.710836,[28 12] ; [10 22],[21.11111111 18.88888889] ; [16.88888889 15.11111111],0
p4,1,0.004358,8.128125,[19 21] ; [ 5 27],[13.33333333 26.66666667] ; [10.66666667 21.33333333],0
p3,1,0.006726,7.344792,[17 23] ; [ 4 27],[11.83098592 28.16901408] ; [ 9.16901408 21.83098592],0
p10,1,0.008569,6.910569,[27  9] ; [14 18],[21.70588235 14.29411765] ; [19.29411765 12.70588235],0
r3,1,0.01358,6.091892,[29  8] ; [16 16],[24.13043478 12.86956522] ; [20.86956522 11.13043478],0
v4,1,0.015805,5.824385,[29  7] ; [17 15],[24.35294118 11.64705882] ; [21.64705882 10.35294118],0
n5,1,0.025572,4.984703,[25 14] ; [12 20],[20.32394366 18.67605634] ; [16.67605634 15.32394366],0
p5,1,0.05446,3.698538,[ 7 32] ; [ 1 30],[ 4.45714286 34.54285714] ; [ 3.54285714 27.45714286],0
p8,1,0.061177,3.505185,[18 22] ; [ 7 23],[14.28571429 25.71428571] ; [10.71428571 19.28571429],0
n2,1,0.062749,3.463203,[13  3] ; [8 8],[10.5  5.5] ; [10.5  5.5],0
s1,1,0.097191,2.751045,[ 1 39] ; [ 4 28],[ 2.77777778 37.22222222] ; [ 2.22222222 29.77777778],0
b1,1,0.11259,2.517483,[15 25] ; [18 14],[18.33333333 21.66666667] ; [14.66666667 17.33333333],0
p9,1,0.122005,2.391396,[27 11] ; [17 15],[23.88571429 14.11428571] ; [20.11428571 11.88571429],0
v2,1,0.125554,2.346627,[20 18] ; [11 21],[16.82857143 21.17142857] ; [14.17142857 17.82857143],0
d2,1,0.141645,2.16,[12 28] ; [15 17],[15. 25.] ; [12. 20.],0
n3,1,0.154044,2.031746,[11  5] ; [7 9],[9. 7.] ; [9. 7.],0
p6,1,0.155933,2.01323,[12 27] ; [ 5 26],[ 9.47142857 29.52857143] ; [ 7.52857143 23.47142857],0
u2,1,0.181709,1.783591,[ 6 10] ; [7 4],[7.7037037 8.2962963] ; [5.2962963 5.7037037],0
s2,1,0.226012,1.465786,[13 24] ; [ 7 25],[10.72463768 26.27536232] ; [ 9.27536232 22.72463768],0
n4,1,0.246069,1.345483,[23 17] ; [14 18],[20.55555556 19.44444444] ; [16.44444444 15.55555556],0
a1,1,0.275677,1.188281,[ 3 37] ; [ 5 27],[ 4.44444444 35.55555556] ; [ 3.55555556 28.44444444],0
a3,1,0.377947,0.77737,[23 17] ; [21 10],[24.78873239 15.21126761] ; [19.21126761 11.78873239],0
d5,1,0.419864,0.650695,[32  8] ; [23  9],[30.55555556  9.44444444] ; [24.44444444  7.55555556],0
s8,1,0.432312,0.616605,[ 9 30] ; [ 5 27],[ 7.69014085 31.30985915] ; [ 6.30985915 25.69014085],0
