Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.2e-05,17.274576,[33 12] ; [19 40],[22.5 22.5] ; [29.5 29.5],1
s6,1,0.000961,10.901852,[34 11] ; [26 34],[25.71428571 19.28571429] ; [34.28571429 25.71428571],1
p6,1,0.003611,8.47,[17 28] ; [ 8 52],[10.71428571 34.28571429] ; [14.28571429 45.71428571],0
s3,1,0.013931,6.046854,[30 15] ; [25 34],[23.79807692 21.20192308] ; [31.20192308 27.79807692],0
p4,1,0.01665,5.732901,[21 24] ; [14 44],[15.29126214 29.70873786] ; [19.70873786 38.29126214],0
p9,1,0.016774,5.719914,[44  2] ; [47 12],[39.86666667  6.13333333] ; [51.13333333  7.86666667],0
u3,1,0.016902,5.706502,[13  4] ; [ 7 12],[9.44444444 7.55555556] ; [10.55555556  8.44444444],0
s5,1,0.031341,4.634187,[19 24] ; [13 42],[14.04081633 28.95918367] ; [17.95918367 37.04081633],0
p7,1,0.062556,3.468288,[22 21] ; [19 39],[17.45544554 25.54455446] ; [23.54455446 34.45544554],0
p11,1,0.080395,3.056899,[37  9] ; [39 21],[32.98113208 13.01886792] ; [43.01886792 16.98113208],0
a6,1,0.087229,2.924781,[25 20] ; [43 17],[29.14285714 15.85714286] ; [38.85714286 21.14285714],0
s8,1,0.088491,2.901621,[24 21] ; [22 38],[19.71428571 25.28571429] ; [26.28571429 33.71428571],0
p5,1,0.112547,2.518089,[ 6 37] ; [ 3 57],[ 3.75728155 39.24271845] ; [ 5.24271845 54.75728155],0
s1,1,0.119458,2.424414,[ 5 40] ; [ 2 57],[ 3.02884615 41.97115385] ; [ 3.97115385 55.02884615],0
a2,1,0.179596,1.800964,[ 6 40] ; [14 46],[ 8.67924528 37.32075472] ; [11.32075472 48.67924528],0
v4,1,0.180308,1.795086,[44  2] ; [53  7],[42.09433962  3.90566038] ; [54.90566038  5.09433962],0
d4,1,0.191767,1.703992,[31 14] ; [48 12],[33.85714286 11.14285714] ; [45.14285714 14.85714286],0
b1,1,0.218437,1.514608,[16 30] ; [28 32],[19.09433962 26.90566038] ; [24.90566038 35.09433962],0
r4,1,0.251299,1.316067,[40  6] ; [47 13],[37.75471698  8.24528302] ; [49.24528302 10.75471698],0
a1,1,0.256858,1.285614,[ 5 41] ; [ 3 57],[ 3.47169811 42.52830189] ; [ 4.52830189 55.47169811],0
s7,1,0.281956,1.157639,[22 21] ; [23 34],[19.35 23.65] ; [25.65 31.35],0
s4,1,0.289918,1.12,[13 32] ; [12 48],[10.71428571 34.28571429] ; [14.28571429 45.71428571],0
a4,1,0.327083,0.960411,[22 24] ; [23 37],[19.52830189 26.47169811] ; [25.47169811 34.52830189],0
u2,1,0.331816,0.941796,[8 9] ; [12  7],[9.44444444 7.55555556] ; [10.55555556  8.44444444],0
r2,1,0.340558,0.908329,[43  3] ; [51  7],[41.57692308  4.42307692] ; [52.42307692  5.57692308],0
n3,1,0.349963,0.87359,[9 5] ; [15  4],[10.18181818  3.81818182] ; [13.81818182  5.18181818],0
b5,1,0.372359,0.795777,[30 16] ; [34 26],[27.77358491 18.22641509] ; [36.22641509 23.77358491],0
p3,1,0.37638,0.782492,[18 27] ; [19 41],[15.85714286 29.14285714] ; [21.14285714 38.85714286],0
d3,1,0.391747,0.733513,[24 21] ; [37 23],[26.14285714 18.85714286] ; [34.85714286 25.14285714],0
u1,1,0.396051,0.720285,[ 5 41] ; [10 50],[ 6.50943396 39.49056604] ; [ 8.49056604 51.50943396],0
b2,1,0.436958,0.604257,[12 20] ; [10 25],[10.50746269 21.49253731] ; [11.49253731 23.50746269],0
b3,1,0.436958,0.604257,[12 20] ; [10 25],[10.50746269 21.49253731] ; [11.49253731 23.50746269],0
d2,1,0.448046,0.57559,[18 27] ; [28 31],[19.90384615 25.09615385] ; [26.09615385 32.90384615],0
p12,1,0.455133,0.557837,[ 4 42] ; [ 8 52],[ 5.20754717 40.79245283] ; [ 6.79245283 53.20754717],0
p8,1,0.477256,0.505126,[16 30] ; [17 43],[14.32075472 31.67924528] ; [18.67924528 41.32075472],0
n5,1,0.495421,0.464732,[34 12] ; [40 19],[32.41904762 13.58095238] ; [41.58095238 17.41904762],0
n6,1,0.545972,0.364583,[36  9] ; [45 15],[34.71428571 10.28571429] ; [46.28571429 13.71428571],0
v3,1,0.56544,0.330372,[17 26] ; [19 37],[15.63636364 27.36363636] ; [20.36363636 35.63636364],0
a3,1,0.568699,0.324864,[29 17] ; [41 19],[30.37735849 15.62264151] ; [39.62264151 20.37735849],0
a7,1,0.601087,0.273359,[30 16] ; [42 18],[31.24528302 14.75471698] ; [40.75471698 19.24528302],0
d1,1,0.609287,0.261214,[23 23] ; [33 27],[24.30188679 21.69811321] ; [31.69811321 28.30188679],0
